date,000300.SH,000905.SH,399314.SZ,399316.SZ,399372.SZ,399373.SZ
2002/1/4,1316.455,,,,,
2002/1/11,1249.814,,,,,
2002/1/18,1149.483,,,,,
2002/1/25,1189.428,,,,,
2002/2/1,1215.743,,,,,
2002/2/8,1235.092,,,,,
2002/3/1,1227.229,,,,,
2002/3/8,1351.854,,,,,
2002/3/15,1338.702,,,,,
2002/3/22,1369.901,,,,,
2002/3/29,1313.466,,,,,
2002/4/5,1332.201,,,,,
2002/4/12,1350.689,,,,,
2002/4/19,1330.642,,,,,
2002/4/26,1331.714,,,,,
2002/4/30,1353.607,,,,,
2002/5/10,1335.451,,,,,
2002/5/17,1277.235,,,,,
2002/5/24,1265.966,,,,,
2002/5/31,1238.577,,,,,
2002/6/7,1252.514,,,,,
2002/6/14,1222.119,,,,,
2002/6/21,1288.522,,,,,
2002/6/28,1431.175,,,,,
2002/7/5,1415.403,,,,,
2002/7/12,1389.45,,,,,
2002/7/19,1403.253,,,,,
2002/7/26,1361.409,,,,,
2002/8/2,1359.993,,,,,
2002/8/9,1350.311,,,,,
2002/8/16,1349.622,,,,,
2002/8/23,1379.419,,,,,
2002/8/30,1361.298,,,,,
2002/9/6,1334.343,,,,,
2002/9/13,1321.809,,,,,
2002/9/20,1305.747,,,,,
2002/9/27,1285.652,,,,,
2002/10/11,1237.14,,,,,
2002/10/18,1233.668,,,,,
2002/10/25,1233.578,,,,,
2002/11/1,1227.849,,,,,
2002/11/8,1232.945,,,,,
2002/11/15,1186.923,,,,,
2002/11/22,1128.072,,,,,
2002/11/29,1164.618,,,,,
2002/12/6,1139.803,,,,,
2002/12/13,1132.079,,,,,
2002/12/20,1157.337,,,,,
2002/12/27,1120.276,,,,,
2003/1/3,1073.524,,,,963.5404,972.2657
2003/1/10,1121.576,,,,1004.8208,1019.6657
2003/1/17,1190.895,,,,1078.083,1092.9435
2003/1/24,1187.694,,,,1071.0916,1096.758
2003/1/29,1207.597,,,,1094.5953,1118.0625
2003/2/14,1213.699,,,,1091.7219,1117.7611
2003/2/21,1191.628,,,,1067.8717,1093.403
2003/2/28,1213.862,,,,1088.3239,1117.3019
2003/3/7,1198.744,,,,1074.4773,1101.5229
2003/3/14,1177.61,,,,1052.0698,1080.5363
2003/3/21,1185.422,,,,1067.6358,1096.2473
2003/3/28,1199.264,,,,1087.2768,1120.1577
2003/4/4,1223.558,,,,1114.4754,1150.4809
2003/4/11,1274.998,,,,1166.2747,1232.1004
2003/4/18,1300.411,,,,1196.4756,1240.7041
2003/4/25,1205.381,,,,1108.6668,1141.2172
2003/4/30,1239.952,,,,1157.3495,1196.8943
2003/5/16,1274.258,,,,1193.5272,1243.5065
2003/5/23,1283.668,,,,1200.6263,1249.2485
2003/5/30,1300.865,,,,1208.2406,1244.7261
2003/6/6,1262.064,,,,1173.6512,1212.0151
2003/6/13,1277.323,,,,1187.9941,1235.3569
2003/6/20,1244.656,,,,1153.3941,1197.3689
2003/6/27,1220.736,,,,1135.054,1169.674
2003/7/4,1229.975,,,,1155.4475,1189.9802
2003/7/11,1255.934,,,,1181.2134,1217.4756
2003/7/18,1241.574,,,,1173.1183,1208.8734
2003/7/25,1218.666,,,,1151.5557,1185.5847
2003/8/1,1226.239,,,,1161.191,1193.493
2003/8/8,1218.112,,,,1151.9583,1184.1087
2003/8/15,1201.323,,,,1135.1922,1163.102
2003/8/22,1191.432,,,,1124.294,1153.2186
2003/8/29,1178.574,,,,1112.0252,1145.2289
2003/9/5,1183.913,,,,1111.2539,1145.5204
2003/9/12,1164.18,,,,1095.2586,1126.6546
2003/9/19,1149.287,,,,1074.5153,1100.697
2003/9/26,1131.295,,,,1058.8492,1089.9241
2003/9/30,1127.144,,,,1058.985,1093.3808
2003/10/10,1155.42,,,,1081.0968,1126.5561
2003/10/17,1128.099,,,,1055.792,1105.4447
2003/10/24,1140.034,,,,1064.7273,1131.3359
2003/10/31,1111.617,,,,1052.355,1125.2791
2003/11/7,1103.777,,,,1047.3861,1144.9345
2003/11/14,1100.016,,,,1039.1097,1143.8215
2003/11/21,1115.469,,,,1044.091,1145.5642
2003/11/28,1142.975,,,,1062.9502,1171.609
2003/12/5,1176.661,,,,1092.0665,1212.256
2003/12/12,1183.107,,,,1105.0661,1231.2027
2003/12/19,1163.64,,,,1097.1531,1240.8791
2003/12/26,1208.523,,,,1127.9404,1291.8683
2004/1/2,1204.613,,,,1121.2004,1297.6859
2004/1/9,1266.406,,,,1172.6717,1378.0283
2004/1/16,1284.296,,,,1190.117,1387.0015
2004/1/30,1281.334,,,,1184.5909,1372.6555
2004/2/6,1347.221,,,,1242.9956,1437.9154
2004/2/13,1342.335,,,,1227.3144,1412.0303
2004/2/20,1391.095,,,,1266.6938,1464.8612
2004/2/27,1351.61,,,,1219.6767,1427.4446
2004/3/5,1341.758,,,,1215.737,1422.1655
2004/3/12,1358.514,,,,1229.8977,1457.1109
2004/3/19,1393.571,,,,1260.4049,1503.6985
2004/3/26,1386.477,,,,1256.2834,1483.7295
2004/4/2,1405.918,,,,1271.8038,1506.7659
2004/4/9,1370.276,,,,1236.8058,1460.7951
2004/4/16,1331.082,,,,1196.5133,1434.4392
2004/4/23,1276.307,,,,1145.9138,1380.0364
2004/4/30,1239.72,,,,1124.7275,1362.0346
2004/5/14,1207.261,,,,1096.3679,1330.222
2004/5/21,1209.213,,,,1091.0694,1326.5761
2004/5/28,1201.721,,,,1088.9112,1332.5353
2004/6/4,1192.776,,,,1078.2325,1321.9123
2004/6/11,1140.528,,,,1032.3704,1271.9046
2004/6/18,1103.403,,,,994.6228,1231.0075
2004/6/25,1081.958,,,,974.1237,1206.5217
2004/7/2,1114.945,,,,1001.326,1259.8376
2004/7/9,1106.915,,,,990.5906,1254.7138
2004/7/16,1132.799,,,,1014.2099,1294.714
2004/7/23,1101.599,,,,985.0617,1255.0964
2004/7/30,1088.677,,,,969.4768,1239.8843
2004/8/6,1088.241,,,,964.8938,1243.6926
2004/8/13,1077.245,,,,960.5892,1237.6265
2004/8/20,1060.229,,,,959.9121,1233.3391
2004/8/27,1039.238,,,,943.5093,1213.1161
2004/9/3,1043.537,,,,937.9192,1210.347
2004/9/10,1015.151,,,,916.9262,1175.9338
2004/9/17,1112.767,,,,1003.3692,1282.2703
2004/9/24,1135.973,,,,1035.7824,1314.3343
2004/9/30,1109.324,,,,1015.5517,1302.0232
2004/10/8,1131.915,,,,1032.6214,1322.4002
2004/10/15,1061.642,,,,958.8729,1244.7933
2004/10/22,1063.143,,,,959.9021,1249.4857
2004/10/29,1050.299,,,,956.4513,1234.8158
2004/11/5,1033.804,,,,941.1345,1207.2158
2004/11/12,1072.619,,,,973.9904,1243.0412
2004/11/19,1091.371,,,,988.2003,1264.3209
2004/11/26,1074.986,,,,968.403,1245.7267
2004/12/3,1058.334,,,,949.2455,1220.1822
2004/12/10,1043.554,,,,942.4927,1219.1003
2004/12/17,1022.996,,,,927.4362,1208.673
2004/12/24,1016.398,,,,912.3721,1194.7834
2004/12/31,1000,,,,901.6755,1186.8661
2005/1/7,983.958,997.606,,,876.7872,1159.8911
2005/1/14,988.306,1000.169,,,882.9655,1169.0037
2005/1/21,982.604,988.519,,,887.3166,1173.1794
2005/1/28,969.209,952.413,,,884.7537,1160.8294
2005/2/4,1016.858,962.028,945.556,674.606,938.5696,1227.3606
2005/2/18,1006.055,964.769,934.847,678.709,922.2975,1209.5046
2005/2/25,1046.761,1024.118,970.463,721.962,960.0639,1254.189
2005/3/4,1023.667,1003.21,950.117,707.067,936.0117,1224.2118
2005/3/11,1027.429,1009.434,952.235,712.868,943.1293,1213.1874
2005/3/18,978.665,949.509,908.003,671.228,903.8406,1168.8028
2005/3/25,962.955,931.417,890.837,657.9,893.2577,1154.076
2005/4/1,978.145,927.546,905.4,653.86,914.807,1179.0209
2005/4/8,1003.445,949.457,927.962,667.228,934.7056,1197.611
2005/4/15,974.082,913.271,902.194,642.836,909.0686,1177.6133
2005/4/22,939.101,857.401,869.168,599.731,880.6375,1149.7027
2005/4/29,932.395,847.611,869.273,592.386,879.3179,1145.0732
2005/5/13,887.543,814.878,829.92,568.234,828.5973,1095.0485
2005/5/20,882.763,819.13,826.292,572.564,822.5529,1089.0189
2005/5/27,849.508,790.998,795.335,555.574,793.6017,1041.9569
2005/6/3,818.033,765.967,764.686,540.341,769.3689,1013.5672
2005/6/10,894.556,831.605,835.588,587.559,838.833,1100.4794
2005/6/17,880.345,800.137,822.399,566.67,831.3105,1104.5063
2005/6/24,898.301,813.203,838.402,576.915,849.9958,1127.5734
2005/7/1,859.494,760.352,804.994,541.466,824.8782,1090.6902
2005/7/8,829.489,722.854,779.68,515.205,805.4791,1063.9465
2005/7/15,841.001,714.488,792.666,508.518,826.447,1078.5943
2005/7/22,859.693,721.445,809.491,513.36,844.0286,1104.1513
2005/7/29,888.164,744.825,834.687,532.323,865.2082,1135.5714
2005/8/5,923.803,787.819,867.076,564.137,894.5644,1168.5016
2005/8/12,938.316,816.386,879.622,583.335,910.4678,1187.1492
2005/8/19,923.038,820.869,863.964,591.181,893.0163,1157.0219
2005/8/26,928.258,840.431,869.29,605.514,886.741,1164.1008
2005/9/2,947.871,872.485,885.076,629.025,896.8553,1181.0038
2005/9/9,949.065,879.503,884.341,634.191,895.8612,1172.2949
2005/9/16,967.495,917.638,898.886,661.953,905.342,1191.0335
2005/9/23,916.154,868.549,851.42,624.214,861.6714,1129.1003
2005/9/30,917.392,869.509,852.015,626.121,868.2336,1128.2539
2005/10/14,904.828,876.053,837.674,631.858,855.0218,1102.7888
2005/10/21,904.414,895.027,837.321,646.401,848.7595,1100.4614
2005/10/28,867.729,825.063,804.853,593.683,822.4066,1063.2281
2005/11/4,878.361,835.122,817.11,601.897,829.7127,1081.0306
2005/11/11,864.79,823.956,804.888,596.5,813.3578,1062.4614
2005/11/18,882.241,843.738,820.689,610.525,828.4674,1091.2644
2005/11/25,884.105,841.13,824.537,608.814,836.5076,1097.7958
2005/12/2,869.936,817.864,810.217,591.259,823.1965,1081.8521
2005/12/9,887.358,819.2,827.173,589.676,841.9824,1103.6552
2005/12/16,902.561,834.537,840.18,600.699,848.8981,1123.4752
2005/12/23,915.89,845.589,853.34,605.926,859.523,1141.0482
2005/12/30,923.451,860.131,860.385,612.952,867.6565,1154.738
2006/1/6,970.032,891.94,903.678,635.441,913.1524,1200.2417
2006/1/13,978.809,932.499,905.402,661.24,917.8647,1201.2759
2006/1/20,993.34,952.769,916.607,673.604,929.1073,1233.996
2006/1/25,1009.597,957.787,929.099,670.72,947.5189,1241.2292
2006/2/10,1032.337,980.801,948.282,685.86,967.1925,1267.1322
2006/2/17,1020.368,949.993,941.465,666.36,966.1377,1255.3271
2006/2/24,1049.444,967.163,968.106,677.743,1001.3928,1306.9192
2006/3/3,1041.677,954.457,961.221,668.733,987.3359,1299.2975
2006/3/10,1008.897,921.683,932.42,643.877,962.8593,1263.8394
2006/3/17,1024.015,943.725,944.636,657.335,972.95,1280.7835
2006/3/24,1042.601,974.269,958.339,679.054,983.3341,1288.1482
2006/3/31,1061.088,1000.251,973.787,692.677,1005.9669,1290.6543
2006/4/7,1103.154,1068.11,1006.866,738.275,1027.0745,1309.2645
2006/4/14,1118.607,1088.183,1023,749.687,1048.5285,1338.5655
2006/4/21,1149.158,1102.547,1051.748,759.934,1078.653,1363.6519
2006/4/28,1172.347,1141.685,1073.025,773.97,1087.1988,1349.2093
2006/5/12,1296.257,1283.677,1177.886,876.481,1171.1519,1458.4407
2006/5/19,1366.097,1365.647,1246.514,931.442,1211.8739,1532.0045
2006/5/26,1331.02,1355.501,1215.444,929.708,1194.6934,1503.935
2006/6/2,1390.116,1457.763,1264.14,1010.696,1232.9251,1564.242
2006/6/9,1294.185,1346.481,1182.259,929.71,1155.9726,1466.3035
2006/6/16,1318.01,1382.41,1207.27,962.064,1188.1596,1478.6808
2006/6/23,1339.446,1430.513,1227.786,997.827,1204.4008,1500.1675
2006/6/30,1393.963,1485.995,1280.631,1041.304,1253.8887,1566.4671
2006/7/7,1410.429,1541.253,1291.234,1083.293,1256.0058,1566.6236
2006/7/14,1357.129,1470.467,1246.669,1033.208,1206.9034,1519.3838
2006/7/21,1356.033,1493.036,1245.641,1051.623,1204.6554,1507.3694
2006/7/28,1341.393,1492.114,1232.733,1054.34,1187.0557,1501.3036
2006/8/4,1241.908,1354.778,1146.717,952.563,1115.8899,1411.29
2006/8/11,1275.654,1398.011,1175.66,983.843,1150.9201,1453.2214
2006/8/18,1267.866,1384.899,1170.794,973.751,1147.1186,1441.6355
2006/8/25,1295.437,1421.095,1193.305,998.88,1171.0513,1449.3735
2006/9/1,1318.099,1451.95,1214.808,1020.683,1190.3833,1473.2965
2006/9/8,1332.153,1473.922,1225.964,1036.266,1206.192,1479.0115
2006/9/15,1362.322,1484.687,1256.669,1042.635,1235.6463,1524.2415
2006/9/22,1374.852,1509.385,1267.339,1062.828,1245.3989,1516.4391
2006/9/29,1403.265,1550.803,1292.6,1089.519,1267.0692,1528.5665
2006/10/13,1430.882,1575.861,1319.353,1113.386,1304.1124,1590.0235
2006/10/20,1440.182,1587.902,1329.693,1123.382,1317.7226,1593.0445
2006/10/27,1439.05,1530.26,1332.417,1080.387,1340.9603,1616.8002
2006/11/3,1488.291,1549.655,1381.394,1092.42,1399.1429,1721.0379
