date,000749.OF,001495.OF,002001.OF,002021.OF,002162.OF,040001.OF,040004.OF,050001.OF,050007.OF,050201.OF,090001.OF,100016.OF,110001.OF,121002.OF,161605.OF,180001.OF,202002.OF,270001.OF,373010.OF,519654.OF,519732.OF,960002.OF
2015/2/27,1.007,,7.9835,4.0101,,4.1798,8.0253,4.3633,3.0263,2.0645,5.7369,4.3508,4.7949,4.9707,3.9248,5.5947,2.1108,5.2694,3.4262,,1.409,
2015/3/6,1.008,,7.9775,3.9964,,4.1575,7.9907,4.2241,2.9894,1.9955,5.6652,4.4253,4.8127,5.0148,3.8438,5.4574,2.0979,5.1914,3.4526,,1.407,
2015/3/13,1.01,,8.1524,4.0894,,4.2635,8.3273,4.4169,2.9894,2.0875,5.8967,4.6175,4.9859,5.1456,3.953,5.6101,2.1957,5.4254,3.5673,,1.45,
2015/3/20,1.014,,8.42,4.2433,,4.403,8.7284,4.6685,3.1141,2.1997,6.2486,4.9946,5.3347,5.4303,4.2948,6.1162,2.3758,5.7591,3.8657,,1.533,
2015/3/27,1.017,,8.5852,4.3448,,4.5427,8.9903,4.7542,3.1425,2.2371,6.4319,5.194,5.5283,5.5145,4.4463,6.481,2.475,5.9235,4.0481,,1.595,
2015/4/3,1.023,,8.8246,4.4876,,4.7405,9.6183,4.9415,3.253,2.3176,6.8179,5.4034,5.8084,5.7723,4.8514,6.7606,2.613,6.2393,4.2525,,1.683,
2015/4/10,1.028,,8.9759,4.5631,,4.9213,9.8503,5.2039,3.2331,2.4412,7.02,5.5574,5.951,5.8868,5.0029,6.9058,2.6537,6.3926,4.3965,,1.731,
2015/4/17,1.033,,9.0265,4.6035,,5.0682,9.6806,5.3966,3.1453,2.5361,7.1269,5.4491,5.8491,5.8748,4.9536,6.6615,2.6558,6.1292,4.359,,1.719,
2015/4/24,1.037,,9.1999,4.6964,,5.1247,9.9804,5.3431,3.3351,2.5074,7.232,5.6585,6.2515,5.9937,5.0029,7.0319,2.6918,6.3983,4.5435,,1.779,
2015/5/1,1.041,,9.2576,4.7261,,5.1586,10.0653,5.418,3.3776,2.5476,7.299,5.72,6.473,5.9941,5.0593,7.0466,2.7227,6.495,4.6034,,1.79,
2015/5/8,1.041,,9.241,4.7113,,4.9948,10.0031,5.1503,3.5618,2.4182,7.2109,5.9057,6.5876,6.0646,4.9889,7.1651,2.7273,6.794,4.7699,,1.845,
2015/5/15,1.047,,9.3652,4.7777,,5.0569,10.4274,5.1182,3.6922,2.4038,7.4459,6.1594,6.9772,6.2848,5.3412,7.6752,2.8805,7.4355,5.2185,,1.964,
2015/5/22,1.061,,9.9338,5.0715,,5.3451,11.5194,5.4341,3.8679,2.5505,8.0774,6.5671,7.4559,6.7726,5.8062,8.2534,3.162,7.8682,5.875,,2.154,
2015/5/29,1.066,,10.0138,5.1178,,5.4185,11.361,5.2788,3.6327,2.4786,7.9964,6.6769,7.4101,6.897,5.764,8.5131,3.2486,8.0682,5.8621,,2.136,
2015/6/5,1.084,,10.4913,5.3648,,5.7688,12.187,5.5894,3.9047,2.6224,8.6638,7.1439,8.0976,7.445,6.1656,8.9177,3.4668,8.645,6.2967,,2.274,
2015/6/12,1.085,,10.6165,5.4316,,5.9892,12.5774,5.8838,3.882,2.7546,8.9064,7.199,8.1664,7.6207,6.2537,8.9411,3.5685,8.5571,6.3086,1.033,2.358,
2015/6/19,1.071,,9.7722,4.9835,,5.475,11.0385,5.2146,3.5392,2.4297,8.0451,6.6833,7.4228,6.8726,5.5138,7.9603,3.1159,7.3437,5.4356,0.992,2.078,
2015/6/26,1.069,,9.359,4.7647,,5.1925,10.0597,5.0915,3.236,2.3636,7.6938,6.3167,6.7149,6.5297,5.0311,7.2492,2.8499,6.5149,4.8147,0.975,1.886,
2015/7/3,1.066,,8.7208,4.4147,,4.6614,8.996,4.7595,2.9384,2.2112,6.6751,5.4199,5.9281,5.7791,4.4886,6.2673,2.4063,5.3432,4.0003,0.957,1.689,
2015/7/10,1.063,,8.8192,4.4615,,4.4184,8.9224,5.1182,2.7968,2.3923,6.6475,5.1303,5.6047,5.7406,4.4322,6.0519,2.4096,5.1704,3.7015,0.957,1.613,
2015/7/17,1.062,,9.102,4.6274,,4.7574,9.7372,5.1396,2.9016,2.401,7.1915,5.1375,5.8822,6.08,4.7352,6.4255,2.6357,5.3237,4.0819,0.957,1.721,
2015/7/24,1.062,,9.2238,4.7061,,5.0626,10.0766,5.1289,2.9214,2.3923,7.6268,5.3724,6.226,6.2904,4.936,6.7079,2.7593,5.8035,4.4727,0.959,1.809,
2015/7/31,1.061,,8.907,4.5154,,4.571,9.3581,4.7488,2.8648,2.2054,6.9876,4.9453,5.6149,5.9219,4.5907,6.2621,2.5325,5.3233,3.9379,0.959,1.67,
2015/8/7,1.061,1.0295,9.0235,4.5872,,4.6783,9.5165,4.8184,2.9469,2.2399,7.2168,4.9975,5.7218,6.0099,4.7422,6.3196,2.6177,5.4503,4.0537,0.96,1.683,
2015/8/14,1.061,1.0295,9.169,4.6801,,5.0061,10.0879,4.9308,2.9526,2.2917,7.6609,5.0522,6.0503,6.1984,4.9219,6.621,2.7536,5.6548,4.2724,0.96,1.718,
2015/8/21,1.061,1.0295,8.8415,4.4732,,4.5371,9.0243,4.4918,2.8308,2.0789,6.8819,4.701,5.513,5.6974,4.4815,6.0162,2.4588,5.1375,3.9135,0.962,1.611,
2015/8/28,1.062,1.0296,8.7178,4.3887,,4.3393,8.1812,4.2777,2.8336,1.9812,6.6293,4.5067,5.2253,5.5106,4.2842,5.4919,2.2931,4.8229,3.682,0.962,1.559,
2015/9/4,1.061,1.0297,8.6014,4.3042,,4.0342,7.6041,4.3687,2.7089,2.0272,6.1446,4.3807,4.9859,5.2875,3.9566,4.9835,2.1407,4.4789,3.3877,0.963,1.46,
2015/9/11,1.06,1.0299,8.6378,4.338,,4.2263,7.9606,4.2937,2.7684,1.9927,6.4883,4.4153,5.2635,5.4606,4.1785,5.3472,2.2359,4.8237,3.5989,0.964,1.544,
2015/9/18,1.06,1.03,8.5723,4.2958,,4.0681,7.6381,4.2241,2.7287,1.9582,6.2944,4.2569,5.1641,5.3225,4.0411,5.0787,2.1558,4.7946,3.5132,0.965,1.523,
2015/9/25,1.0605,1.0301,8.5941,4.3127,,4.1077,7.7399,4.2188,2.7287,1.9553,6.3344,4.2422,5.2456,5.3841,4.0623,5.1715,2.164,4.8684,3.5433,0.967,1.536,
2015/10/2,1.0605,1.0302,8.6014,4.3169,,4.1246,7.9549,4.176,2.7571,1.9323,6.3526,4.371,5.3424,5.4273,4.0763,5.2207,2.1849,5.0037,3.6091,0.967,1.569,
2015/10/9,1.0616,1.0304,8.6669,4.3549,,4.2885,8.3227,4.3098,2.7968,1.9927,6.6357,4.5041,5.5716,5.6081,4.2419,5.5026,2.269,5.2121,3.7823,0.97,1.63,
2015/10/16,1.0616,1.0305,8.7688,4.4183,,4.5653,8.9847,4.4865,2.8393,2.0703,7.0376,4.805,5.9281,5.8496,4.4815,6.021,2.3873,5.6406,4.018,0.977,1.751,
2015/10/23,1.0637,1.0306,8.7833,4.4309,,4.6049,9.2902,4.5614,2.8619,2.1019,7.148,4.919,6.0605,5.874,4.626,6.2014,2.4132,5.7584,4.1153,0.98,1.801,
2015/10/30,1.0637,1.0307,8.7833,4.4309,,4.6049,9.3468,4.5079,2.8931,2.0789,7.1145,5.0054,6.091,5.8843,4.5731,6.1102,2.4452,5.789,4.132,0.983,1.806,
2015/11/6,1.0679,1.0307,8.8852,4.4901,,4.7574,10.0653,4.7649,2.9044,2.1882,7.3695,5.3411,6.3686,6.1232,4.7176,6.5017,2.5602,5.995,4.3492,0.984,1.89,
2015/11/13,1.0669,1.0308,8.8415,4.4774,,4.7744,10.1049,4.706,2.8818,2.1566,7.5405,5.4336,6.4705,6.1655,4.8021,6.5132,2.5796,6.1598,4.3739,0.985,1.982,
2015/11/20,1.07,1.0309,8.9434,4.5323,,5.0061,10.4218,4.7756,2.8959,2.1911,7.7455,5.8042,6.7327,6.2951,5.017,6.786,2.6885,6.2466,4.5218,0.986,2.051,
2015/11/27,1.0658,1.0309,8.7522,4.4267,1.0309,4.8592,9.9861,4.5561,2.8478,2.0875,7.4794,5.8125,6.5723,5.9702,4.8233,6.6754,2.5954,5.9491,4.3375,0.983,2.006,
2015/12/4,1.069,1.031,8.8406,4.4774,1.031,4.8479,10.1785,4.6417,2.8818,2.1278,7.5787,5.733,6.5952,6.0322,4.862,6.6849,2.6634,5.9316,4.3396,0.985,2.055,
2015/12/11,1.0679,1.031,8.7817,4.4436,1.031,4.797,9.9635,4.5882,2.8648,2.1019,7.4712,5.9935,6.585,5.9274,4.8585,6.6821,2.6256,5.8627,4.3553,0.985,2.031,
2015/12/18,1.0732,1.0311,8.9806,4.5507,1.0311,5.0682,10.5802,4.7863,2.9441,2.1997,7.8513,6.3678,6.8346,6.089,5.1404,6.997,2.764,6.1793,4.5738,0.986,2.086,
2015/12/25,1.0775,1.0312,9.0911,4.6064,1.0417,5.1021,10.7329,4.8452,2.9866,2.2284,7.9329,6.3354,6.8601,6.2634,5.1227,6.9895,2.7953,6.219,4.5821,0.988,2.127,
2016/1/1,1.0764,1.0313,9.0469,4.585,1.0417,5.04,10.6254,4.7702,2.9299,2.1968,7.8248,6.3192,6.7811,6.2087,5.0523,6.9883,2.7798,6.1491,4.5298,0.99,2.076,1.228
2016/1/8,1.0637,1.1957,8.5239,4.3137,1.0625,4.4862,9.0865,4.3848,2.6749,2.0157,7.044,5.3843,6.0758,5.6226,4.5238,6.1213,2.3758,5.4136,3.8797,0.983,1.822,1.157
2016/1/15,1.0626,1.1422,8.1629,4.1267,1.0184,4.1811,8.2378,4.0849,2.5219,1.8748,6.5106,5.0479,5.7044,5.2704,4.1785,5.7148,2.2755,5.0095,3.6399,0.984,1.699,1.108
2016/1/22,1.0626,1.1017,8.1997,4.1484,0.9809,4.2254,8.2039,4.0956,2.5591,1.8776,6.5838,5.1313,5.8149,5.3551,4.2354,5.8104,2.2518,5.1593,3.7078,0.984,1.71,1.113
2016/1/29,1.0605,1.0387,7.9197,4.0006,0.9233,4.0078,7.8277,3.9083,2.4343,1.7885,6.3066,4.7988,5.4269,5.0798,4.0222,5.4261,2.1193,4.761,3.4468,0.983,1.637,1.075
2016/2/5,1.0626,1.067,8.0671,4.0788,0.9479,4.1509,8.3189,3.9243,2.4517,1.7971,6.6208,4.9766,5.6273,5.1738,4.1394,5.5994,2.1961,4.9208,3.5816,0.984,1.679,1.095
2016/2/12,1.0626,1.067,8.0671,4.0788,0.9479,4.1509,8.3189,3.9243,2.4517,1.7971,6.6208,4.9766,5.6273,5.1738,4.1394,5.5994,2.1961,4.9208,3.5816,0.984,1.679,1.095
2016/2/19,1.0647,1.11,8.2439,4.1702,0.9858,4.3112,8.8266,4.0314,2.5736,1.8489,6.8538,5.2533,5.8791,5.3813,4.3313,5.9068,2.2957,5.0527,3.7512,0.986,1.72,1.119
2016/2/26,1.0626,1.0736,8.0008,4.0441,0.953,4.1166,8.0324,3.9564,2.4778,1.8144,6.5621,4.9018,5.5142,5.1884,4.1572,5.5455,2.1551,4.7327,3.5544,0.987,1.632,1.086
