,sharpe,jensen,sortino,ppw,stability
020012.OF,2.31132520126,0.0012647483602,0.548886517835,0.00142344732124,
050116.OF,1.58600523412,,0.339866395195,,49.0
550006.OF,2.21849466087,0.00063666015585,0.375950684656,0.00090743786002,52.0
161603.OF,2.62662662595,0.000723991639879,0.444149027179,0.000837649396284,54.0
460003.OF,0.978606367245,,,,
261001.OF,1.09955290589,0.000519916638964,,,48.0
180015.OF,0.817621981557,,,,48.0
519187.OF,2.39620548472,0.000956301957991,0.642067456822,0.00123905189949,53.0
160123.OF,1.40688393396,,0.28456501567,,
217003.OF,1.8816689604,,0.337067965903,,
450005.OF,1.21098298096,0.00048121008362,,0.00026223938878,47.0
660009.OF,1.45823727266,,0.25702308168,,53.0
530008.OF,0.98096309686,,,,54.0
217018.OF,0.0702284438259,,,,
270009.OF,1.63754965591,,0.313899366183,,48.0
213007.OF,0.713971927285,0.0010438775836,,0.000439359589772,
400013.OF,2.63890604144,0.000564639637435,0.495926713789,0.000653014373806,52.0
630109.OF,1.34929843588,,,,50.0
519030.OF,2.13148090797,0.000556885968743,0.341704959215,0.000521866351462,53.0
090006.OF,-0.769757114364,,,,
160124.OF,1.23758712238,,0.254543346993,,
100035.OF,-0.188800278056,,,,
485107.OF,1.85434704588,0.00070698758446,0.37484680581,,53.0
550004.OF,-0.404210695137,,,,49.0
253030.OF,2.29802109372,0.000876257003318,0.406987598412,0.000631848980356,51.0
560005.OF,0.615368353275,,,0.000316159062104,52.0
163812.OF,2.23435668359,0.000813790913684,0.36291456101,0.00142738454189,53.0
420102.OF,2.0931502655,0.000452241071651,0.324187039002,0.000956911738439,53.0
582001.OF,2.18686141899,0.000557146737162,0.429864397967,0.000713817544008,56.0
163816.OF,-0.0874667218069,,,,
310508.OF,1.25321780819,,,,58.0
050016.OF,1.81458542887,,0.356025323938,,49.0
050111.OF,1.10314182559,0.00043915899676,,,
162205.OF,0.337712302421,0.00108474884674,,0.000511381120997,50.0
050106.OF,0.0290780982193,0.000431935796989,,0.00058208100485,
550005.OF,-0.488646455817,,,,51.0
163806.OF,2.78084584459,0.00064347062854,0.509972459296,0.000685312632915,50.0
240012.OF,1.17144713654,0.00036756382176,,0.000259011485323,47.0
070025.OF,1.54890737111,,0.379320094948,,52.0
166008.OF,-0.0297414113173,,,,52.0
001021.OF,1.18190779963,,0.28064008337,,
519985.OF,1.43107957565,,,0.000481897903352,54.0
001013.OF,2.49913550576,0.000516814315438,0.410902598529,0.000659348218834,53.0
217008.OF,0.982344893578,0.000859386392634,,,47.0
180025.OF,1.19929441534,,,,47.0
240003.OF,1.32550554008,0.000392846287741,,0.000675027620533,
070005.OF,1.6521671569,,0.323353654318,0.000252639901548,53.0
519519.OF,1.07611266112,,,,
040023.OF,-0.185255462308,,,,
165509.OF,3.3027745155,0.000937123100859,0.529880637984,0.00137533941227,57.0
110017.OF,1.0059779943,0.000366953852145,,,
400009.OF,0.847881163977,,,,
206003.OF,2.89538630997,0.000819585987062,0.483223608481,0.00124520122979,47.0
110018.OF,0.917394559355,,,,
070009.OF,1.93010848376,,0.434023213741,,52.0
690202.OF,1.71267700097,0.000979887723639,0.274538409531,0.000968489194513,
420002.OF,1.92476044891,0.000376880606542,0.299388493101,0.000891081841981,56.0
240013.OF,1.05995092953,,,0.000186851634373,47.0
151002.OF,0.975577255955,0.000824366532619,,0.000514808160501,
288102.OF,2.4703496517,0.000503204976365,0.385458554487,0.000502725347216,53.0
253010.OF,-0.950522578153,,,,49.0
395012.OF,0.585934797009,0.000597474334464,,0.000356133278937,
470078.OF,1.87191610735,,0.325348110313,0.000579827921485,53.0
630107.OF,1.61268970708,0.000856011782531,0.257522572225,0.0011896822261,
350001.OF,-0.818313438796,,,,
372010.OF,0.613053154605,,,,52.0
121012.OF,0.639643028541,0.000398271549966,,,54.0
519683.OF,0.217567093344,,,,48.0
395001.OF,1.64271296121,,0.307181566355,0.000203673950253,53.0
630009.OF,1.55075095046,,0.281125563065,0.000271766722032,
573003.OF,-0.378530573085,,,,53.0
531009.OF,0.82601997527,0.000455746411592,,,54.0
040019.OF,2.79965578236,0.000718853476125,0.490587494991,0.000887287119354,53.0
485011.OF,1.99295038951,0.000690518560067,0.326763532099,,49.0
519023.OF,2.65489212718,0.000713057969262,0.478700659173,0.000929214796341,54.0
395011.OF,0.657418141735,0.000635874103345,,0.00040064218631,
020020.OF,1.73245749423,0.00106546137492,0.322772576861,0.000936516222172,51.0
519111.OF,1.53016246007,0.000441055399306,0.274578245195,0.000357053730615,49.0
202107.OF,1.60749852716,0.00124066512291,0.273699784468,0.000832932257054,53.0
360014.OF,1.79694364119,,0.341438641278,,48.0
485114.OF,2.36204866978,0.00135739992324,0.375561035768,0.00171244407313,52.0
485105.OF,1.85037857309,0.000552329779558,0.280366576441,0.000266969421978,53.0
217020.OF,0.545913875297,,,,
206008.OF,2.96408848829,0.000939775094526,0.572918291971,0.000953535333966,56.0
210006.OF,0.936550588453,,,0.000175982788511,55.0
110007.OF,1.05980509034,0.000774674090879,,,53.0
090002.OF,1.65385730453,,0.323650776281,0.000233948615982,49.0
180002.OF,0.646294514182,,,,57.0
410005.OF,0.5899323313,,,,48.0
040009.OF,1.34449261256,,0.281500383508,,50.0
450001.OF,-0.62745829773,,,,48.0
202102.OF,3.00810610235,0.00159797439145,0.607552417976,0.0016444056862,53.0
485111.OF,2.11492976651,0.000806399617552,0.328012008941,,48.0
200009.OF,1.38924349726,0.000453564604379,0.253065109516,0.00027380702846,
050119.OF,-0.0791034827984,,,,
519112.OF,1.44493249782,0.000379231206248,0.261504885658,0.000299135683357,50.0
610003.OF,1.54937075655,0.000540646393403,0.274874033432,0.000849990526845,53.0
660109.OF,1.32315173479,,,,52.0
202105.OF,1.63886242112,0.00131559523648,0.279951926163,0.00091499204502,53.0
450006.OF,1.1275409777,0.000432729629494,,0.000243860549109,52.0
510080.OF,-0.956718395262,,,,54.0
410004.OF,0.664628206007,0.000424580136108,,,
092002.OF,1.49000546123,,0.291943983656,0.000177902555836,51.0
202101.OF,0.491736518428,0.00059898912733,,,51.0
162299.OF,1.93625867664,0.000745560923988,0.356231250968,0.000944576776683,53.0
