,sharpe,jensen,sortino,ppw,stability
270001.OF,-0.0106509245038,,,,
320003.OF,0.084795310924,0.00101702319384,0.0153488499312,0.00110770907,48.0
530001.OF,-0.316456789003,,,,50.0
180010.OF,-0.0487764556007,,,,49.0
530005.OF,-0.0273327766353,,,,47.0
630001.OF,0.0450838169341,0.000736731690786,0.00916013082592,,46.0
320001.OF,-0.149359024592,,,,
240009.OF,0.148957968323,0.00113821716135,0.0260361030306,0.00128443231985,51.0
233001.OF,0.165886706837,0.00130674114682,0.0261877797986,0.0013047164255,
110005.OF,0.189998167834,0.0015071143829,0.0347298100164,0.00138689696925,48.0
002011.OF,0.797792518257,0.00469373987625,0.120911101832,0.00441299587218,52.0
450002.OF,0.690170077754,0.004109193606,0.108856266488,0.00380031060829,53.0
110002.OF,0.00100042207933,,,,51.0
040004.OF,0.205074384929,0.00125473269684,0.0339877570641,0.00107317243502,
610001.OF,-0.141367258228,,,,51.0
020010.OF,-0.484675165619,,,,48.0
161005.OF,0.173050637889,0.00143982791478,0.0302301199531,0.00126982458678,48.0
121005.OF,0.179287143119,0.00153335482506,0.0305462672011,0.00148997133435,47.0
310358.OF,0.193091624209,0.00155493930766,0.0343881880823,0.00158437584587,47.0
519993.OF,0.153826381904,0.00136747877027,0.0243768583792,0.00114573233337,47.0
580002.OF,0.56433504466,0.00332213972278,0.0943619512732,0.00339367108587,47.0
257020.OF,-0.0421492023582,,,,
040001.OF,-0.0763831703006,,,,
360006.OF,0.353964308671,0.00280958735215,0.0559550594242,0.00254645875252,
213001.OF,-0.0126617350625,,,,
070002.OF,0.024134190705,,0.00689153749138,0.000734984696552,
162605.OF,0.193621498001,0.00153291806432,0.0333568741137,0.0016399028392,49.0
240002.OF,-0.0980280428895,,,,
162006.OF,0.300176272153,0.00199746131538,0.0489919105365,0.00178545534552,
161903.OF,0.00696474335806,0.000548230840031,,,
000021.OF,0.620105890473,0.00383968663012,0.0982645275765,0.00365455159664,51.0
519087.OF,-0.476762056653,,,,48.0
260110.OF,-0.881260280017,,,,54.0
160105.OF,0.0706483287305,0.000852121026587,0.0144957352229,0.00125589075884,
240001.OF,0.41412396128,0.00244774098666,0.0692867894278,0.00242797614097,50.0
257030.OF,-0.148975891213,,,,
519692.OF,0.338502113524,0.00230783770458,0.05456488214,0.00223425256767,53.0
160805.OF,-0.0378848564133,,,,51.0
160106.OF,-0.104096641092,,,,
270002.OF,0.0786263874604,0.000959777994548,0.0150680736275,0.00110318874495,
161606.OF,0.139265066761,0.00140502052798,0.0241761918749,0.00124415716125,51.0
375010.OF,0.210727120681,0.00187422569956,0.0315062533645,0.00112738415587,
070011.OF,-0.200176500974,,,,49.0
400003.OF,-0.0137576194722,,,,
360005.OF,0.364750841176,0.00268953723659,0.0560800574021,0.00178731066238,50.0
288002.OF,0.377928097128,0.00240475108948,0.060684612574,0.00234664365097,
162607.OF,-0.184075004633,,,,52.0
540002.OF,-0.0265824431362,,,,49.0
161601.OF,-0.250652846835,,,,
160910.OF,-0.339278006484,,,,49.0
540003.OF,-0.0496787587283,,,,49.0
519690.OF,0.324611815834,0.00205089259157,0.0527831693441,0.00188013387043,
160605.OF,0.103675039566,0.00112681541486,0.0192901776778,0.000835924508125,49.0
519017.OF,-0.121271756481,,,,50.0
180012.OF,-0.0902007293776,,,,
070010.OF,0.00628372875207,,,0.000540672220897,49.0
519181.OF,-0.506078492961,,,,
163804.OF,-0.106408602288,,,,56.0
519001.OF,-0.0556213819374,,,,49.0
400001.OF,0.00296637909004,,,0.000352490116728,
020005.OF,-0.245828925252,,,,50.0
166001.OF,0.10562638853,0.0011593479776,0.0183125965308,0.000974858486581,49.0
530003.OF,-0.275455965835,,,,47.0
050201.OF,0.0870389705456,0.000804111387991,0.0160265506678,0.000718434283842,52.0
200006.OF,0.0760423377573,0.000905730747945,0.0142567873389,0.000841215971348,49.0
310308.OF,0.023395468572,,0.00656809719791,,
290004.OF,-0.328138153282,,,,
260109.OF,-0.0113816590933,,,0.00066889932771,51.0
398021.OF,0.0514570666877,0.000775011215892,0.0094784030275,0.000585702003984,
217001.OF,0.0806477630107,0.000820857035465,0.0153022186126,0.000607819319159,47.0
310328.OF,-0.180388486958,,,,52.0
161605.OF,0.0389454226864,0.000677714489983,0.00838188402784,,50.0
070006.OF,-0.153896491567,,,,
460002.OF,-0.458555438668,,,,49.0
040005.OF,0.0578357744383,0.000737769830282,0.0105810341551,,
519011.OF,-0.208561669822,,,,48.0
519035.OF,-0.0186904600404,,,,51.0
100022.OF,-0.0213120749206,,,,
050001.OF,-0.149869356586,,,,47.0
519003.OF,-0.185281893172,,,,49.0
151001.OF,0.0739010859885,0.000821049671982,0.0138483898305,0.00053722279587,49.0
161609.OF,0.048081557229,0.000793699086411,0.00957957583824,0.000556949082974,50.0
377010.OF,0.483174674358,0.00306434109017,0.0787805621895,0.00292178743779,53.0
070001.OF,-0.17188192661,,,,
162207.OF,-0.265724612691,,,,
240005.OF,0.675700139563,0.00385625600569,0.115011134483,0.00419699501115,50.0
560002.OF,-0.25305729274,,,,
040007.OF,0.0213706060129,0.000664594925755,,,
090004.OF,-0.0765387099516,,,,51.0
050004.OF,0.303866961139,0.00217352681996,0.0479047421707,0.00192649386602,51.0
550002.OF,0.123404882082,0.00116392191495,0.0201313434773,0.000782811646211,54.0
519015.OF,-0.126516068031,,,,47.0
110010.OF,0.335886794508,0.00248681016636,0.0538393958561,0.0022953089435,53.0
398001.OF,-0.109067358691,,,,52.0
260104.OF,-0.0880325798352,,,,47.0
320005.OF,-0.21093048046,,,,52.0
050007.OF,0.318202793504,0.00134229628832,0.0529978855853,0.00130939929995,49.0
420001.OF,-0.03733659456,,,,52.0
180001.OF,-0.0174910014167,,,0.00031820692782,48.0
050008.OF,0.0744258186164,0.000794827310724,0.0144837011456,0.000843460206048,49.0
519005.OF,-0.397295966457,,,,54.0
510081.OF,-0.150193381634,,,,47.0
350002.OF,0.0188249109352,0.000543613138451,0.00541945122425,,51.0
213003.OF,0.0960052027258,0.00106905304859,0.0169700397984,0.00108243327906,
519008.OF,-0.0635755868642,,,,47.0
410003.OF,-0.0672081419892,,,,52.0
160611.OF,-0.0397569599522,,,,52.0
162204.OF,0.166041467816,0.00149255401842,0.0295438026988,0.00197624292677,48.0
000011.OF,0.876917975547,0.00555911780705,0.120076274509,0.00405497588823,
112002.OF,0.0613037141944,0.000853154261864,0.0118739492703,,52.0
213002.OF,-0.0973468297682,,,,53.0
161706.OF,0.0934113671862,0.00104613852543,0.016683607699,0.000580823399945,50.0
160505.OF,0.386291480397,0.00245690775225,0.0575106917099,0.00187715039024,
519688.OF,0.0317163070086,0.000591862128508,0.0076930332401,0.000518390631293,47.0
200007.OF,0.0375677688167,0.000728167097123,0.00840066046905,0.000385144044308,51.0
070003.OF,0.276805883454,0.00189128080406,0.0451258197766,0.00153672448382,53.0
160610.OF,0.105759205919,0.00127083581413,0.0177650023545,0.000626675323432,54.0
290002.OF,-0.199519241506,,,,47.0
121002.OF,0.104820633589,0.000895299949239,0.0189505028934,0.000744443142453,47.0
002001.OF,0.54364197304,0.00225660438457,0.0858984575756,0.00191785768175,
519013.OF,0.0864686291404,0.00100619569812,0.0146764141114,0.000459665395875,50.0
110009.OF,0.137014015261,0.00126392314684,0.0244727807393,0.00108608161121,51.0
163402.OF,0.474710575275,0.00262593709859,0.0791186681425,0.00287432539487,49.0
410001.OF,-0.0943190363875,,,,50.0
100026.OF,0.0965709359111,0.000947883187081,0.0177977499623,0.000733316446774,54.0
373010.OF,0.351254007493,0.002122315585,0.0526963288745,0.00145655627607,56.0
519021.OF,-0.0847809796473,,,,53.0
200001.OF,0.481021995154,0.00220269584683,0.0799626883616,0.00205601936669,50.0
260108.OF,0.0584647711176,0.000764391282112,0.0121994258264,0.000863742587983,53.0
