,sharpe,jensen,sortino,ppw,stability
270001.OF,3.15342370988,0.00214701193721,0.47918569825,0.00257037250645,49.0
320003.OF,3.54944650081,0.00416473134773,0.445737423692,0.00403037172619,47.0
530001.OF,2.54236172769,,,,47.0
180010.OF,2.56714032209,,,,46.0
320001.OF,2.28186637911,,,,
240009.OF,3.43098295885,0.00382793853622,0.523989608749,0.00436315632381,53.0
233001.OF,2.62547159943,,,,51.0
110005.OF,2.58447284205,,0.402719298261,,
002011.OF,3.52278445674,0.00405396243919,0.496558633516,0.00438685493867,47.0
450002.OF,3.55539246295,0.00400163175411,0.505872642322,0.00460097689033,51.0
110002.OF,2.70456506621,,0.399530711887,,
040004.OF,3.13729940382,0.00207126029415,0.49122353026,0.00306046902516,
000011.OF,3.92459842746,0.00779953966652,0.581720595679,0.00849288494248,52.0
161005.OF,2.55083819912,,,,47.0
121005.OF,2.70334910999,,,,
310358.OF,2.94378578784,0.00109474708317,0.438866728191,0.00216140405105,
519993.OF,2.98428081115,0.00171868718223,0.442465879498,0.0025162405287,49.0
580002.OF,2.39499160305,,,,49.0
257020.OF,2.87949977787,0.000984337748928,,0.00173025104027,
040001.OF,3.15253117221,0.00295771745698,0.523894552262,0.00445900173082,
360006.OF,3.07590203664,0.00200993919037,0.452591955044,0.00239956923941,
213001.OF,2.57919556196,,,,
070002.OF,2.94957081637,0.00202450581167,0.472792417609,0.00300634688476,
162605.OF,3.13576553638,0.00214384536969,0.407812371034,0.00165582607024,
240002.OF,3.49630582693,0.0028715677078,0.512451884506,0.0036109229642,
161903.OF,3.21817294696,0.00297126233875,0.428933921187,0.00252576409053,46.0
000021.OF,3.15772991602,0.0021797837913,0.418362011865,0.00181295135701,54.0
519087.OF,2.41048662037,,,,50.0
160105.OF,2.35853675939,,,,
240001.OF,2.85765844674,0.00112569213688,0.41075810717,0.00154816318682,
519692.OF,2.71141668613,,,,47.0
160805.OF,2.41923425929,,,,
162207.OF,2.42652132944,,,,50.0
270002.OF,2.9220426369,0.00198816736012,0.417737981894,0.00242312553301,48.0
161606.OF,2.72978049538,,,,50.0
375010.OF,2.93970507504,0.000957282436125,0.39954213135,,51.0
070011.OF,2.23620669156,,,,
400003.OF,3.30607680074,0.00389716282481,0.475275677986,0.00399885902432,49.0
360005.OF,3.42595116251,0.00360069094939,0.477649160235,0.00382941144467,48.0
288002.OF,3.29432935155,0.00269688587978,0.458916973396,0.00267395440401,51.0
162607.OF,2.45261806687,,,,
540002.OF,3.11695165545,0.00285131000016,0.437228734794,0.00292544937021,50.0
161601.OF,2.84297830852,0.00142292314778,,,
519690.OF,2.47798719829,,,,
160605.OF,3.04646067332,0.00162335227813,0.434112652566,0.00212368243358,53.0
161605.OF,2.77155403439,0.000795595432886,,,51.0
180012.OF,2.38498813228,,,,
070010.OF,2.66529100006,,,0.000947838866843,
519181.OF,2.17121846276,,,,
163804.OF,2.84373379618,0.00112289330403,,,54.0
519001.OF,2.55656020271,,,,47.0
519013.OF,3.01498752642,0.00194272894251,0.422859775221,0.00228110541705,50.0
020005.OF,2.88005126068,0.00147551877406,0.403904009563,0.00183960935023,53.0
530003.OF,2.97716920658,0.00251141950653,0.454061690708,0.00365844997002,49.0
050201.OF,2.77399675089,,,,46.0
200006.OF,2.92153836265,0.00237876372803,0.429859846859,0.00270734142138,
400001.OF,2.22272806369,,,,46.0
310308.OF,3.00777186309,0.00153995177479,0.441585731005,0.00190659805808,47.0
290004.OF,2.27064726198,,,,49.0
260109.OF,2.53795049298,,,,48.0
217001.OF,2.89089367707,,,,49.0
310328.OF,2.37739800653,,,,53.0
070006.OF,3.04064314432,0.00174174866313,0.45537786429,0.00253129472891,46.0
040005.OF,3.27611752275,0.00335480156928,0.501681872794,0.00358497358409,51.0
519011.OF,2.81050775929,,0.428044286556,,46.0
100022.OF,2.62423963361,,,0.00132883699399,
050001.OF,3.08938525132,0.00259487196784,0.428584372562,0.00148673749034,46.0
519003.OF,2.84303549707,,0.431828294116,0.0010387391773,
151001.OF,2.98114375213,0.000804280522822,0.402562271138,,52.0
161609.OF,2.75879062569,,,,50.0
377010.OF,3.2745041795,0.00295833101764,0.477221148644,0.00369464353126,55.0
070001.OF,3.75244036031,0.00380533834926,0.574031494762,0.0046428608696,51.0
160106.OF,2.73547733824,,,,
240005.OF,2.87043618881,0.00115337837491,0.412415681647,0.00196516359282,46.0
560002.OF,2.73755154233,0.00107155600194,,0.00140082848421,55.0
090004.OF,2.63481446298,,,,55.0
050004.OF,3.6414392793,0.0046323291106,0.491146749164,0.00476604027454,46.0
550002.OF,2.77651267279,,,,48.0
398001.OF,2.86462668306,,0.409928763774,0.00105378531846,50.0
260104.OF,2.52778479836,,,,46.0
320005.OF,2.72628037214,,,,51.0
050007.OF,2.86362680947,0.000923496005448,,,
420001.OF,2.38482690051,,,,
180001.OF,2.86640503856,,,,51.0
519005.OF,2.44779741095,,,,51.0
510081.OF,3.0784587211,0.00222507496029,,0.00215155621662,48.0
350002.OF,2.60977902229,,,,49.0
519008.OF,2.89511183616,0.00233575443894,0.429748855111,0.00320665380002,
