,sharpe,jensen,sortino,ppw,stability
000021.OF,-1.31025359887,-2.77529585271e-06,-0.185833229086,0.000349469433321,
206002.OF,-1.74403170261,,,,51.0
519700.OF,-1.30851246699,0.000289250517489,,2.76898866938e-05,52.0
580005.OF,-1.35300934748,,-0.162737767875,,
260110.OF,-1.80833112432,,,,
160105.OF,-1.74302096864,,,,49.0
240001.OF,-1.03330833619,0.000706352218022,-0.13363960247,0.00107147730948,50.0
070019.OF,-1.1252643596,0.000840233565077,-0.157217161425,0.000954826857081,57.0
620004.OF,-0.969506962549,0.000703924372021,-0.126138601916,0.00114946957406,48.0
270025.OF,-1.26227954584,0.000260842824571,-0.167495549597,0.000689473181077,48.0
519692.OF,-0.980766964417,0.00101298553102,-0.143091311384,0.0015306561519,
519095.OF,-0.6699800845,0.00242626463026,-0.0891080523219,0.00286378688957,49.0
160805.OF,-1.5548711617,,,,54.0
360010.OF,-1.61850093015,,,,54.0
519987.OF,-1.36824485057,,-0.176950596015,,
660004.OF,-0.907097725099,0.000773139895018,-0.126383180663,0.00132386703061,
519183.OF,-1.16347092053,-5.22650185029e-05,-0.149103975781,,55.0
161606.OF,-1.75027578624,,,,52.0
610002.OF,-1.29969660319,-7.06058206536e-05,-0.204155063804,,49.0
519039.OF,-1.52592866989,,,,53.0
375010.OF,-1.44160165051,,,0.000201181134271,
070011.OF,-0.909434206255,0.00121821274322,-0.126390946526,0.0016072597138,52.0
400003.OF,-0.87602424524,0.00141671491004,-0.12728165687,0.00152948341603,51.0
519668.OF,-1.21901380423,0.000145498825611,-0.164873479937,0.000399889291251,
020015.OF,-1.4748212363,,-0.203028053871,,53.0
360005.OF,-1.45903350191,,,2.28837379265e-05,51.0
288002.OF,-0.962326889564,0.00141740859834,-0.136653072365,0.00162941970115,55.0
162607.OF,-1.29933059829,0.00053438688599,-0.194573903415,0.000709325572851,50.0
519066.OF,-1.27679701258,-5.54784852992e-05,-0.168316398818,0.000269456541616,54.0
160314.OF,-0.997035402905,0.0014003853005,-0.132508915193,0.00166355199131,53.0
519991.OF,-0.311760359456,0.00236836265614,-0.0351597067762,0.0021798176078,51.0
270008.OF,-0.91815408308,0.000846045311516,-0.132433694341,0.00137035058278,50.0
310388.OF,-1.58648852255,,,,
161601.OF,-1.37371874695,,-0.185459639941,,54.0
160910.OF,-1.37498706162,-2.02161960873e-06,-0.190141954892,0.000340308705629,
540003.OF,-1.60940144932,,,,
519093.OF,-1.22619741468,0.00069605597931,-0.189334848448,0.00074372575677,48.0
519690.OF,-1.07103278824,0.000811333821101,-0.143839422274,0.00120118151874,48.0
160605.OF,-1.10106719371,0.00104270321112,-0.15140893339,0.00122056390928,49.0
519017.OF,-1.80770604606,,,,54.0
590005.OF,-1.63661058628,,,,
180012.OF,-1.53334387118,,-0.202033512952,,
580003.OF,-1.5124277664,,,,
162214.OF,-1.27721130238,,-0.171454032056,,53.0
519181.OF,-1.37833981765,,-0.163448230953,,
163804.OF,-0.64001639362,0.00161919984584,-0.077928883702,0.00171011460353,
163001.OF,-1.59602907498,,,,51.0
540004.OF,-1.88698169337,,,,
050014.OF,-1.1366693764,0.000889094670672,-0.144946483974,0.00104408299286,
373020.OF,-1.74264534804,,,,
519001.OF,-1.96069765396,,,,
530006.OF,-1.21732159626,0.000451013086029,-0.165468253066,0.00067053147633,
400001.OF,-0.922446798856,0.00135350920677,-0.154315820954,0.00153570800105,
020005.OF,-1.36353760467,6.9982088356e-05,-0.184227754106,0.000203861218687,56.0
180020.OF,-1.24474107688,7.26623162644e-05,-0.166863515632,0.000193305568637,52.0
040005.OF,-1.44144875402,3.20870832518e-05,,,50.0
519983.OF,-1.42497986961,,-0.183433279157,,
166001.OF,-1.48495162182,,,,57.0
210002.OF,-1.92029914585,,,,
530003.OF,-1.72930305313,,,,
050201.OF,-1.43919293243,,,0.000141005283553,51.0
217010.OF,-1.98756356741,,,,
200006.OF,-0.84176332748,0.000656023329429,-0.101843777802,0.00113544156578,
320006.OF,-0.995195920367,0.00107237363091,-0.127343442025,0.00139600346385,55.0
090011.OF,-1.6525755008,,,,48.0
200008.OF,-1.41515316754,,,,49.0
040007.OF,-1.88430156919,,,,49.0
310308.OF,-1.23193581208,0.000456293560444,-0.165774648708,0.000563220821698,
002001.OF,-1.13720392487,0.000477813049393,-0.162832111394,0.000685251433466,
110023.OF,-1.07978824426,,-0.145423633114,0.000116325512011,51.0
481006.OF,-0.946587925003,0.00150312172896,-0.132026508243,0.00170413780775,49.0
100029.OF,-1.06909776962,0.000928048235852,-0.145679911683,0.000943522622702,52.0
270021.OF,-0.20655826212,0.00372961348865,-0.0257241079791,0.00432139929682,
450004.OF,-1.34511280636,,-0.197996914733,0.000435548582278,50.0
630006.OF,-2.4294960944,,,,
450007.OF,-1.6489385254,,,,52.0
410006.OF,-1.83832057141,,,,
290004.OF,-1.54332156531,,-0.188474170609,,
660006.OF,-1.5964987877,,,,48.0
519185.OF,-1.67426497938,,,,
040008.OF,-1.35334175407,,-0.198257300079,,
202011.OF,-1.31953700712,0.000163304741946,-0.190296995004,0.00047436849313,
260109.OF,-1.37996551554,,-0.195644168083,,
519694.OF,-1.49952352289,,,,49.0
398021.OF,-2.41437188144,,,,
519087.OF,-1.26082344709,0.000619664017348,-0.199145967395,0.000619849991258,51.0
121006.OF,-1.1912177286,0.000249993616993,-0.145882558385,0.000153830773783,49.0
690001.OF,-1.32654108995,0.000253599361886,-0.182762902978,0.000174291343546,
420003.OF,-1.32434085176,-7.57914492752e-05,-0.191466281518,,
110011.OF,-1.26039237377,0.000165844161978,-0.167859473667,0.000358867907945,
217001.OF,-1.92710999447,,,,
310328.OF,-1.75243473089,,,,48.0
161605.OF,-1.69471622305,,,,50.0
690004.OF,-1.9607137617,,,,53.0
110013.OF,-1.06092283251,0.000949584849461,-0.149601502092,0.00114938027686,54.0
660005.OF,-0.895491426306,0.000836384048341,-0.124906869929,0.00137421350171,
630002.OF,-1.70955453016,,,,
270005.OF,-1.16286289475,0.000675742402249,-0.164285302071,0.00126139645504,51.0
070006.OF,-1.04087876923,0.00109690390416,-0.146799865206,0.00116325736267,55.0
460002.OF,-1.28864965369,1.76878272836e-05,-0.172191034907,0.000501050717183,48.0
050009.OF,-1.80222426791,,,,57.0
590003.OF,-1.58197499823,,,,47.0
320007.OF,-1.0783189147,0.00100403096071,-0.145127904372,0.00155305770884,49.0
270022.OF,-1.45315501007,,,,52.0
519011.OF,-1.61627604881,,,,
519035.OF,-1.26193414887,0.000541160117488,-0.186932139613,0.000690696505069,51.0
519698.OF,-1.34734103435,7.50473107806e-05,,8.01081153012e-05,53.0
310368.OF,-1.43103523052,,-0.201470294646,,
100022.OF,-0.495650264865,0.00323988769181,-0.0729242555563,0.0033832524719,54.0
070010.OF,-1.26161086485,,-0.157584637792,1.8383809289e-05,53.0
519003.OF,-1.62915417006,,,,50.0
320011.OF,-1.30078332927,0.000397005066721,-0.185331521872,0.000664487269078,
660003.OF,-1.57418225546,,,,48.0
151001.OF,-1.01876079368,0.000587926032094,-0.143150882824,0.000803815201547,50.0
360011.OF,-1.08856706519,0.000964497099002,-0.148875536042,0.00107423639688,53.0
257040.OF,-1.65260201621,,,,
530011.OF,-1.19997961727,0.000652690719888,-0.185427296075,0.000875874487736,53.0
519113.OF,-1.28311034556,0.000149897964255,-0.175974424456,8.90894048356e-05,53.0
420005.OF,-1.4079578407,,-0.1938441389,,50.0
166002.OF,-0.638887063229,0.00221893930824,-0.0906082690717,0.00240914146771,51.0
377010.OF,-2.01384525734,,,,52.0
070001.OF,-0.690564283801,0.00163280432548,-0.0993848780416,0.00189951840816,49.0
510081.OF,-1.48454209034,,,,48.0
571002.OF,-1.75840034591,,,,48.0
690003.OF,-1.51407212311,,,,54.0
162207.OF,-1.32869745249,,-0.185924418295,,48.0
240005.OF,-1.03977604988,0.000778656302157,-0.125119715975,0.000667348459524,
360012.OF,-1.19271375338,,-0.157877604568,,
560002.OF,-1.77290449887,,,,
377530.OF,-1.31747330723,0.00019862652945,-0.181172622038,0.000344628084269,49.0
260115.OF,-0.836121634594,0.00113959849838,-0.102058869574,0.00135447512389,
050018.OF,-1.92122742976,,,,
090004.OF,-1.57403304805,,,,50.0
519091.OF,-0.865737108299,0.00145630834024,-0.1204767379,0.00169203186979,55.0
050004.OF,-0.972335533597,0.00165191839145,-0.142965119641,0.00174919629946,48.0
550002.OF,-1.70714407008,,,,48.0
400007.OF,-1.04579422762,0.00111214263017,-0.17337214439,0.00125987901054,47.0
233006.OF,-1.80958020598,,,,
110010.OF,-1.56205564149,,,,
160106.OF,-1.52970771012,,,,55.0
398001.OF,-1.67422358967,,,,
162211.OF,-1.36723058613,,-0.191260112898,,50.0
210004.OF,-1.75795018332,,,,
260104.OF,-1.36921278879,,-0.194772783067,,
320005.OF,-1.23926544555,0.000613297888012,-0.176606699062,0.000980487377282,
050007.OF,-2.3050351727,,,,
420001.OF,-0.769420476729,0.00100836823162,-0.0962581186738,0.00150189847472,52.0
398031.OF,-1.78579401777,,,,51.0
180001.OF,-1.35081945943,2.15820661023e-05,-0.192279876147,0.000337095038708,48.0
050008.OF,-1.289295848,-3.58984330984e-05,-0.168115527108,0.000139863615419,49.0
519005.OF,-1.80576615595,,,,
290008.OF,-1.16805744462,0.000366570261991,-0.143648741915,0.000269324630869,48.0
350002.OF,-1.92811281136,,,,49.0
519097.OF,-1.14303657596,0.00078131026612,-0.166762525873,0.00101556966038,50.0
257050.OF,-1.33537999417,-3.95098045036e-05,-0.195329467296,0.000284826402012,54.0
519008.OF,-1.30912718505,0.000169433685993,-0.176155139613,0.000286005670536,54.0
410003.OF,-1.97991901293,,,,47.0
160611.OF,-1.58337744679,,,,52.0
206007.OF,-1.42098902289,,-0.180895501735,,48.0
470009.OF,-1.11850095915,0.000420057624942,-0.141578443704,0.00078522426517,52.0
162204.OF,-1.47894679204,,,,52.0
000011.OF,-1.18530846653,0.000758982828715,-0.160436491526,0.0011756744387,
200010.OF,-1.93111385917,,,,51.0
519015.OF,-1.45617939156,,-0.202921110891,0.000134377872082,
112002.OF,-1.33469820485,6.38192880808e-05,-0.17661300982,0.000204336806082,
470008.OF,-1.19564620707,0.000652151621852,-0.163672847017,0.00090423982474,55.0
160211.OF,-1.38129931983,,-0.184051792083,,
540002.OF,-1.55757124712,,,,51.0
161611.OF,-1.72398415593,,,,54.0
213002.OF,-1.32474438609,,-0.181589994322,1.31215208275e-05,
161706.OF,-1.45992173754,,,,52.0
160505.OF,-1.12236611531,0.000831271491345,-0.186454404859,0.000981816649735,49.0
519688.OF,-2.32083533383,,,,
580002.OF,-0.912701752056,0.00126773126905,-0.107795470141,0.00155502384236,48.0
200007.OF,-0.914814021031,0.000538300217351,-0.115945444995,0.00110916592595,53.0
070003.OF,-1.48667778772,,,,
210005.OF,-1.86535786794,,,,48.0
233008.OF,-1.89581667479,,,,49.0
257030.OF,-1.39003508679,,-0.189135985651,4.38152526943e-05,55.0
160610.OF,-1.59062753378,,,,
460009.OF,-1.56830001853,,,,51.0
290002.OF,-1.94856047903,,,,54.0
121002.OF,-1.78720392778,,,,50.0
400011.OF,-1.57967764798,,,,56.0
519013.OF,-1.62233470958,,,,51.0
110009.OF,-1.16433360312,0.00099647425382,-0.165187775799,0.00113443410372,
163402.OF,-1.3456388598,0.000198619774665,-0.186145582261,0.000302892329789,49.0
213003.OF,-1.42414424179,,-0.18451222198,6.997256475e-05,54.0
410001.OF,-1.98995988912,,,,50.0
100026.OF,-0.863908550221,0.00197877914682,-0.116387118528,0.00195867858284,52.0
373010.OF,-1.44351681631,,-0.19902958739,,50.0
519021.OF,-1.68584992032,,,,48.0
200001.OF,-1.44562937891,,-0.201136253768,,51.0
260108.OF,-1.66427970558,,,,
630005.OF,-1.03450326372,0.000849187119927,-0.140375855852,0.00117157852234,
163810.OF,-1.85662136444,,,,50.0
550003.OF,-0.926644581432,0.00101549997216,-0.119649360494,0.0010935735481,52.0
