,sharpe,jensen,sortino,ppw,stability
151002.OF,0.340231881673,,,0.00132224481492,49.0
288102.OF,1.03061480201,0.00123365683879,0.233432544964,0.00124540847664,55.0
253010.OF,-0.0624452967332,,,,
485005.OF,1.11950952546,0.00136436297554,0.262531101537,0.00137160674911,49.0
320004.OF,1.04491443663,,0.335843360569,,55.0
350001.OF,-0.422753916121,,,,
100018.OF,1.78523142441,0.00207300970295,0.37111888951,0.00199468392026,48.0
162205.OF,0.837807449558,0.00278903343661,,0.00351741297395,
340001.OF,0.467407855314,0.00185570664439,,0.00254208786335,
519666.OF,1.69116261308,0.00136935875984,0.317351960317,0.00151697145988,49.0
092002.OF,1.61647558967,,0.366045840191,,49.0
090002.OF,1.91459168451,,0.427113184401,,50.0
161603.OF,-0.476062875124,,,,50.0
001001.OF,1.68160697803,0.00130562092958,0.456622774355,0.00117862261533,52.0
110007.OF,-0.235783228797,,,,50.0
217008.OF,0.47225791329,,,,53.0
217003.OF,0.346748889684,,,,54.0
180002.OF,0.651429480835,0.00115630377271,,0.00155794606403,49.0
255010.OF,-0.379818793352,,,,
240003.OF,2.04994057981,0.00235229031367,0.567312451255,0.00237629905514,52.0
450001.OF,0.207005722381,0.00119809194989,,0.00229648085233,
202102.OF,1.18490284774,0.00092666225342,0.283862267296,,53.0
070005.OF,0.830183228833,0.00114892556914,,0.00103414138698,49.0
519519.OF,0.637890899055,,0.258489993153,,51.0
121001.OF,-0.394113168419,,,,
090006.OF,-0.0382855099844,,,0.00180444428537,
510080.OF,1.13287578674,0.00171126024992,0.188236873346,0.00196030931512,53.0
485105.OF,1.1816224767,0.0014349499695,0.276184723047,0.00143910244271,54.0
070009.OF,1.53916462071,,0.395135779039,,
160602.OF,2.89571624621,0.00100174473205,0.766558466255,,
202101.OF,0.396222503174,,,,
