,sharpe,jensen,sortino,ppw,stability
180010.OF,1.03342878079,,,,53.0
530005.OF,2.00949961558,0.00108207414705,0.307817960928,0.00105410175568,54.0
320001.OF,2.18316081524,0.0015045782371,0.362444501997,0.00109357332269,57.0
290006.OF,1.75851449028,0.0024445432269,0.24414661149,0.00344584164271,48.0
580007.OF,1.06144167165,,,,53.0
519704.OF,1.2978677266,0.00184222274226,,0.00114064402094,
470006.OF,0.647044474284,,,,50.0
481010.OF,1.85468283934,0.00238813368516,0.252849151749,0.00239439070412,51.0
180018.OF,1.84866919081,0.00125675059511,0.278327114565,0.00221966569852,50.0
519993.OF,1.51144039633,0.00162178589068,,0.00197654128,54.0
000362.OF,1.82804520086,,0.35698703702,,48.0
050026.OF,0.604165340973,0.000727482663315,,,
580002.OF,0.278815328902,,,,51.0
257020.OF,1.13745032946,,,,49.0
162212.OF,0.891313249267,,,,51.0
398041.OF,2.26920717274,0.00189095713332,0.347983063977,0.00234950563388,52.0
213001.OF,1.89479629508,0.00193704535211,0.280090708687,0.00284510995176,52.0
070032.OF,2.19929149502,0.00293085824004,0.320733740965,0.0040241062592,52.0
710001.OF,0.627793594624,,,0.000900103738162,48.0
163415.OF,2.3054971961,0.00203834594868,0.402239541838,0.00078272150568,52.0
519156.OF,1.09477543164,,0.287568855604,,52.0
162006.OF,0.763945479707,,,,51.0
000021.OF,0.965454478998,,,,55.0
206002.OF,1.74512023074,0.00236044027263,,0.00386093154058,53.0
580005.OF,1.36723900074,0.00133592722676,,0.00382359808035,50.0
519158.OF,1.78474568743,0.0030034532686,0.258175537812,0.00304573848917,50.0
260110.OF,1.27766813904,,,,
160105.OF,1.5787237822,,0.251126086236,,50.0
519712.OF,2.5269905965,0.00244453837293,0.482791643769,0.00411190329063,50.0
519692.OF,0.738270703654,,,,54.0
160805.OF,1.87652380169,0.000700133642599,0.325254806689,0.00109800352,
162207.OF,1.13447189744,,,,50.0
660004.OF,0.855219874619,,,,
519183.OF,0.631742987882,,,,53.0
161606.OF,-0.113319592183,,,,50.0
620008.OF,1.25968170271,,0.354134258156,0.00241751060439,
400003.OF,1.39645326994,0.00203446015309,,0.00311782835963,
519668.OF,1.153581198,0.00119217071916,,0.0038741602147,
570008.OF,1.8012362072,0.00308104539645,0.266904162042,0.00349323217896,
360005.OF,2.01701009452,0.00100442419176,0.345393469342,,54.0
288002.OF,1.79396398876,,0.280771452964,,
270025.OF,2.54231883315,0.00257795213887,0.392137285824,0.00333088821937,55.0
519066.OF,1.35665377282,0.00166672639051,,,52.0
519991.OF,1.29370924743,0.00074423945337,,,
540002.OF,1.51983928806,,0.31326867014,,50.0
161601.OF,1.12402295207,,,,53.0
762001.OF,1.83621711515,0.000905198932137,0.341634220726,0.00293177865326,
519690.OF,1.72020290855,0.00281728961055,0.246444365657,0.00540250567765,50.0
519017.OF,1.58004449233,,0.262026113518,,53.0
590005.OF,2.48707050618,0.004256670613,0.34325167259,0.0021823014939,52.0
180012.OF,1.48979241223,,,,53.0
000172.OF,2.72452612107,0.00267366783511,0.472573702336,0.00275474385862,51.0
519181.OF,0.552759091575,,,,53.0
000511.OF,1.98097292733,0.00154092985614,0.36892027686,,
610006.OF,2.12323684075,0.00242669247421,0.324178400981,0.00172664029724,
373020.OF,1.43182264913,0.000645796307438,,,50.0
519983.OF,2.27394585199,0.00399782490318,0.348958735384,0.00406658246372,
217010.OF,2.71406598617,0.00315385774706,0.472484951095,0.00424040095742,53.0
