,sharpe,jensen,sortino,ppw,stability
000503.OF,3.27153402026,,0.565861166147,,50.0
000319.OF,2.89771889207,,0.492775735557,,48.0
000401.OF,0.773409639731,,,,
660102.OF,1.28285428927,,,,
161902.OF,0.793158789677,,,,51.0
161506.OF,1.1404890404,0.0018000558407,,0.00112974665561,48.0
000225.OF,1.22914366668,,,,
000246.OF,3.42431906437,0.000777174513204,0.524220748031,,54.0
000182.OF,1.5745597042,,,,54.0
100037.OF,1.53804886172,0.00178272829377,,0.00123164992831,54.0
000536.OF,-0.27198703488,,,,51.0
450019.OF,-0.838075005259,,,,48.0
610103.OF,0.979704892114,0.00154434656904,,0.000961248470338,48.0
000578.OF,-1.21259990794,,,,
519685.OF,0.44388472155,0.000947394839284,,,48.0
531020.OF,1.84797798344,0.00312616193166,0.309234061555,0.00286231033042,
519519.OF,0.117055012277,,,,52.0
000466.OF,0.759013054322,0.000917583778287,,0.0009464215426,49.0
519680.OF,2.70848472916,,0.478240349889,,50.0
650001.OF,3.11005498986,0.000870924517736,0.490633838008,0.000879575563648,49.0
160612.OF,1.42368923953,0.00141708079849,,0.00131215891198,49.0
519682.OF,2.57515342468,,0.457918017345,,51.0
255010.OF,1.03346764815,0.00964542071732,,0.00965651131237,52.0
700004.OF,-0.093141889883,,,,51.0
000357.OF,3.46316988489,,0.398889701624,,
519152.OF,3.00869405673,,0.800361786283,,
121001.OF,0.78168484163,0.00425555812494,,0.0043839548843,48.0
000552.OF,3.93551517372,0.000999305683153,0.645496518778,0.00114429802222,54.0
000092.OF,2.32009879378,,0.337469841384,,
530017.OF,2.27658604523,0.00305936126472,0.311024202096,0.00333785248154,55.0
000129.OF,2.77709110637,,0.576092672766,,49.0
470059.OF,-0.115398054793,,,,
000403.OF,3.4536226009,,0.582784791299,0.000734446564673,49.0
000027.OF,1.37193685146,,,0.000761351884016,50.0
320009.OF,0.721007753254,0.00182080755649,,0.00172887269978,51.0
000804.OF,1.39625316453,0.00357793841799,,0.00271612730207,
161221.OF,1.87892368744,0.00102390748866,0.334575497413,0.00121417613996,49.0
000812.OF,1.80836064787,0.00171208205608,0.293810264604,0.000732852725829,56.0
371020.OF,1.40793283411,,,,52.0
000284.OF,-0.0288051499316,,,,
000074.OF,4.08013755701,0.000998916521894,0.671047158951,0.00108790137447,49.0
000244.OF,3.58813454717,0.000749849436703,0.546794047184,0.000674034203203,54.0
000184.OF,1.49469897164,0.00138316508204,,0.00102259687399,51.0
