,sharpe,jensen,sortino,ppw,stability
121009.OF,0.838257243484,,0.132154179661,,
161902.OF,0.229723009147,,,,52.0
166003.OF,2.52112621981,0.00131637087706,0.469033667732,0.00131882096517,49.0
040010.OF,0.154457053734,,,,50.0
001013.OF,0.574934336683,,,,52.0
040012.OF,0.728263296563,0.000883532616531,0.115693678425,0.000952280917091,51.0
610103.OF,-0.306968204471,,,,
519680.OF,0.381013409279,,,,50.0
519666.OF,0.261694911932,,,,46.0
001001.OF,0.226410103993,,,,51.0
160612.OF,2.03921773703,0.00141441864391,0.324145497291,0.00143447923566,54.0
519682.OF,0.331796655474,,,,50.0
040013.OF,0.643056093868,0.000792190205005,,0.000861710719881,52.0
255010.OF,0.324515906957,0.000980921063481,,0.00103097217061,
121001.OF,0.738219974517,0.00178496826681,,0.00188398176229,
519681.OF,0.381013409279,,,,50.0
320004.OF,1.87291618042,0.00112852424439,0.312208706413,0.00112642148534,
160602.OF,2.10607503775,0.00107824177548,0.397765660723,0.00107896641582,
020019.OF,1.87748087949,0.00143029816351,0.305758991022,0.00142984174991,
310378.OF,1.68463046731,0.00109275139414,0.306210214497,0.00109771683492,49.0
070015.OF,1.38080562429,0.00157943814452,0.187828178338,0.00164406241046,51.0
217011.OF,0.934760550082,0.00140963390402,0.141440319815,0.00136678188744,49.0
630003.OF,0.933304700075,0.00127456025668,0.13145235231,0.00127118221917,52.0
485005.OF,0.186721905308,,,,48.0
100018.OF,1.08673298445,0.000878346658251,0.176159376312,0.000904870544031,56.0
070016.OF,1.32797142253,0.00151579733677,0.180340544766,0.0015768106857,51.0
253021.OF,2.01350106676,0.00141200040231,0.355377834369,0.00142227085914,52.0
161010.OF,2.54840578343,0.00145844199634,0.382116895629,0.00147402251508,47.0
519989.OF,0.446610588488,,,,48.0
340001.OF,0.595850559781,0.00147415790945,,0.00158254812502,46.0
091008.OF,0.707550993204,0.000760277557682,0.138507820036,0.00083619730836,50.0
020012.OF,0.69030982861,,0.127516646128,,
550006.OF,0.0698098398823,,,,53.0
161603.OF,-0.423463513612,,,,47.0
460003.OF,0.71372771996,,,,
180015.OF,2.36840940824,0.00256126112155,0.380518900547,0.00268608268087,49.0
217003.OF,0.86444740291,,0.141081279212,,
450005.OF,-0.505381315295,,,,51.0
530008.OF,1.20394296441,0.000892772923767,0.215783092928,0.000891183621323,
270009.OF,-0.080061116512,,,,48.0
213007.OF,2.43185200764,0.00194104127853,0.374728412599,0.00192574805104,51.0
090006.OF,0.492037740162,0.00220791005206,,0.00253680026559,
040009.OF,0.242251753097,,,,50.0
550004.OF,0.706165288015,,0.131493119645,,49.0
560005.OF,-0.361767303187,,,,51.0
420102.OF,-0.0524832227874,,,,46.0
582001.OF,-1.11007617246,,,,50.0
162205.OF,0.707730586021,0.00142138843396,,0.00152833139988,
050106.OF,0.353915411886,,,,49.0
200009.OF,0.735159874864,,0.147689124597,,
163806.OF,3.27947693319,0.00145939031029,0.523923639103,0.00145612568229,
240012.OF,1.18840466169,0.000896206216185,0.180614366289,0.000936019910161,
090002.OF,1.36117093343,,0.234698916034,,46.0
217008.OF,1.21715679701,0.00143327728486,0.172658260133,0.00146122422577,52.0
240003.OF,0.369663262019,,,,50.0
070005.OF,0.477768556646,,,,51.0
519519.OF,0.772657080231,0.000809004488117,0.119583118647,0.000836077553944,
110017.OF,1.27261521673,0.00154920922248,0.182552866699,0.00154609996732,53.0
400009.OF,0.675448039259,0.000831533842635,0.137248994387,0.000838228100734,46.0
110018.OF,1.19155926749,0.0014722253505,0.175010520611,0.00147555788726,52.0
070009.OF,-5.16538990176,,,,
420002.OF,-0.157184651888,,,,
240013.OF,1.08432031718,0.000825268445622,0.166309138512,0.000864809871799,53.0
151002.OF,0.368548716286,,,,49.0
288102.OF,0.921282509269,0.00126704458094,0.132594380231,0.00130521575235,
253010.OF,-0.0812761752917,,,,
350001.OF,0.450510108613,0.00138290379494,,0.00145736838826,
395001.OF,1.43762605064,0.00109321125622,0.217165043784,0.00107166707146,50.0
573003.OF,0.00187170066312,,,,
519023.OF,1.09649829638,0.000935668555198,0.203251857522,0.000945501213472,54.0
020020.OF,1.76273398083,0.00134465531314,0.289551210112,0.00135013272025,
519111.OF,-1.60278427872,,,,
485105.OF,0.279065458698,,,,55.0
110007.OF,1.10094455315,0.0011107037875,0.161136616463,0.00114661492661,46.0
180002.OF,1.9291168702,0.001777167477,0.409326096051,0.00186583219369,53.0
202101.OF,0.714885864598,0.00113064820871,,0.00124550661206,
485107.OF,0.990505183201,,0.186623985586,,52.0
450001.OF,0.856416774333,0.00259391150096,0.119450666029,0.00264703026847,
202102.OF,0.0177091046508,,,,50.0
550005.OF,0.556352508826,,,,49.0
610003.OF,-0.196554353496,,,,
450006.OF,-0.560198929798,,,,56.0
510080.OF,0.404421957796,,,,52.0
410004.OF,1.49122364627,0.00144207851454,0.211780118663,0.00142266739313,53.0
092002.OF,1.18468718852,,0.204100475197,,52.0
410005.OF,1.41020254837,0.00136662919728,0.201088821201,0.00134670586833,53.0
162299.OF,-0.201858557077,,,,
