,sharpe,jensen,sortino,ppw,stability
110035.OF,1.71219875075,0.00127645287412,,0.00114340911107,51.0
100058.OF,3.76418973507,0.000994842622316,0.666669423506,0.00122194460738,52.0
240003.OF,1.68236531623,,0.318310323193,0.00082827017591,52.0
121009.OF,1.28200884827,0.000889498006442,,0.000878084121588,51.0
161902.OF,3.0699110866,0.00104515802296,0.579618404523,0.00145131709827,56.0
166003.OF,3.51634143213,0.00112027018382,0.581764134014,0.0009899358358,
470059.OF,0.651834687059,0.00178106234294,,,
040010.OF,1.37057510777,,,,53.0
070026.OF,1.59917520659,,0.338751444474,,51.0
371120.OF,1.04351754259,,,,53.0
620007.OF,0.900284439458,,,,49.0
100037.OF,0.470751284587,0.00103280852184,,,
217022.OF,2.72305520586,0.00118693047285,0.484831245283,0.000792647942964,53.0
040012.OF,1.94918539175,0.00124788328893,0.394657877246,0.00132910711987,50.0
610103.OF,1.52867686815,,,0.000766760836492,50.0
320008.OF,1.68956549364,,0.313883384445,0.000665554800566,54.0
519685.OF,1.07757834875,0.00179371328935,,0.000845483785363,
290007.OF,2.68907501582,0.00113778585409,0.478305293856,0.000941307006532,49.0
519680.OF,2.13578580725,0.00155340166033,0.351287489935,0.00103116884162,49.0
519666.OF,2.04941266536,,0.365099168102,0.000798429277259,
001001.OF,3.38004948072,0.00100269225032,0.468181382822,0.000967036328966,52.0
161713.OF,2.98058508336,0.00146267843768,0.50080184666,0.00109220889507,54.0
160612.OF,1.80333410369,,0.328077872542,,51.0
660102.OF,2.26549049445,0.00113210825153,0.403224936303,0.0010923849615,53.0
100036.OF,0.505901772271,0.00110099306712,,,
519682.OF,2.03006224823,0.00147210533642,0.335100062986,0.000954287034834,51.0
040013.OF,1.83652209764,0.00116350541547,0.362078027735,0.00125693293897,50.0
255010.OF,0.683791268703,0.00254164016257,,,
121001.OF,0.23398695631,,,,48.0
519681.OF,2.13578580725,0.00155340166033,0.351287489935,0.00103116884162,49.0
320004.OF,1.99103111653,,0.315320730626,,
261002.OF,0.691113402557,,,,49.0
160602.OF,1.79757605541,,0.37807698593,,50.0
320009.OF,1.4023999984,,0.277086310385,,49.0
020019.OF,1.37504242006,0.00101137800702,,0.000793129585958,49.0
371020.OF,1.38587722536,,,,53.0
310378.OF,1.82610366269,0.000986376518627,0.322439023284,0.000708946892384,53.0
050123.OF,0.990795631436,0.00135934455922,,0.000959604900883,
217011.OF,1.67186861548,,0.31264425494,,51.0
630003.OF,1.58648919591,0.00200962550115,,,
541005.OF,1.37477397179,,,0.000792887660801,53.0
485005.OF,2.16426638425,0.00101139543817,0.32371711964,0.000744690894434,56.0
001013.OF,2.85973388972,0.000913184285305,0.493050785166,0.000925927335306,54.0
100018.OF,1.88669838829,0.00119490555426,0.298951776598,0.000966585403213,54.0
070016.OF,0.446984369373,,,,54.0
040026.OF,2.62429609135,,0.502671091784,0.000966753298019,49.0
200113.OF,2.62519973967,0.0014038673731,0.470212001585,0.00124644974893,55.0
180028.OF,1.01356799467,,,,
161010.OF,1.82548280609,0.000920174922458,0.33777667108,0.000685568140674,50.0
519989.OF,1.97203951219,0.00242068150458,0.323695542667,0.00190631077265,51.0
163411.OF,0.815276387709,,,,
340001.OF,0.344924882473,,,,
091008.OF,0.0468276295029,,,,48.0
519976.OF,0.799532274203,0.00192583591042,,0.00130835859584,
164902.OF,2.50575940064,0.00148329730418,0.379588766663,0.00147093372346,51.0
240018.OF,0.900626021528,0.00200568564463,,0.000963086380918,
020012.OF,3.77727433873,,0.638379608215,0.000978735728812,52.0
163816.OF,1.3242475021,0.00282853117166,,0.00168475633318,
550006.OF,3.03048146645,,0.547776984984,0.0011196354278,
161603.OF,3.06612768635,,0.6265116669,0.000999987778048,53.0
460003.OF,0.344039869032,,,,
261001.OF,0.992073622676,,,,
180015.OF,1.19823631556,,,,
519187.OF,1.83996850465,,0.341184626498,,
160123.OF,0.198669259681,,,,50.0
080010.OF,-0.956457806482,,,,49.0
217003.OF,1.32411477581,,,,
450005.OF,1.98342757738,0.00111765706568,0.30761011701,0.000826654111714,
660009.OF,2.21589170363,0.000984899324603,0.39360842141,0.0008363147039,51.0
050019.OF,0.707813472476,0.00196297564096,,,
217018.OF,0.674134548433,0.00143385194883,,,
270009.OF,0.669359645264,,,,
213007.OF,0.93490643884,0.00115619926676,,,51.0
400013.OF,2.19841820208,,0.377230319812,0.000667313332908,50.0
630109.OF,1.22108642691,,,,53.0
519030.OF,1.78773241616,0.00127235628248,0.368005236699,0.00125950320546,
253021.OF,2.97385141424,0.000873419893661,0.520287123508,0.000870563471252,54.0
090006.OF,-0.166582700668,,,,
160124.OF,-0.0366866132553,,,,53.0
100035.OF,0.505901772271,0.00110099306712,,,
485107.OF,2.08273619144,0.0012023519642,0.422635086368,0.000977594620135,50.0
530008.OF,2.01286138971,0.00115901511026,0.314274679328,,56.0
519977.OF,0.83443469346,0.00200468698083,,0.00139498883265,
310518.OF,0.744637331302,0.00208358013779,,,
550004.OF,1.19859683139,,,0.000696397073751,52.0
253030.OF,3.2314395086,0.000886536653056,0.53789534808,0.000881471743806,
560005.OF,-0.707643714071,,,,51.0
163812.OF,2.23037996975,0.00154601494841,0.324291386865,0.00182469253681,51.0
420102.OF,2.39589476891,,0.354278392498,0.000850885331439,54.0
582001.OF,2.47076774966,,0.534781259078,0.00107531016443,52.0
050116.OF,0.216393878575,,,,
310508.OF,1.11050373727,,,,
050016.OF,0.250618695386,,,,50.0
050111.OF,1.42952425709,0.00233232262606,,,
090017.OF,0.883183646653,0.00102186696361,,,
162205.OF,1.98690845213,0.0037935520259,0.336888546111,0.00299911050204,50.0
270029.OF,1.14539628795,,,,55.0
070015.OF,0.505005752307,,,,
050106.OF,0.938354801757,0.00226959979428,,0.00184322820796,
550005.OF,1.04602256867,,,,52.0
261102.OF,0.600428633181,,,,
270030.OF,0.889612879008,,,,55.0
163806.OF,2.57668730516,,0.481590410892,,54.0
240012.OF,1.33856561838,,,,50.0
070025.OF,1.92736946893,,0.399191124527,,53.0
166008.OF,1.57933416116,,0.322370284612,,50.0
001021.OF,-0.0154698718448,,,,54.0
610003.OF,1.67329055561,0.000953217299129,,0.000938207951697,51.0
519985.OF,2.38245292565,,0.512923734095,,
217008.OF,0.782991312939,,,,50.0
161614.OF,2.68096902217,,0.479448439856,0.000727329616104,54.0
180025.OF,1.38081605519,,0.312412524541,,53.0
090002.OF,1.59757806791,,0.397144059056,,55.0
070005.OF,2.17644095346,,0.382503183409,,49.0
519519.OF,0.463115106674,,,,
040023.OF,0.920571572534,0.00250761329301,,0.00128801139615,
160217.OF,3.51488825047,,0.607286389843,0.000848713923245,
165509.OF,4.05562296057,0.0011018920667,0.631809325269,0.00134925784504,50.0
530017.OF,1.64327903461,0.00132072966825,,0.000714274804226,
110017.OF,1.91027224332,0.00139941016646,0.30284266587,0.00130134049989,55.0
400009.OF,1.03525719723,,,,53.0
206003.OF,3.32753890095,0.000906003535259,0.577058469072,0.00110104036091,52.0
110018.OF,1.85460835048,0.00132284043549,0.302461014948,0.00122694106335,56.0
070009.OF,0.864738899263,,,,
690202.OF,1.4187426374,0.00208978065791,,0.00185470125762,50.0
420002.OF,2.10105977484,,0.327669098095,0.00077607304874,52.0
240013.OF,1.2165975882,,,,
151002.OF,1.01850117366,,,,
288102.OF,2.9674328006,,0.449106938412,,
253010.OF,0.0592243605087,,,,
395012.OF,0.913310347343,,,,
470078.OF,1.6921446875,,0.334050791033,0.000717686679031,52.0
630107.OF,2.33225726015,0.00191143809695,0.375902757142,0.00165684176476,52.0
350001.OF,0.221446522343,0.00101819731811,,,
372010.OF,1.16496128704,0.0010585973676,,,54.0
121012.OF,0.539085768143,,,,52.0
050023.OF,1.0606285666,0.00140916636234,,0.000916529239874,
395001.OF,2.52733894556,,0.515867435464,,56.0
630009.OF,1.38515077924,,,,
573003.OF,-0.0163977401815,,,,53.0
531009.OF,1.2673760067,0.000850711781309,,,53.0
040019.OF,2.40386908231,,0.46777311655,0.000766041504544,56.0
485011.OF,2.21615474333,0.00105961140331,0.410259602207,0.000733558724742,51.0
519023.OF,2.62579886356,0.000850473657052,0.523562805287,0.0010776696057,51.0
519683.OF,1.12593087503,0.00188668276062,,0.000939422040459,
395011.OF,1.05116250857,0.000908688831763,,,
020020.OF,1.26993698179,0.000926146993031,,0.00071552981741,52.0
519111.OF,1.9738605457,0.00225896541383,0.392403659056,0.00185741182359,49.0
161693.OF,2.81840473846,,0.562986635259,0.00085280748043,55.0
202107.OF,1.88587154293,0.00153212896102,0.305866630517,0.00142933486811,52.0
080009.OF,-0.922481111929,,,,57.0
360014.OF,1.60680084741,,0.303657605607,,50.0
485114.OF,2.43242646299,0.00197446927858,0.417573321683,0.00196775692731,52.0
485105.OF,2.30269232765,0.00108788340218,0.343227888089,0.000840838264112,56.0
217020.OF,0.779226297265,0.00114322268776,,,56.0
206008.OF,2.93452802317,0.000883143323203,0.598747711458,0.000780872496701,55.0
210006.OF,1.60030026794,,0.329817543562,,55.0
110007.OF,1.96830982736,0.00176245511597,0.304484921618,0.00112958202937,54.0
180002.OF,-0.731557852961,,,,54.0
410005.OF,1.49019235979,0.00210242136389,,0.00137801809199,53.0
040009.OF,1.52498404636,,0.273238525712,,53.0
180030.OF,0.615817899699,0.00128905570804,,,55.0
450001.OF,-0.0910180807305,,,,50.0
202102.OF,2.39668882445,0.00108166148092,0.487952831402,0.00110205006154,53.0
485111.OF,2.32076612405,0.00112211028934,0.414723535109,0.00080038897,52.0
200009.OF,2.16347454581,,0.412580910133,0.000823267766435,51.0
050119.OF,0.679889937871,0.00189640035932,,,
519112.OF,1.9073116763,0.00218465889592,0.363299451284,0.00176858399303,
163004.OF,6.27287037469,,1.01005169601,,
660109.OF,2.09822164754,0.000924717756847,0.373926229578,0.000778041464281,58.0
202105.OF,1.88976806623,0.00157859356788,0.303625071518,0.001499303072,50.0
450006.OF,1.91217438734,0.00107576319081,0.302771160074,0.00080517426979,
510080.OF,-0.00644262471574,,,,57.0
410004.OF,1.5429861746,0.00218015456825,,0.00144479867743,53.0
092002.OF,1.46442291259,,0.367012322606,,54.0
202101.OF,0.845622953517,0.00107482657561,,,49.0
162299.OF,1.71862617659,,0.278443946535,0.000795909407429,50.0
