,sharpe,jensen,sortino,ppw,stability
000879.OF,0.518178600468,,,,51.0
000995.OF,0.329522331694,,,,50.0
180010.OF,0.762719716168,,,,51.0
530005.OF,0.788046099023,,,,49.0
320001.OF,0.560949484123,,,,
290006.OF,0.788938868804,0.00452468601204,,0.00300219897228,
580007.OF,0.953966434057,0.00483939025711,0.120932109962,0.00383534320607,55.0
000417.OF,3.79924361524,,0.575208527239,,
519704.OF,1.4524419855,0.00954686580835,0.169023626304,0.0080684656642,53.0
470006.OF,0.844034820311,0.00445405515158,,0.00277538021379,53.0
481010.OF,1.10153817739,0.00753312319796,0.126621607156,0.00559508501861,50.0
180018.OF,0.359135742003,,,,
360011.OF,0.989710257996,,0.110589391978,0.0026620941578,50.0
000654.OF,0.851515673903,0.00574629701586,,0.00368563445617,
519993.OF,1.39859168234,0.00930889821331,0.159790322054,0.00727866130517,
000362.OF,1.48792049204,0.00500270848223,0.215244232864,0.00514284403209,
050026.OF,0.790649562076,0.00395866208624,,,49.0
000877.OF,0.87503602358,,0.113817415613,0.00305279589027,51.0
580002.OF,0.757507635193,0.00397848835922,,,52.0
257020.OF,1.33229377607,0.00746658555736,0.166358948661,0.00639353579456,
000601.OF,0.780824400906,0.00469976029521,,0.00273453131905,49.0
162212.OF,0.557938390828,,,,
398041.OF,0.693030113649,,,,
213001.OF,0.840922915526,0.00423562019025,,,55.0
000556.OF,3.77362890535,,0.709420021755,,
710001.OF,1.03715717972,0.00895326327535,0.126475342262,0.00692834480653,51.0
163415.OF,1.29200535399,0.00644254821064,0.150812465607,0.0052472155921,
519156.OF,4.48181349967,0.0172472054213,0.910121321723,0.0183960802459,51.0
162006.OF,0.757943388338,,,,
000021.OF,0.865272822543,0.0042009855806,,0.00263419867786,53.0
206002.OF,0.926821496622,,0.11516906362,0.00278212322354,
580005.OF,0.577807959274,,,,
519158.OF,1.38977077008,0.00843056913609,0.169711916217,0.00745011942005,
260110.OF,0.483483215168,,,,
160105.OF,1.03334522457,0.00486657281139,0.128839512153,0.00419246452543,
519712.OF,0.964877989253,0.00454084144689,0.108706604905,0.00361900951733,
519692.OF,1.02643258909,0.00592934182235,0.124767496039,0.00448134268914,53.0
160805.OF,0.47685054907,,,,
160106.OF,0.795855660486,0.0040502205771,,0.00306002440409,
000743.OF,2.81461275202,,0.598118730654,,
519183.OF,2.99054066249,0.00399613995869,0.949941749416,0.00422328592613,
161606.OF,1.05684129813,0.00568642863677,0.128587536686,0.00466266971793,
000767.OF,0.0392425647731,,,,50.0
620008.OF,0.243983965967,,,,54.0
400003.OF,0.993382297955,0.00602757663087,0.114489635579,0.00406171581403,50.0
519668.OF,1.04901804056,0.00641146364837,0.118025279257,0.00479407978637,51.0
570008.OF,0.966800141608,0.00631389798198,0.123534503999,0.00468824829984,
360005.OF,1.10397466106,0.00502707420455,0.128905606826,0.00395305602241,51.0
288002.OF,1.01699592843,0.0042641763352,0.126351686116,0.00342187231628,50.0
270025.OF,1.19903444766,0.00723592203875,0.14845821995,0.00611538042221,51.0
519066.OF,1.15910794091,0.00704314927539,0.146206861236,0.00564178377774,50.0
519991.OF,0.69358922307,,,,
540002.OF,0.776231149461,,,,54.0
161601.OF,0.936981990731,0.00379538539579,0.124030102986,0.00344355683294,
762001.OF,2.77717033803,0.00871045058916,0.694650800285,0.00974895973228,
519690.OF,0.826829611542,0.00396397421813,,,49.0
519017.OF,1.28583870704,0.00768808554758,0.1501178402,0.00602263083692,
590005.OF,1.10457065343,0.00746002645386,0.117890289805,0.00509165382492,
180012.OF,0.907334309868,,0.108486320176,0.002772583558,
519736.OF,1.12666108909,0.00642842806283,0.135007980264,0.00490268591356,51.0
000172.OF,0.867084849804,,0.105402852999,0.00294929728842,
519181.OF,1.47216478347,0.00744715966601,0.200089906389,0.00719822064961,52.0
000511.OF,2.25597805446,,0.405250228603,,
610006.OF,1.046303663,0.00703310327839,0.127866428872,0.00507320770187,52.0
373020.OF,1.25323997436,0.00588104270638,0.162815643523,0.00476538427006,
000530.OF,2.3257932557,,0.31055841052,,
519983.OF,1.52786336619,0.0107527701686,0.177629946645,0.0100510286179,53.0
217010.OF,0.951805491567,,0.125214439058,0.0036230666583,
310308.OF,0.828297165991,,,,
270021.OF,0.58190014456,,,,
360010.OF,1.38156657993,0.00628541550065,0.172187430699,0.0058226279017,49.0
630006.OF,1.04555165299,0.0058778856839,0.123757279522,0.00430963176347,52.0
360007.OF,1.2073047362,0.00506625335739,0.136968172397,0.0043038446244,52.0
660006.OF,0.221467605411,,,,49.0
519185.OF,1.42648783431,0.00874123861385,0.168805313626,0.00703428057013,54.0
000167.OF,0.818673793441,0.00469443659845,0.104809275501,0.00278169499886,
398021.OF,0.493918232931,,,,
110011.OF,0.983304939478,,0.128072117278,,
260117.OF,0.64004279224,,,,
160918.OF,1.60511618565,0.0126778045408,0.220560764853,0.0113071494054,50.0
110013.OF,1.2470409209,0.0088066318257,0.150230883338,0.00696025143243,52.0
630002.OF,1.21186745537,0.00791229014754,0.143152659488,0.00663446546117,53.0
000763.OF,2.37473211104,,0.380602884291,,49.0
000800.OF,0.725941234064,0.00449503900693,,,
690009.OF,1.40084536131,0.00832311509172,0.172336012148,0.00697771047645,54.0
590003.OF,1.13741412399,0.00695433213621,0.140630405738,0.00549053232652,53.0
000242.OF,1.07743600133,0.00439480645082,0.127272258559,0.00341173685507,
070010.OF,0.88300592152,0.0062165020434,0.105859919079,0.00416791528491,51.0
000566.OF,1.23673272873,0.00697597041577,0.161088758379,0.00562155360763,50.0
000452.OF,1.69781357347,0.00722343626915,0.211257983185,0.00691209425516,52.0
000935.OF,0.269055842329,,,,
000755.OF,1.73792073978,,0.555405386069,0.0028669676119,
000404.OF,1.71073764128,0.0133566853349,0.208407918444,0.0117214704233,57.0
260115.OF,1.03693501929,0.00609545431926,0.120245408052,0.00433600420184,52.0
519091.OF,1.08548996021,0.00560080715153,0.124453027802,0.00465570072259,56.0
050004.OF,0.929789464672,0.00379999772577,0.111836118469,0.00304257615844,50.0
400007.OF,0.888042836054,0.0059086774167,0.106701663074,0.00424521405199,53.0
160624.OF,0.960812105567,0.00547736628836,0.110638254321,0.00355174780193,54.0
320005.OF,0.563147974989,,,,49.0
217021.OF,1.03709871821,0.00460938181414,0.118354415025,0.00353780780973,51.0
070032.OF,1.63481051945,0.00833820037992,0.207433316992,0.00739229275941,51.0
160512.OF,1.1206698955,0.00811373255144,0.137812585442,0.00681254153471,52.0
519005.OF,0.687823865858,,,,49.0
000065.OF,2.32498705368,,0.585142948671,,
519097.OF,1.48891427792,0.00862625742027,0.196026992433,0.00779510181313,54.0
519008.OF,1.02489329751,0.00626157685212,0.125606327261,0.00464298014932,50.0
400022.OF,2.09724431968,,0.433949460698,,
410003.OF,0.87323991385,0.00534749773178,0.106291330269,0.00361846806673,
370024.OF,1.08196336404,0.00771683219559,0.133825510152,0.00615878513662,51.0
200010.OF,1.12989470221,0.00810326127447,0.12943531418,0.00645352290043,52.0
000534.OF,0.778711649369,,,,52.0
112002.OF,0.715721746614,,,,49.0
571002.OF,1.2135117488,0.00722320480568,0.149147543148,0.0059592166835,53.0
519979.OF,1.19207590648,0.00888843736281,0.146099274192,0.00670363655805,
161706.OF,0.802360482475,0.00432684816428,,0.00292261911629,
630010.OF,1.26844871348,0.00780867272972,0.155310925803,0.00663060551642,53.0
200007.OF,1.02651869682,0.00400995544008,0.120350619862,0.00288488696565,54.0
290008.OF,0.80292441731,0.00471094773239,,0.00300883708022,
270028.OF,1.11396887557,0.0076817324492,0.128369187782,0.00564528416097,50.0
121002.OF,1.04185230217,,0.118151198204,0.00290454841818,52.0
660003.OF,0.96541873993,0.00483148828768,0.113812881525,0.00328804136185,55.0
110009.OF,1.07161595524,0.00671042474601,0.129013122914,0.00529540904745,52.0
163402.OF,1.26003260232,0.0045705345309,0.166474188229,0.00398538472088,51.0
001007.OF,2.5117330292,,0.454011938822,,
373010.OF,0.959288515563,0.00525900040465,0.121588039012,0.00385894088693,51.0
519021.OF,1.09443287198,0.00636378890921,0.13308039505,0.004602927534,51.0
519665.OF,1.00579277189,0.00724407436763,0.125257731038,0.00525670663228,52.0
210009.OF,1.01883856522,0.00811876344768,0.117354673647,0.00586937344061,49.0
000822.OF,0.789103543547,,0.105240539289,,49.0
163810.OF,0.73565707779,,,,50.0
360016.OF,0.881882623336,0.00414630947293,0.107258487303,0.00275463978799,52.0
161818.OF,0.414121734018,,,,
000850.OF,1.66887617592,0.0065980136724,0.231998846028,0.00678147253627,
000609.OF,0.833845975433,0.00409303189783,,0.00360314358648,
320003.OF,0.793122999806,,,,56.0
000849.OF,1.61331664246,0.00634018586738,0.220883473998,0.00655253428952,
000124.OF,1.44323128477,0.0107600014002,0.187246855915,0.00880465765674,50.0
000520.OF,0.794627499664,0.0045486102113,0.118613849438,0.00381535551121,51.0
210003.OF,1.2515892837,0.00759138984122,0.141138813617,0.0063612878893,
240009.OF,1.15758608768,0.00754814237279,0.150198563516,0.00603391677409,52.0
000727.OF,0.864527395335,0.0048150642656,,0.00328729912393,49.0
350009.OF,-0.611490029251,,,,
100039.OF,0.893509088584,0.00454529398792,,0.00271930710555,54.0
000823.OF,0.464992140409,,,,
110005.OF,0.716684157473,,,,
000496.OF,1.13563610535,,0.171955092094,,
080007.OF,0.371376277685,,,,
000120.OF,0.765941693993,0.0037950086492,,,
410007.OF,0.970452297317,0.00637299707227,0.122628377326,0.00476169614355,
020010.OF,0.858424281001,,0.104577017469,,
161005.OF,1.1186019735,0.00630578488446,0.138755115194,0.00515872748957,
450010.OF,0.8071477037,0.00378237259615,,,
580008.OF,0.978626751563,0.006703944123,0.118054865015,0.00489919157757,53.0
080005.OF,1.00375222868,0.00708189930465,0.123816677772,0.00523733460933,
002031.OF,0.812838969735,,,,
166019.OF,1.18269542264,0.0061867467859,0.140099112865,0.00493460197599,
470028.OF,0.843417974949,0.00614483350023,,0.00388238395193,51.0
000273.OF,2.39363652001,0.00825041670578,0.659049385116,0.0095577140191,
000314.OF,2.17952352638,,0.610369554981,,
620006.OF,0.172266164475,,,,50.0
519095.OF,0.887519622778,0.00466950423405,0.107971037595,0.00352114275329,
000652.OF,0.959376086128,0.00607299575808,0.107797016786,0.00407611917166,
070002.OF,1.17601655061,0.00583084649159,0.155076405007,0.00446369674544,
162605.OF,0.743804966739,,,,49.0
750001.OF,0.681823474317,,,,51.0
519110.OF,0.708011045234,0.0038273238566,,0.00279697125831,
519727.OF,0.896892546974,0.00453983654531,0.109920772928,0.00329478663625,
000967.OF,0.294456506663,,,,49.0
519738.OF,2.69808452325,,0.564523636845,,
000824.OF,1.60799658879,0.00828201421166,0.185930490122,0.00766471349017,55.0
000178.OF,1.8702851975,,0.93564963467,,
519087.OF,0.376802415341,,,,
360006.OF,0.739713497414,,,,53.0
000136.OF,1.64416320104,0.0111569153885,0.19702710532,0.0096524537387,51.0
240001.OF,1.02224203625,0.00529303659518,0.132155958504,0.00426494363839,56.0
070019.OF,0.724225227221,,,,55.0
400011.OF,1.33160015182,0.00683502606267,0.167758688168,0.00642345404526,53.0
470008.OF,1.02009122132,0.00820478016717,0.121606957979,0.00615153807077,49.0
000739.OF,2.04520746147,0.0100413429427,0.341913731583,0.0107965533085,
519987.OF,0.809038734264,0.00393729727903,,,
270002.OF,1.34424442445,0.00495598166166,0.176555410861,0.00448698143219,53.0
160916.OF,1.10008685511,0.0051976485548,0.131531139273,0.00392348908173,50.0
110029.OF,1.06533778302,0.00710415294471,0.12907887398,0.00569122041363,
162607.OF,0.495321801204,,,,
160314.OF,1.04031835356,0.00536794092289,0.123318362418,0.0041496275356,
519657.OF,0.735644617791,0.00373039051786,,,
270008.OF,1.15373584627,0.00714671638092,0.142407329857,0.00543858914237,
310388.OF,0.671534840838,,,,
000573.OF,2.74989726793,,0.578614097165,,
519093.OF,0.81734806207,,,0.00263509241044,51.0
580003.OF,0.644523082971,,,,
400025.OF,0.759454154695,0.00400545401163,,,54.0
162214.OF,0.360916678322,,,,
166002.OF,1.3154941882,0.00630242952177,0.169995481614,0.00550451991065,55.0
540004.OF,0.931893910972,0.00511495870341,0.105500026227,0.00387320690716,52.0
519001.OF,0.907243584729,0.00455366240614,0.104826247883,0.0028436737676,
160212.OF,1.56406648505,0.0115240053885,0.203508268167,0.0103123223862,53.0
180020.OF,0.927967490408,0.00475778846529,0.104772440843,0.00304132042619,52.0
000527.OF,1.40000204559,0.00851369179232,0.171437070875,0.00735833435361,51.0
290005.OF,0.85872660385,0.00456653757179,0.105243851377,0.00302263634847,51.0
290004.OF,0.986785011836,0.00541021738194,0.123166570008,0.00427781331894,49.0
166006.OF,0.788133185627,0.00403343119791,,,
260109.OF,0.624413816373,,,,49.0
519694.OF,1.02263406433,0.00559995567222,0.131584787766,0.00440980001144,55.0
580006.OF,0.918873247483,0.00437697516075,0.116135811266,0.00338364565486,53.0
000589.OF,1.06229884095,0.00501652893126,0.118504412736,0.00390686140406,52.0
690001.OF,1.378675212,0.00836161332788,0.170262387941,0.00721541952077,50.0
040020.OF,0.780597681823,0.00516899639323,,0.00343983222525,51.0
420003.OF,0.757318379749,,,,52.0
040005.OF,1.13824243293,0.00579235258457,0.145272371548,0.00498118031451,54.0
000946.OF,0.794435634458,,0.110720731848,,54.0
000796.OF,1.13946464576,0.00747984598675,0.140380768229,0.00610161911679,53.0
000408.OF,1.61667505806,0.0114805439607,0.197120091594,0.0101562285884,52.0
040025.OF,1.22906780772,0.00785974829901,0.145485489205,0.00654207278173,54.0
688888.OF,1.52407970583,0.00721488954578,0.190346640688,0.00703824452282,51.0
730001.OF,1.14156584543,0.00721712986515,0.143096735517,0.00535552882132,50.0
070006.OF,0.89247598402,0.00485717400957,0.10573984746,0.00308878511169,52.0
460002.OF,0.673945477444,,,,
519697.OF,1.6037908471,0.00860880986032,0.192453605469,0.00789699910691,53.0
310328.OF,0.780763873394,,,,55.0
320007.OF,0.899722457529,0.00635808816937,0.114190727021,0.00484261020706,50.0
070022.OF,1.20105176684,0.00913174505104,0.154539305382,0.00686603733466,49.0
000794.OF,1.29376365806,0.00869615002234,0.155332344936,0.00743582407376,53.0
519035.OF,1.03417084736,0.00619934495884,0.126067777231,0.00487587744786,54.0
519698.OF,1.03869060827,0.00785752939858,0.129318813652,0.0057097052678,49.0
090018.OF,0.722816669759,,,,51.0
519003.OF,0.968106294269,0.00492256292497,0.119259665375,0.00353149928129,52.0
320011.OF,1.29470247315,0.0050859979779,0.154971381938,0.00467973886321,
002001.OF,0.909630279547,,0.109190826001,,49.0
151001.OF,1.08850080901,0.00603851217447,0.131261414628,0.0042752163577,55.0
000747.OF,0.734491953328,,0.105149151497,,
000031.OF,1.00171613194,,0.141354751309,0.00356142358142,
420005.OF,1.25060576131,0.00768868075777,0.15148676305,0.00688779043521,
161609.OF,0.694477320913,,,,50.0
