,sharpe,jensen,sortino,ppw,stability
160613.OF,0.162225813132,,,,47.0
340007.OF,0.10573608798,,,,50.0
040001.OF,0.764565330431,0.00165460043699,0.103007525014,0.00120500452392,
213006.OF,0.407765083253,,,,
166005.OF,1.05395530799,0.00308313378408,0.14646330446,0.00232456605831,51.0
270001.OF,0.49407418307,,,,49.0
320003.OF,0.462724091912,,,,48.0
530001.OF,0.720361130743,0.00150555260536,0.100367579802,0.000934577681756,52.0
180010.OF,0.447848233441,0.000883690058911,,0.000480474501205,
530005.OF,0.665115884198,0.00121337034854,0.09353138914,0.00128055445507,
630001.OF,0.918703014424,0.00247951655881,0.12710858032,0.00173196958886,
320001.OF,0.227047310712,,,,52.0
050001.OF,0.363742618057,,,,53.0
210003.OF,0.95115904207,0.00302392930656,0.132059494028,0.00234182704164,
270002.OF,0.566183948726,0.00100627632487,0.078647466627,0.000671117179215,
240009.OF,0.139799102346,,,,50.0
233001.OF,-0.0229333351048,,,,
290006.OF,0.917083357161,0.00297190244396,0.12376777905,0.00227749765662,
110005.OF,0.345515310242,,,,
002011.OF,0.42080465648,,,,51.0
450002.OF,0.876762477412,0.00185859445685,0.110866688909,0.00147367922597,48.0
163805.OF,0.821331263358,0.00160812372825,0.115101469195,0.00135582295698,52.0
110002.OF,0.268567008202,,,,
040004.OF,1.17646237729,0.00264101016185,0.164393925515,0.00220357480146,56.0
410007.OF,0.186392901087,,,,
121008.OF,0.314525782059,,,,53.0
200011.OF,0.761754559097,0.00219088073219,0.102984724085,0.0013514551834,48.0
350007.OF,0.377195237417,,,,
610001.OF,1.08876512816,0.00272792802822,0.139672607145,0.00232747253159,54.0
020010.OF,0.475339536495,,,0.000315580537708,49.0
481010.OF,0.369992859448,,,,
161005.OF,1.10373019151,0.00287578744421,0.152931774244,0.00249467928056,51.0
180018.OF,0.382799526549,,,,46.0
121005.OF,0.382949815482,,,,
080005.OF,0.824436118045,0.00170125281734,0.107350282819,0.00124926721884,54.0
310358.OF,0.13225167886,,,,46.0
519993.OF,0.0822344136431,,,,
040011.OF,0.189563805199,,,,47.0
