,sharpe,jensen,sortino,ppw,stability
151002.OF,1.18395194167,0.00126661404104,0.204041248981,0.00160180993737,48.0
310378.OF,-1.33825837426,,,,
288102.OF,0.805084944049,0.00135724092819,0.138199890127,0.00151791999022,48.0
550004.OF,-0.167342345526,,,,47.0
070015.OF,0.926897087395,0.00133589164621,0.144237989551,0.00178302321871,54.0
217011.OF,0.648199452147,0.00117293115842,0.109525705055,0.00141490221974,
560005.OF,-0.524848069105,,,,
121009.OF,0.251527285041,,,,48.0
485005.OF,0.0993627894943,,,,
161902.OF,1.04972084563,0.00145469332612,0.15722590718,0.00159566271004,
450001.OF,1.93786782575,0.0056812723884,0.271369982594,0.00698394776672,48.0
350001.OF,1.07950518482,0.00229064960041,0.162996276566,0.00252940823328,
040010.OF,-0.0639266290936,,,,
100018.OF,1.48578503094,0.00146664446734,0.253033114505,0.00160484517242,48.0
001013.OF,0.999617852244,0.00133788567645,0.165226613122,0.00158296794241,51.0
070016.OF,0.895446035207,0.00128046707729,0.13900700663,0.00170093893312,53.0
420102.OF,-0.86853997978,,,,46.0
582001.OF,-0.322327530341,,,,
395001.OF,1.01770677587,0.00115981111715,0.174224772044,0.00131758233938,
161010.OF,0.738894058852,0.00103506065783,0.134557081792,,49.0
217003.OF,-0.170053465439,,,,50.0
162205.OF,2.26031197059,0.00462246684378,0.324370320397,0.00504508332067,52.0
253010.OF,1.0110367985,0.00332726493747,0.142574579306,0.00455883671599,48.0
340001.OF,2.1220431947,0.00478436104546,0.306328881187,0.00524281151212,56.0
163806.OF,-0.612239900405,,,,
091008.OF,1.24101478589,0.00142949709783,0.228651385795,0.00177025933747,48.0
550005.OF,-0.300844697996,,,,49.0
161603.OF,-0.152414605238,,,,47.0
050106.OF,-0.973864381569,,,,
110018.OF,0.631962366271,0.00133472356224,0.109019904854,0.0016614318252,
020012.OF,-0.200096546462,,,,
092002.OF,-0.671285692866,,,,48.0
090002.OF,-0.513112364746,,,,
485105.OF,0.190983290578,,,,
519666.OF,0.698678698525,,0.167364557692,0.00122846771033,48.0
001001.OF,-0.0608676834103,,,,
180015.OF,2.71818551872,0.00292668699939,0.484500953725,0.00305679988942,51.0
320004.OF,-0.747159809529,,,,53.0
217008.OF,0.360307643158,,,,49.0
160612.OF,2.06242776608,0.00178368812536,0.365195009575,0.00198688359354,53.0
110007.OF,0.0269820188367,,,,
450005.OF,-0.272200192598,,,,47.0
485107.OF,1.00048207113,0.00147497787434,0.187705514536,0.00168104603321,48.0
180002.OF,3.59746725248,0.00321133596209,0.633795850094,0.00330073039929,56.0
410005.OF,1.44210043038,0.00175863334025,0.225166759373,0.00192475994381,49.0
519682.OF,0.488180764948,0.00103027699858,,0.00127185257738,48.0
530008.OF,1.41237852418,0.001408094634,0.247631612893,0.00159980782398,53.0
255010.OF,2.22291462873,0.00648739881571,0.324448375412,0.00748861524691,51.0
240003.OF,-0.860379273168,,,,49.0
270009.OF,-0.345754261338,,,,
202102.OF,-0.11335955494,,,,52.0
070005.OF,0.244831972442,,,,49.0
213007.OF,1.61386412095,0.00124439999071,0.283365633929,0.00141504223665,52.0
200009.OF,0.744553603785,0.00122516580028,0.143872032407,0.00167392170871,
519519.OF,0.410479582651,,,,
090006.OF,1.7381156512,0.00729803848799,0.234832845374,0.00926979387713,51.0
121001.OF,2.10968308828,0.00541331619804,0.294068706347,0.00636695666375,51.0
519681.OF,0.545522357736,0.00110879299518,,0.00135056550913,48.0
110017.OF,0.712029949656,0.00140296349071,0.117599259566,0.00170223973983,
519680.OF,0.545522357736,0.00110879299518,0.0889034083921,0.00135056550913,48.0
510080.OF,0.857953567704,0.00132945216109,0.137822731643,0.00170342081571,57.0
410004.OF,1.51931418791,0.0018326189228,0.236521020732,0.00199658079968,49.0
519023.OF,0.0832693534225,,,,51.0
040009.OF,0.024808081086,,,,48.0
070009.OF,-5.50216874187,,,,47.0
160602.OF,0.522531991704,,0.127199950731,,47.0
202101.OF,1.53173366181,0.00250252271214,0.226252216294,0.00320293744457,47.0
162299.OF,-0.990436066502,,,,
460003.OF,0.357319865879,,,,
420002.OF,-1.00505863869,,,,
