,sharpe,jensen,sortino,ppw,stability
151002.OF,0.969536877095,0.000525347946651,,0.000503109878268,
288102.OF,2.37082794111,0.000962057746656,0.519910674707,0.000979640750845,
253010.OF,-0.30614585084,,,,
560005.OF,1.11982193641,,,,
121009.OF,2.07991110777,0.000502474851172,0.36049047113,0.000365134260803,58.0
485005.OF,1.91423509145,0.000537554807907,0.389790497958,0.000388323280386,
161902.OF,2.27690893408,0.000808680950099,0.444718296068,0.000671875033483,
450001.OF,-0.414812104017,,,,56.0
350001.OF,-1.8453233342,,,,55.0
040010.OF,1.27305450971,,0.2522334964,,48.0
100018.OF,1.69016487298,0.00051427797327,0.278950677399,0.000397962477504,52.0
001013.OF,2.21594024243,0.000877451746037,0.468391709447,0.000843165144359,47.0
420102.OF,1.21030141168,,0.24870101518,,51.0
395001.OF,1.68974789757,0.00027971225261,0.340611602042,0.0002982108999,
162205.OF,0.692754233795,0.00213068412087,,0.00182825002716,50.0
340001.OF,0.71238910546,0.00168434619307,,0.00156552658895,53.0
519680.OF,2.06780754909,0.000690096111695,0.442400905754,0.000637231083849,51.0
050106.OF,1.77217069616,0.000328278110331,0.314317025669,0.000285551021718,
020012.OF,0.762593212297,,,,51.0
092002.OF,1.14370458189,,,,53.0
090002.OF,1.25662598897,,0.266586705922,,
485105.OF,2.01627606267,0.000618163782144,0.411013038905,0.000469364507444,
161603.OF,1.13361899097,,,,54.0
519666.OF,1.80628973327,0.000631962713596,0.374492010971,0.0004185138733,49.0
001001.OF,1.8083401671,0.000377406892822,0.397977651262,0.000321630181656,49.0
217003.OF,0.462429693643,,,,52.0
320004.OF,-0.729354948489,,,,52.0
217008.OF,0.11152828135,,,,56.0
160612.OF,2.40104814752,0.00114607576839,0.471021419198,0.00107571879237,
110007.OF,0.799547503403,,,,49.0
485107.OF,2.56456639692,0.00133199465912,0.519700502064,0.00117975800093,47.0
180002.OF,1.52704548046,0.000878026374868,0.274612665279,0.000893025084495,53.0
410005.OF,3.09769755039,0.00165698698683,0.644906746031,0.00160379171311,56.0
519682.OF,1.97046119919,0.000604203114724,0.422304123008,0.000553556823109,53.0
255010.OF,-0.33180491053,,,,56.0
240003.OF,0.737593830615,,,,54.0
270009.OF,1.94635438669,0.000540202689338,0.436831397806,0.0004824137285,
202102.OF,0.542570368826,,,,
070005.OF,0.376802050429,,,,50.0
213007.OF,2.17868616028,0.000582484597209,0.435353062539,0.00046314252475,
519519.OF,1.22587991713,0.000520103452086,,0.000315298840096,48.0
121001.OF,0.756456020635,0.00255863033154,,0.00222224728999,54.0
519681.OF,2.06780754909,0.000690096111695,0.442400905754,0.000637231083849,51.0
040009.OF,1.39199692701,,0.274947293503,,48.0
110017.OF,1.26550437236,,,,48.0
090006.OF,-0.535504232323,,,,52.0
510080.OF,0.616122688242,,,,53.0
410004.OF,3.20677626953,0.00173386341611,0.667444621463,0.00168397865921,56.0
110018.OF,1.16650939773,,,,49.0
070009.OF,1.32608827014,,0.43944328827,,
160602.OF,1.00447750285,,0.24641187749,,
202101.OF,-0.553966266562,,,,
460003.OF,1.16562315019,0.00046540896942,,0.000259959790952,
420002.OF,1.06214099365,,,,50.0
