date,largecap,smallcap,rise,oscillation,decline,growth,value,convertiblebond,SP500.SPI,SPGSGCTR.SPI,HSCI.HI
2009-11-13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2009-12-18,0.730660192541,0.804576733193,1.0,0.944419384639,0.950373027163,0.80155134588,0.733414204688,0.720841413082,1.0,1.0,0.960190501178
2010-01-15,1.0,0.976775842661,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2010-02-19,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2010-03-26,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2010-04-30,1.0,0.97895893442,1.0,1.0,1.0,0.953758572613,1.0,1.0,1.0,1.0,1.0
2010-06-04,1.0,0.968924101304,0.916771700851,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2010-07-09,0.849656679013,0.730264986654,0.649037341953,0.740353291636,0.747694819377,0.729213696109,0.781454102991,0.987320563325,0.835932613459,1.0,1.0
2010-08-13,1.0,1.0,0.948313305381,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2010-09-17,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2010-10-08,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2010-11-12,1.0,1.0,1.0,1.0,0.867388527795,1.0,0.964613790366,0.0,1.0,0.823599876866,0.890900193304
2010-12-17,1.0,1.0,0.903182407567,1.0,0.720959519242,1.0,0.763838667458,0.521122175662,1.0,1.0,1.0
2011-01-21,0.929989841538,1.0,0.945663158152,0.867840386181,0.669278255544,1.0,0.687733500144,1.0,1.0,0.951337962818,1.0
2011-02-18,1.0,1.0,1.0,1.0,0.707570450841,1.0,1.0,1.0,1.0,1.0,1.0
2011-03-25,1.0,1.0,1.0,1.0,0.991394958624,1.0,1.0,1.0,1.0,1.0,0.862028009842
2011-04-29,1.0,1.0,0.944508404311,1.0,1.0,1.0,0.932327913438,0.588433864554,1.0,1.0,1.0
2011-06-03,1.0,1.0,0.719617659,1.0,0.966055098633,0.870187127584,0.897510618003,0.670204450897,1.0,0.759273025156,1.0
2011-07-08,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.604906744598,0.676016717886,0.890081657998,1.0
2011-08-12,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.668041473241,0.622420604192,1.0,0.668291879156
2011-09-16,1.0,1.0,0.927649414045,1.0,1.0,1.0,0.970977959645,0.596014286654,0.53117139443,0.0,0.780669270876
