,sharpe,jensen,sortino,ppw,stability
261001.OF,-0.808883033697,-0.0010509990131,-0.082037259808,-0.00117112386695,51.0
180015.OF,-0.515425039016,-0.000756061167587,-0.0688105375274,-0.000981650932741,49.0
519187.OF,-0.031002001205,-0.000651187400341,0.00517959750024,-0.000576067999939,49.0
217003.OF,0.770342009129,-0.000347515914457,0.1424509882,-0.00096615895033,51.0
450005.OF,-1.35240116714,,,,49.0
530008.OF,-0.486967746298,-0.000965039089837,-0.0630114830383,-0.00144456034286,
217018.OF,-1.15726213842,,,,50.0
270009.OF,0.799754848302,-0.00024484715829,0.156843382786,-5.396309683e-05,55.0
213007.OF,-0.733889270196,,-0.0936461469253,,
630109.OF,-1.36046792431,,,,54.0
519030.OF,-1.65197675992,,,-0.00126008743776,54.0
090006.OF,-1.57129285446,,,,48.0
100035.OF,-1.43110610085,,,,50.0
485107.OF,-0.769345808084,,-0.0840401556666,,48.0
550004.OF,-2.28526406131,,,,
560005.OF,-0.462674271122,-0.000548717154053,-0.0411443979242,-0.000664977283429,53.0
163812.OF,-0.0833730507815,-0.000638333913414,0.00289267268816,-0.000929364852081,52.0
420102.OF,-0.272124642456,-0.000643857285825,-0.0125948349416,-0.000705785009258,48.0
582001.OF,-1.96359620213,,,,
050116.OF,0.075160527042,-0.000552236404112,0.0373498265231,-0.000434635843422,48.0
310508.OF,-0.853504873626,-0.000276437236974,-0.0501954244625,-0.000366619594232,47.0
050016.OF,0.231227670565,-0.000445030398944,0.0635826775616,-0.000351356918952,47.0
050111.OF,-1.19587792263,,,,
162205.OF,-0.818005943181,-0.000827656416484,-0.097566664621,-0.00109859047998,
050106.OF,-1.08272544009,,,,
550005.OF,-2.35594429132,,,,
163806.OF,0.347721596847,-9.22764568981e-05,0.0641324051072,-0.000166321505315,53.0
240012.OF,-0.967126145284,,,-0.00138969029938,47.0
090002.OF,-0.749444687907,-0.000876726402276,-0.0805327098795,-0.0008408576981,51.0
519985.OF,-0.734504936474,-0.000455849395724,-0.0805183423899,-0.000520636675175,51.0
217008.OF,-0.962007657201,,,,
180025.OF,-1.49123918592,,,-0.0014275887021,49.0
240003.OF,-1.22223468091,,,-0.00145929926577,54.0
070005.OF,-0.701193577052,-0.000580191271415,-0.073904895315,-0.000746425410357,55.0
519519.OF,-0.883010973986,-0.00118191202725,-0.0999448139912,,51.0
165509.OF,-0.673517565436,-0.000648782531605,-0.066391103328,-0.000696507731973,
110017.OF,-0.604562422309,-0.00104424894042,-0.067368589103,-0.00132390586641,
400009.OF,-1.01510811928,,-0.092777223851,,
206003.OF,-0.434030039896,-0.0009421914846,-0.0389571595863,-0.00127554229195,52.0
110018.OF,-0.680367866909,-0.00111909095368,-0.0760874716004,-0.00144408750937,
070009.OF,0.897434876326,5.75511549086e-05,0.23876390533,3.59293644997e-05,47.0
690202.OF,-0.770510107356,,-0.0863821903191,,
420002.OF,-0.421657028907,-0.000717098813522,-0.0351977783284,-0.00078539878021,47.0
240013.OF,-1.04802695832,,,-0.00146917877148,
151002.OF,-0.828131120739,-0.000772390357698,,-0.000277083849773,49.0
288102.OF,-0.948513758791,-0.000842657196214,-0.0905537843521,-0.000687435023457,54.0
253010.OF,-1.90325242066,,,,
395012.OF,-1.22909937485,-0.00104838055303,,-0.0011878429364,
470078.OF,-0.914695300496,-0.000971665316148,-0.0904620013679,,56.0
630107.OF,-1.42503141959,,,,47.0
350001.OF,-1.50234387668,,,,47.0
121012.OF,-0.516606726349,-0.000818820301035,-0.052868680075,-0.000859670475569,
395001.OF,-1.11850918948,-0.00120089441244,,-0.00101510352678,51.0
630009.OF,-1.28193231153,,,,54.0
573003.OF,-1.96774992419,,,,54.0
531009.OF,-1.35832497485,,,,48.0
040019.OF,0.53604663772,0.000162890419032,0.095192636101,-0.000257433410516,51.0
485011.OF,-0.022424796207,-0.000544172464019,0.0124247674399,-0.000441183312876,50.0
519023.OF,-1.76456989334,,,,50.0
395011.OF,-1.15994390974,-0.00100777198296,,-0.00112770520349,
020020.OF,-0.817434488426,,-0.074733772642,,
519111.OF,-0.617762459012,-0.00116160051011,-0.0827291480257,,50.0
202107.OF,-1.21889473411,,,,49.0
485105.OF,-0.702256356206,,-0.0753000969682,,52.0
110007.OF,-0.601243218495,-0.000851457007468,-0.0708385655712,,48.0
180002.OF,-0.638079248286,-0.000400691214985,-0.0548510014823,-0.00083155322749,48.0
410005.OF,-1.4676306554,,,,49.0
040009.OF,-0.362055900442,-0.000530259854983,-0.0318683999457,0.000221981889429,51.0
450001.OF,-1.37059185581,,,,47.0
202102.OF,-0.254380058405,-0.00100527125231,-0.0214373685604,-0.00146428254511,50.0
485111.OF,0.0744501911749,-0.000425489932029,0.0269692905986,-0.000372163760797,50.0
200009.OF,-1.53802874261,,,,50.0
050119.OF,-1.46594655895,,,,
519112.OF,-0.694446634899,,-0.0849361964353,,51.0
610003.OF,-0.883525812726,,-0.0947355011748,,52.0
202105.OF,-1.13180951085,,,,48.0
450006.OF,-1.4286578689,,,,49.0
510080.OF,-2.55330724221,,,,55.0
410004.OF,-1.41177016754,,,,49.0
092002.OF,-0.88123139304,-0.000942755331698,-0.0998437446618,-0.000919971881879,51.0
202101.OF,-0.886043366966,-0.00105754644784,,-0.00125222077363,49.0
162299.OF,-1.51217897837,,,,52.0
