,sharpe,jensen,sortino,ppw,stability
000181.OF,3.0107528585,0.000844847146661,0.580056471118,0.00085038109815,53.0
590009.OF,1.97621595576,0.000543858353248,0.372343826966,0.000503569051307,52.0
110035.OF,0.913508059505,0.000411704166274,0.130879006538,0.000346445101681,51.0
100058.OF,0.512641975322,,,0.000250041484832,50.0
380006.OF,0.423782488523,,,,
370026.OF,-2.08410208906,,,,52.0
000153.OF,1.48219912304,0.000733271782743,0.295270637295,0.000897765337253,49.0
340001.OF,0.571389438912,0.000822407125505,,0.000785497589276,
310518.OF,-0.260078745195,,,,49.0
128013.OF,0.259306048611,,,,
200016.OF,1.37227421445,0.000697296452426,0.214667649581,0.000784973767035,53.0
121009.OF,0.556680292703,,0.106579106424,,53.0
161902.OF,1.32287842971,0.000524958374668,0.238747951914,0.0004164513286,53.0
166003.OF,1.36735648005,0.000435736856693,0.233010531042,0.000518262830604,53.0
530021.OF,-0.0886147150778,,,,51.0
100068.OF,0.531608761962,,,,52.0
040010.OF,-0.392437446444,,,,
380009.OF,1.23919873469,0.000567536462862,0.21163283865,0.000673494085252,
070026.OF,0.622258529078,,0.129472640162,,56.0
070038.OF,0.256655156412,,,,
163823.OF,0.586999942566,,0.101367771977,,
000110.OF,1.18011100865,0.00106543376924,0.200702242429,0.00104647717047,
000182.OF,2.91938709192,0.000798380017021,0.650652624137,0.000803432781018,53.0
519725.OF,1.50180006895,0.000428999550541,0.262984212474,0.000444415105285,51.0
000205.OF,1.2025084001,0.000473755210189,0.243925931089,0.000591190152003,49.0
000028.OF,0.814975748782,0.00059557563203,0.142046401687,0.00049586579,52.0
100037.OF,1.40115536465,0.000341258414754,0.275163799657,0.000396137040801,52.0
217022.OF,1.48073411507,0.000790291082127,0.237491264762,0.000767315269708,55.0
000126.OF,0.720296657019,0.000289241547536,0.105715261726,0.000274311324812,53.0
000149.OF,0.129802388101,,,,
450019.OF,-0.684744058406,,,,
161624.OF,-0.721969294181,,,,
610103.OF,0.556480579405,0.000250860253441,,0.000281807619325,52.0
320008.OF,1.24171978169,0.00078633590721,0.191816958331,0.000859956698042,51.0
000253.OF,1.63704973447,0.000675676823784,0.335758344902,0.000694855889386,51.0
531020.OF,0.187944801335,0.00031770477258,,0.000298265897818,
519519.OF,0.72808730383,0.000266167524327,0.121830018938,0.000381338857216,
519726.OF,0.671608407647,0.00053158891032,0.110661210531,0.000509719852258,50.0
253030.OF,0.565219263308,,0.104616095744,,55.0
290007.OF,-0.0964379553398,,,,
163806.OF,-0.12510603999,,,,51.0
161820.OF,0.827943262989,0.000318633532917,0.145768320845,0.00040825906276,50.0
519680.OF,0.00352271697025,,,,50.0
000187.OF,2.57962332204,0.000651559514842,0.524779104222,0.000779857111257,50.0
519666.OF,-0.876539005337,,,,53.0
001001.OF,0.716610822691,,0.113737346003,,49.0
270049.OF,-0.0683500421499,,,,
519152.OF,2.60506932085,0.00140228307547,0.444789411539,0.00149741246306,54.0
161713.OF,0.689362116846,0.000251821403501,0.109226908506,,
550015.OF,5.93212029732,0.000365846341175,0.502524348733,0.000354012263644,50.0
000128.OF,2.69323518493,0.000675946334798,0.673957405544,0.000757279592461,50.0
160612.OF,-1.01271232057,,,,
080009.OF,0.524644268961,0.000299946695772,,,50.0
485107.OF,-0.0242689342658,,,,52.0
660102.OF,0.504566958471,0.000260559944541,,,50.0
100036.OF,1.55630540436,0.000408822091856,0.310678186549,0.000481473821674,50.0
360014.OF,-0.351942779753,,,,50.0
519682.OF,-0.0902236279665,,,,
