,sharpe,jensen,sortino,ppw,stability
110035.OF,-0.974329284289,-0.000214604749823,-0.109808764851,-0.000255903390064,48.0
100058.OF,-1.34816728144,,,,52.0
380006.OF,-1.19854383885,-0.000190144533892,-0.110337463788,-6.29526845397e-05,49.0
370026.OF,-4.2365946451,,,,53.0
310518.OF,-0.717470112824,,-0.083428758778,,
128013.OF,-1.57254378561,,,,50.0
660102.OF,-1.23343572232,,,,
161902.OF,-0.778038490008,-1.69683909333e-06,-0.0729354119991,-0.000210031199071,
166003.OF,-0.540746597172,0.000191506492669,-0.0431597275303,0.000370287720319,54.0
530021.OF,-1.9662678702,,,,52.0
100068.OF,-1.82139397807,,,-0.000198274424389,
040010.OF,-2.30728057312,,,,
380009.OF,-0.157469588308,0.000374734328916,0.00231359938008,0.000487327879727,55.0
050019.OF,-1.2647053223,,,,
070038.OF,-2.64330114507,,,,47.0
371120.OF,-1.36401575893,,,-0.000219022895567,53.0
620007.OF,-0.694108720356,-7.23057915968e-05,-0.0851462665471,-0.000250456234258,49.0
100037.OF,-0.163569646187,5.60870404944e-05,-0.0113472359953,7.61256970646e-05,49.0
217022.OF,-1.13734036905,-0.000236101457797,-0.120871324596,-0.000222132097019,50.0
040012.OF,-2.20113118615,,,,
450019.OF,-1.81154560974,,,,55.0
161624.OF,-1.74463523197,,,,47.0
610103.OF,-0.969189988557,,-0.11120824599,-0.00026537442199,47.0
320008.OF,-0.465321228636,-5.90093723007e-05,-0.0451370364893,-6.25948995412e-05,
519685.OF,-0.606800224938,,-0.0700995013417,,
531020.OF,-1.07584072967,,-0.11531078144,,
290007.OF,-0.607453202728,2.34308245793e-05,-0.0622060511237,4.24518603734e-05,
163806.OF,-1.39818712015,,,,
161820.OF,-1.21749136474,-0.000177753201168,,-1.7201634252e-05,54.0
519680.OF,-1.04648667582,,-0.109240655584,,53.0
519666.OF,-1.28460363442,,,,52.0
001001.OF,-1.55605509589,-0.000266669928392,,-0.000309996655292,
270049.OF,-2.3272796052,,,,
161713.OF,-1.46992406428,,,,
550015.OF,3.17397484977,0.000276202242484,0.381860943817,0.000280678343071,50.0
000047.OF,-0.655468705438,-7.45813034035e-05,-0.0748919055814,-0.00026354448782,
160612.OF,-3.01534032907,,,,47.0
080009.OF,-1.28705028705,,,,54.0
485107.OF,-1.87607376387,,,,52.0
121009.OF,-1.49231845857,,,,
100036.OF,-0.107579886792,0.000126098773117,-0.00340228010635,0.000143568642529,50.0
519682.OF,-1.13133597979,,-0.121784071458,,
040013.OF,-2.27452107694,,,,
255010.OF,0.313996145711,0.00151619488179,0.047443179608,0.000629775606957,51.0
450018.OF,-1.75978413274,,,,56.0
700004.OF,0.62901617071,0.000928980176292,0.144157596046,-1.02829391607e-05,53.0
530020.OF,-1.06124263232,,-0.11965540346,,47.0
001033.OF,-1.7395890119,,,,
000004.OF,-1.06905486902,,-0.113140240212,,
121001.OF,0.519155475338,0.00143842105667,0.0718070989416,0.000409604997728,51.0
519681.OF,-1.04648667582,,-0.109240655584,,
320004.OF,-0.0653163914681,0.000344280092465,0.0094461893738,0.000394549544571,52.0
261002.OF,-0.680694947409,-0.00015913883848,-0.0806576889735,,
370025.OF,-3.97226163745,,,,51.0
160602.OF,-2.21532500158,,,,
519720.OF,-1.54690874332,-0.000197576451713,,-0.000126030961352,53.0
320009.OF,-0.585115864567,-0.000132217948665,-0.0640973614073,-0.000101467429964,48.0
020019.OF,-0.709854330513,-6.06769440189e-05,-0.0812459517986,-5.89278366342e-05,51.0
371020.OF,-1.23323116499,-0.000268609929928,-0.111330719386,-0.00016254282979,52.0
310378.OF,-0.917605730732,-0.00016860748887,-0.11604348636,-0.000244990459809,52.0
582202.OF,-1.90523161846,,,,
380005.OF,-1.09614146732,-0.000126861835417,-0.101085150653,-2.74349327903e-06,
163823.OF,-0.132085188531,0.000278089856641,0.00748100021643,8.94111355031e-05,51.0
217011.OF,-1.17130082105,,,,51.0
582002.OF,-1.7323886753,,,,
630003.OF,0.0318220448912,0.000684248466891,0.0119701693195,0.00073496859281,
541005.OF,-1.20629798291,,,,48.0
485005.OF,-1.33650490944,,,,48.0
070026.OF,-2.56543253004,,,,
100018.OF,-1.36750599187,,,,50.0
070016.OF,-1.38891319899,,,,47.0
040026.OF,-1.72625902397,-0.000218019941812,,-0.000214631186753,50.0
200113.OF,-0.694055801509,5.52138408576e-06,-0.071363699168,0.000127922974035,48.0
180028.OF,-0.246510752412,0.000217275548676,-0.0095046387075,-8.95442372737e-06,48.0
161010.OF,-2.18202620979,,,,47.0
519989.OF,0.365797386915,0.00110475152623,0.0723734070803,0.000812327391454,49.0
163411.OF,0.966281087413,0.000900008061961,0.151442676799,0.00113817130468,54.0
340001.OF,0.496736661509,0.00150251124563,0.0728984970635,0.00096545672343,47.0
091008.OF,-2.03272917153,,,,49.0
519976.OF,-0.33443267602,0.000106251547571,-0.0442621588266,-0.000138036949264,52.0
164902.OF,-1.33563190884,,,,47.0
240018.OF,-0.756291280844,,-0.0842126592176,,
020012.OF,-0.360991428511,0.000218381496097,-0.0132783573658,0.000266810314845,
686869.OF,-1.97418314172,,,,49.0
519152.OF,0.13940961929,0.000425778267711,0.0567800359308,0.000555180038128,54.0
550006.OF,-1.52194602952,,,,49.0
161603.OF,-1.10366265077,-7.9953664154e-05,,1.30587791294e-06,52.0
460003.OF,-0.796518022172,2.82718802246e-05,-0.0792822605969,0.000152661541224,
100066.OF,-1.63632638742,-0.000296701910787,,-0.000129367145955,52.0
261001.OF,-1.52162258355,,,,49.0
180015.OF,-2.74503556509,,,,49.0
470010.OF,-0.706163677217,,-0.0805519474578,,49.0
519187.OF,-0.741763142057,4.41718091843e-05,-0.0589152403063,0.000258070478175,50.0
160123.OF,-1.60729172213,-0.000195672382195,,-0.000149290476445,47.0
080010.OF,-1.34636530772,,,,51.0
217003.OF,-1.62333231591,-0.000293768083283,,-0.000253165233805,49.0
450005.OF,-0.948927231824,-4.34081064577e-05,-0.105294567237,-1.81281521575e-05,52.0
519189.OF,-0.60638053894,-5.79474440611e-06,-0.0613899020082,6.20835525645e-05,
660009.OF,-1.50432453959,,,,50.0
530008.OF,-1.53568360088,,,-0.000252206245017,53.0
217018.OF,-0.212559078275,0.000438098518906,-0.0190229808705,0.000237477160219,51.0
270009.OF,-2.42404108096,,,,49.0
213007.OF,0.53222377068,0.000596873432414,0.138270517081,0.000976347733762,47.0
400013.OF,-0.490548540412,-1.33821059535e-05,-0.0514204149013,-0.000240514851415,50.0
485114.OF,-0.940037748247,-0.000163578930825,-0.117808804689,-0.000200984677264,50.0
217023.OF,-1.56912115353,,,,
519153.OF,-0.00726434799345,0.000355104472039,0.0326225973559,0.000493919380333,
161625.OF,-1.76955119143,,,,48.0
710301.OF,-1.01830828025,,-0.119885512653,,
630109.OF,-0.186521425957,0.000342416072529,-0.00597207212035,0.000453478652443,53.0
519030.OF,-0.425875501233,0.000129239446759,-0.038672951473,8.12953560353e-05,
531021.OF,-2.10046967249,,,,49.0
000016.OF,-2.30832807543,,,,50.0
253021.OF,-0.95152407752,-8.31969980942e-05,-0.104684545045,7.17917298923e-05,54.0
090006.OF,-0.350877118072,,-0.0381967474619,,
