,sharpe,jensen,sortino,ppw,stability
660102.OF,2.47873944712,0.00151586627777,,0.00517364663478,50.0
161902.OF,3.501101618,0.00230235493579,0.716948047502,0.00397419778472,51.0
000246.OF,2.81358182662,,0.416470845857,,49.0
000182.OF,2.90031563095,,0.474774583356,,
100037.OF,2.6331771977,0.00267501284408,0.68421985992,0.00788350105891,
675013.OF,0.755423240459,,,,
450019.OF,2.52375969357,0.00153401244187,0.519760993368,0.00435868077879,51.0
610103.OF,1.28705167281,,,0.00515295487912,
519685.OF,3.00096799197,0.00416821516111,0.552936772044,0.00945716126034,
531020.OF,2.63151331896,0.0113107549415,0.510400397847,0.0227018691847,
161619.OF,2.6029990365,,,,50.0
519680.OF,2.65490214545,,0.412394470047,0.00262660542722,52.0
650001.OF,3.7073647705,0.00121616813585,0.551613255152,,53.0
160612.OF,3.50931211662,0.00116301332129,0.655373940551,,48.0
519682.OF,2.56402990306,,0.398559769518,0.00255871153859,52.0
255010.OF,1.98801646168,0.00549309084979,,0.0105363318406,51.0
700004.OF,1.21884066339,0.00128796128257,,,50.0
000070.OF,3.05094005474,,,,52.0
121001.OF,1.63763613626,0.00211116385293,,0.00295111141348,53.0
000092.OF,4.85449305216,,0.442187401734,,
000129.OF,2.38643097108,,0.394900050108,,53.0
470059.OF,2.26064773304,0.00952835648755,0.463346080784,0.0233774434645,
000027.OF,3.91924987593,0.00163645768543,0.562859020404,0.00342064836927,56.0
320009.OF,3.27335009574,0.00260067253317,0.472542088816,0.00533010008895,51.0
020019.OF,2.58345320756,,,,50.0
519121.OF,2.51441717137,,,,
371020.OF,2.91451733211,,0.423261091164,0.00256792617,
000284.OF,2.34382292208,0.00279305277918,0.455974611225,0.00425377961185,
163823.OF,3.12783952764,0.0030812663019,0.788202365004,0.00689520159172,
000184.OF,3.31936128749,0.00539313100977,0.636568097241,0.0118736429273,50.0
070016.OF,2.02326213618,0.00100264096177,,,52.0
000378.OF,1.1477641768,,,0.00434514795404,
519989.OF,3.06911992361,0.00351914159262,0.554412433211,0.00853427255604,49.0
340001.OF,1.76723865421,0.0057475908842,,0.017935739744,
091008.OF,1.60538948607,0.00309319194597,,0.0128753981536,
240018.OF,1.63283823706,0.00713208268775,,0.0213189964036,50.0
519666.OF,2.22347484299,0.00105595415903,,0.0043415614188,51.0
161603.OF,1.68498858894,,,,51.0
000025.OF,2.83330736284,,,,52.0
519187.OF,2.73537305137,,0.431115631726,,53.0
450005.OF,3.65520602018,0.00164023993599,0.629098806093,0.00296250933126,53.0
519189.OF,2.27795804116,,,,51.0
213007.OF,2.5654180085,0.00109516784262,0.474651455309,0.00410394366158,50.0
000175.OF,3.2385996934,0.00215835874872,0.542232119085,0.00569833990731,54.0
217023.OF,3.81626187119,0.0020718954737,0.562078000586,0.00514388285436,56.0
000207.OF,3.93001434498,,0.755203256385,,51.0
000288.OF,1.26345625615,,,0.00248609268593,48.0
100035.OF,2.68507605457,0.00274699411067,0.697025148589,0.00793181367043,
000305.OF,2.94011907652,,0.492510204243,,55.0
000188.OF,2.11175161088,,,,53.0
310518.OF,2.17426463366,0.00910760214643,0.398533170098,0.0248901589663,
206018.OF,2.82737832395,0.00108733284932,0.43665773214,0.00395640215746,52.0
560005.OF,0.186864773442,,,,53.0
163812.OF,3.55268149178,0.00120616359727,0.485826798699,,56.0
000429.OF,9.90578326022,,0.89145670882,,51.0
050016.OF,1.64097783338,0.00291229023001,,0.00685332156772,51.0
519663.OF,3.38528675839,0.00412792485908,0.720959556013,0.00751675832197,49.0
000302.OF,3.54498917749,,0.558688766823,,
050106.OF,2.55725132187,0.00508008669442,0.524160444773,0.0126731007883,
240012.OF,2.31181023099,,0.414231911841,,50.0
050128.OF,1.84302813366,,,,48.0
519985.OF,1.49088631943,,,,52.0
217008.OF,3.30454562769,0.00475597280782,0.629679767889,0.0106272820494,50.0
240003.OF,1.68417145566,,,,51.0
020034.OF,3.11386323758,0.00158891222491,0.648736839721,0.00458606985676,50.0
160720.OF,1.30768769403,,,,52.0
530017.OF,4.05816118549,0.00338798454875,0.906508983749,0.00675455280933,51.0
110017.OF,3.15438373081,0.00208197576288,0.537262064278,0.00398561335899,53.0
159926.OF,1.16380792232,,,,
253061.OF,0.183788033178,,,,49.0
040041.OF,1.28606288742,,,,51.0
200016.OF,2.33277333691,0.00144698754437,0.390086458184,0.00449394036371,49.0
700006.OF,1.60772460518,,,,
020020.OF,2.4532356608,,,,49.0
000338.OF,2.30303646622,,0.428668881623,,53.0
000081.OF,1.53044837693,0.00471559134215,,0.011571047486,
