,sharpe,jensen,sortino,ppw,stability
160613.OF,-1.06978392023,0.00131935598307,-0.137866631885,0.0010191784512,
340007.OF,-1.06773310617,,-0.122643734825,,50.0
040001.OF,-0.86518054034,0.00148031496991,-0.110055272443,0.00159566128077,50.0
213006.OF,-1.55238124093,,,,
166005.OF,-0.40264234838,0.00324333383344,-0.046691502842,0.00366731428235,51.0
270001.OF,-1.41742285813,,,,
320003.OF,-1.2992848746,,,,
530001.OF,-0.979723657692,0.00118326432337,-0.126054513699,0.00121609994551,47.0
481008.OF,-1.54228599238,,,,50.0
160215.OF,-1.70024650067,,,,53.0
180010.OF,-1.01343104858,,-0.128264931677,,46.0
530005.OF,-1.39217031363,0.000488624666407,,0.000532167689605,49.0
630001.OF,-1.07645147765,0.000716383930193,-0.130488604363,0.0010151737128,
320001.OF,-1.33625716065,,,,
050001.OF,-1.43455764464,,,,50.0
210003.OF,-0.826964843859,0.00130994559228,-0.096519757016,0.00129020174247,
270002.OF,-1.30117196074,,,,53.0
240009.OF,-1.97229040569,,,,48.0
233001.OF,-1.41411188313,,,,55.0
100039.OF,-1.19391168552,,-0.149049525956,,49.0
290006.OF,-0.658825325462,0.00216560837644,-0.083206030297,0.00221291505754,
580007.OF,-0.514681861776,0.00178341118022,-0.0623685852817,0.0016555342067,
110005.OF,-0.919097694324,0.00101213053745,-0.106904121934,0.00118799452431,48.0
002011.OF,-1.08737688188,0.00105616897321,-0.136064755458,0.00111122567101,57.0
450002.OF,-0.895408311211,0.00147516256442,-0.11244503454,0.00168651782614,
163805.OF,-1.73633515549,,,,
110002.OF,-0.976564420357,0.0011019236266,-0.108847974185,0.0011224646594,
233007.OF,-1.01392054254,0.0012381889603,-0.119936218284,0.00100963186808,49.0
410007.OF,-1.54069724541,,,,48.0
470006.OF,-1.62577619975,,,,47.0
121008.OF,-1.15258385797,0.000484215954703,-0.143545470072,0.000508638075137,52.0
200011.OF,-0.823471951275,0.000761618884345,-0.104088398559,0.000940410072887,49.0
350007.OF,-0.503555169249,0.00213336370573,-0.064524466724,0.00214302131654,
610001.OF,-0.559057545514,0.0023747729545,-0.0667024943032,0.0024135642744,48.0
020010.OF,-0.982032773214,0.00133557365693,-0.120902652124,0.00142353616904,52.0
481010.OF,-1.08537507421,0.00101063727491,-0.140742959531,0.00133714041248,
161005.OF,-0.358622747008,0.00253088081592,-0.0426935939936,0.00255213330203,
180018.OF,-1.44072971753,,,,53.0
121005.OF,-1.57204405796,,,,
080005.OF,-0.867772223873,0.0015602158296,-0.117082351556,0.00145144842601,54.0
310358.OF,-1.12751288426,,-0.139426196159,,50.0
519993.OF,-1.52468266131,,,,52.0
040011.OF,-1.40860281409,,,,50.0
