"","V1","V2"
"alpha_results","",""
"","X1055","0.000108724529138936"
"","X497","0"
"","X938","-0.000378668175746887"
"","X937","-0.000410806951676119"
"","X1020","0.000658865365928293"
"","X998","0.000611945496074553"
"","X997","0.000518091224392522"
"","X1019","0.000241443400276903"
"","X931","0.000415034461251132"
"","X240","0.000123234681309189"
"","X239","0.00010531262955775"
"","X737","-0.000133418560129527"
"","X890","0.000179689092975695"
"","X889","0.000265251312689715"
"","X519129","0.000269776731413338"
"","X736","-8.65699923143209e-05"
"","X840","-0.000291189847634516"
"","X519128","0.000304592780932192"
"","X813","0.000369271414620272"
"","X839","-0.000295312198198612"
"","X899","-3.87762257132097e-05"
"","X898","5.129618127068e-05"
"","X420","1.9929709949488e-05"
"","X419","-7.77870862922848e-06"
"","X162716","-0.000236231188362866"
"","X914","0.000228554391413622"
"","X817","0.000206619380815054"
"","X910","0.000237179092663125"
"","X909","0.000482102262127718"
"","X562","-0.000261560046620385"
"","X802","-0.000158487909219264"
"","X561","-0.000181483205872458"
"","X162715","-0.000164814132126197"
"","X769","0.00018353285052725"
"","X801","-0.000207459082153809"
"","X400030","-1.59708276882787e-05"
"","X814","0.000204748229675613"
"","X266","0.000134018127449543"
"","X265","0.000199375061709385"
"","X490","-1.06192999802979e-05"
"","X438","-0.000165962540876736"
"","X489","-5.06198378682036e-06"
"","X416","0.000385940337239043"
"","X437","-0.000154243955107444"
"","X632","0.000164788891345394"
"","X415","0.000376452025876275"
"","X161828","5.67368999703223e-05"
"","X766","-0.00130576304712865"
"","X160134","-0.000364831692347077"
"","X765","-0.00142722825573693"
"","X768","0.000627195340793143"
"","X728","-2.36742512603806e-05"
"","X160622","0.000247570167770134"
"","X631","-0.00016081958233393"
"","X720","-0.00013723830430913"
"","X469","0.000229530853870455"
"","X299","8.3874201530432e-05"
"","X164510","0.000134898531689731"
"","X611","0.000138676414307659"
"","X465","0.000228869250672225"
"","X485019","-8.88552217614708e-05"
"","X165807","0.000394974074746909"
"","X752","-0.00026065748687828"
"","X16","-0.000373998453257628"
"","X694","-0.000101454680481342"
"","X33","-0.000228248695051367"
"","X298","6.25712323361975e-05"
"","X160810","-8.44387524957396e-05"
"","X782","0.000259256649882913"
"","X781","0.000313089684980847"
"","X162108","-0.000138755959136838"
"","X396","-0.00019235227514808"
"","X655","-7.359582727511e-05"
"","X85","-7.8198736459467e-06"
"","X519122","0.000856075410614982"
"","X166022","0.000179965258359372"
"","X317","0.000158754551326822"
"","X387","0.000193458857117248"
"","X498","0.00101998402799153"
"","X270045","-0.000418653851016575"
"","X395","-0.000226669962390824"
"","X15","-0.000345520544496528"
"","X745","0.000308663080201666"
"","X485119","-4.87852688428265e-05"
"","X40041","0.00014488376650347"
"","X70038","-0.000112374196843814"
"","X519121","0.00088272533701395"
"","X163910","0.000137094373606891"
"","X164704","0.00013130657143761"
"","X744","0.000323187434080829"
"","X32","-0.000229125002194132"
"","X163826","0.000150550284309351"
"","X84","0.000129623662610548"
"","X164211","0.000100102611046575"
"","X40040","0.000123249883726756"
"","X70037","-0.000132294822628309"
"","X270044","-0.000309190075191153"
"","X531021","-0.000357029367595425"
"","X429","0.000152555807195769"
"","X165808","0.000168564154853241"
"","X160623","0.000109353210473181"
"","X530021","-0.000342286151959183"
"","X320","-8.6586642465556e-05"
"","X394","2.57253020490209e-05"
"","X92","0.000140110215992267"
"","X319","-3.12927574622127e-05"
"","X121013","-4.46551757280491e-05"
"","X286","-7.46493038441903e-05"
"","X166017","0.00019314662766337"
"","X5","-5.06999976966708e-05"
"","X304","5.56497215771503e-07"
"","X128013","-2.93717359398441e-05"
"","X235","0.000147746967212076"
"","X564","-0.000268472792089361"
"","X563","-0.000289274948883609"
"","X148","-0.000217529345528187"
"","X258","-9.54306078194001e-05"
"","X303","3.03139472591495e-05"
"","X519720","-0.000207051312233088"
"","X519725","-0.000175407039801268"
"","X163908","8.02553122768692e-05"
"","X100068","-8.16786807798925e-05"
"","X161823","-0.000322808642101968"
"","X428","-4.76400016604925e-05"
"","X770","0.000732715613386238"
"","X257","-0.000101064254303423"
"","X161824","-0.00015094735872098"
"","X302","-3.2722227089827e-05"
"","X188","-6.46517040223187e-05"
"","X147","-0.000182117145726979"
"","X112","0.00024588117486548"
"","X650002","6.19486085419038e-05"
"","X222","0.000153441985977552"
"","X553","0.000400176467967762"
"","X519723","-0.000215100528645929"
"","X161827","0.00125645687220856"
"","X100066","-9.6509937960103e-05"
"","X79","4.49594835249375e-05"
"","X380006","-7.77649581150856e-05"
"","X202110","-0.000123739995728769"
"","X552","0.000441198897289899"
"","X519718","-0.000284249742815219"
"","X187","-6.64448365394678e-05"
"","X221","0.00021447405144679"
"","X111","0.000288909158801295"
"","X281","-8.30424803025608e-05"
"","X201","0.000205655062006851"
"","X213","0.000148030954521452"
"","X650001","6.83102195316643e-05"
"","X160131","-0.000490176388724858"
"","X128","-5.55993278266165e-05"
"","X78","3.27043709125991e-05"
"","X280","-9.25993194745257e-05"
"","X110038","-0.000501858663991372"
"","X116","-1.12553912747778e-05"
"","X106","2.59629746252954e-05"
"","X630","-4.89810233179442e-05"
"","X212","0.00014774141842286"
"","X247","-0.000421856916748507"
"","X633","-0.000289764685125983"
"","X202108","-4.31955358716158e-05"
"","X206","-0.000167802988839174"
"","X129","-6.63452560086807e-05"
"","X403","-0.000403354834635477"
"","X50128","0.000264112260738587"
"","X52","-0.000444371460179134"
"","X629","-2.56113087768942e-05"
"","X253","2.08975327432338e-05"
"","X200017","0"
"","X272","0.000443760416605295"
"","X86","-0.00013517793685376"
"","X546","0.00033498908923742"
"","X345","1.34010185057636e-05"
"","X402","-0.000324438153602463"
"","X380005","-4.62984185227268e-05"
"","X192","2.41444574495617e-05"
"","X205","-9.99826962659057e-05"
