date,high_risk_asset
2014-11-09,1.00064242482
2014-11-16,0.983324310326
2014-11-23,0.999783745258
2014-11-30,1.01076093306
2014-12-07,1.01021416166
2014-12-14,1.00736922301
2014-12-21,1.00460381357
2014-12-28,0.996264446826
2015-01-04,0.977173042612
2015-01-11,1.00311080569
2015-01-18,1.00722218221
2015-01-25,1.01680060068
2015-02-01,1.01715420999
2015-02-08,1.01761364989
2015-02-15,1.03129955717
2015-02-22,1.03376113732
2015-03-01,1.03558979517
2015-03-08,1.03313617271
2015-03-15,1.05046845168
2015-03-22,1.06698029521
2015-03-29,1.07066671582
2015-04-05,1.0838323798
2015-04-12,1.08824164619
2015-04-19,1.09051198999
2015-04-26,1.09978856682
2015-05-03,1.10137513352
2015-05-10,1.10248403541
2015-05-17,1.11755327552
2015-05-24,1.12717497165
2015-05-31,1.12760765242
2015-06-07,1.14220875069
2015-06-14,1.14279299852
2015-06-21,1.1232001489
2015-06-28,1.10687832305
2015-07-05,1.1075169067
2015-07-12,1.10815585876
2015-07-19,1.10879517945
2015-07-26,1.10943486898
2015-08-02,1.11007492756
2015-08-09,1.13065619428
2015-08-16,1.1384987564
2015-08-23,1.13270374136
2015-08-30,1.12295787583
2015-09-06,1.09892897302
2015-09-13,1.15141960714
2015-09-20,1.1472531509
2015-09-27,1.1632872198
2015-10-04,1.1664193624
2015-10-11,1.18080051459
2015-10-18,1.18814865154
2015-10-25,1.18937523876
2015-11-01,1.18773823168
2015-11-08,1.20355124939
2015-11-15,1.20704778176
2015-11-22,1.21523342302
2015-11-29,1.21351665696
2015-12-06,1.21832183796
2015-12-13,1.21908358595
2015-12-20,1.25007855807
2015-12-27,1.25028537579
2016-01-03,1.24385960016
2016-01-10,1.16639778247
2016-01-17,1.10656047294
2016-01-24,1.13272531414
2016-01-31,1.11854724233
2016-02-07,1.13593397083
2016-02-14,1.13654999656
2016-02-21,1.15028711696
2016-02-28,1.14276483446
2016-03-06,1.13227303498
2016-03-13,1.13330803211
2016-03-20,1.19719592696
2016-03-27,1.20730900725
2016-04-03,1.20857740639
2016-04-10,1.21083735146
2016-04-17,1.21746187759
2016-04-24,1.21242005442
2016-05-01,1.21015872159
2016-05-08,1.20847211986
2016-05-15,1.1972594287
2016-05-22,1.19520497986
2016-05-29,1.19135604199
2016-06-05,1.24391983299
2016-06-12,1.24307805725
2016-06-19,1.24118181109
2016-06-26,1.24280909846
