date,000300.SH,000832.SH,000905.SH,H11006.CSI,H11025.CSI,H11073.CSI,SP500.SPI,SPGSGCTR.SPI
2010/3/26,3275.002,298.753,4686.931,130.37,1109.5615,114.909,1166.5886,615.5985
2010/4/1,,,,,,,1178.1026,627.142
2010/4/2,3407.346,304.667,4843.175,130.24,1110.0266,114.78,,
2010/4/9,3379.17,304.006,4939.176,129.97,1110.3839,114.841,1194.3677,647.1024
2010/4/16,3356.332,303.989,4898.67,130.11,1110.716,115.198,1192.1288,633.1992
2010/4/23,3190.003,306.589,4864.164,130.7,1111.0323,114.984,1217.2756,642.5746
2010/4/30,3067.365,298.679,4438.681,131.17,1111.3946,115.328,1186.6894,657.6317
2010/5/7,2836.789,295.3,4350.758,131.58,1111.7419,115.623,1110.8847,674.1948
2010/5/14,2868.023,293.197,4184.841,131.7,1112.1138,115.848,1135.6823,683.9133
2010/5/21,2768.791,291.945,3982.385,132.47,1112.4212,116.475,1087.6933,655.1776
2010/5/28,2850.302,290.205,4235.322,132.3,1112.8515,116.586,1089.4058,675.8349
2010/6/4,2744.391,285.727,4089.035,132.46,1113.2011,116.609,1064.875,677.3582
2010/6/11,2758.866,285.201,4197.995,132.39,1113.5294,117.718,1091.5996,684.3305
2010/6/18,2696.166,282.313,3972.286,132.26,1113.84,118.709,1117.5106,699.9744
2010/6/25,2736.287,281.919,4028.433,132.03,1114.1925,117.949,1076.7646,698.8188
2010/7/2,2534.105,278.288,3585.576,132.56,1114.5719,118.27,1022.583,671.8569
2010/7/9,2647.104,283.242,3807.604,132.84,1114.9672,118.017,1077.9577,673.0415
2010/7/16,2616.128,283.724,3757.432,133.26,1115.3689,118.966,1064.8774,661.0691
2010/7/23,2793.076,289.912,4015.467,133.27,1115.7814,118.515,1102.6582,660.8116
2010/7/30,2868.846,291.004,4191.13,133.27,1116.2252,118.968,1101.5974,656.5609
2010/8/6,2897.659,290.98,4356.012,133.27,1116.6096,119.229,1121.6419,668.4486
2010/8/13,2855.547,291.136,4323.052,133.63,1117.021,119.303,1079.2464,674.7354
2010/8/20,2898.333,292.705,4366.604,133.76,1117.4021,119.214,1071.6922,681.5217
2010/8/27,2858.566,290.324,4431.444,133.74,1117.8291,119.649,1064.5906,686.5894
2010/9/3,2920.205,293.3,4662.96,133.85,1118.3166,120.099,1104.5066,693.9308
2010/9/10,2932.554,295.47,4705.31,133.81,1118.7584,120.312,1109.5521,691.3983
2010/9/17,2861.369,292.245,4603.489,133.44,1119.1652,120.104,1125.5925,708.6121
2010/9/21,2857.476,291.403,4546.724,133.48,1119.3882,119.758,,
2010/9/24,,,,,,,1148.6706,720.0598
2010/9/30,2935.574,295.023,4660.605,133.58,1119.9426,120.442,,
2010/10/1,,,,,,,1146.2369,731.0098
2010/10/8,3044.233,300.557,4767.967,133.62,1120.3905,120.532,1165.1462,746.2849
2010/10/15,3327.683,323.041,4691.45,133.22,1120.9235,120.13,1176.1885,761.1152
2010/10/22,3378.655,316.976,4877.927,131.92,1121.4394,119.44,1183.0768,735.1163
2010/10/29,3379.983,319.475,5055.492,131.8,1121.985,119.089,1183.2577,753.1654
2010/11/5,3520.798,329.674,5311.77,131.05,1122.3996,118.479,1225.8479,775.4311
2010/11/12,3291.833,320.403,5111.189,129.4,1122.8292,117.321,1199.2083,757.6069
2010/11/19,3178.846,313.51,5081.03,129.86,1123.249,116.558,1199.7301,750.2589
2010/11/26,3194.853,311.844,5227.648,128.94,1123.6242,116.977,1189.4038,755.7631
2010/12/3,3158.156,312.16,5100.366,129.41,1124.0404,116.998,1224.7077,778.9981
2010/12/10,3161.977,313.198,5039.165,129.7,1124.4828,117.205,1240.3977,767.2222
2010/12/17,3225.661,316.718,5228.337,130.06,1124.9364,117.585,1243.9073,764.0856
2010/12/23,,,,,,,1256.7716,764.8231
2010/12/24,3162.955,311.094,4991.544,130.21,1125.5072,117.423,,
2010/12/31,3128.261,311.065,4936.716,129.87,1126.086,118.069,1257.636,787.5094
2011/1/7,3166.624,313.514,4975.144,130.44,1126.7386,117.103,1271.5024,758.4465
2011/1/14,3091.862,309.841,4723.426,130.24,1127.3574,116.935,1293.245,753.763
2011/1/21,2983.456,301.134,4506.322,129.78,1127.9324,117.054,1283.3467,742.885
2011/1/28,3036.735,302.136,4548.206,129.61,1128.6415,118.35,1276.3435,742.4093
2011/2/1,3077.283,303.333,4630.58,129.68,1129.0616,118.476,,
2011/2/4,,,,,,,1310.8702,746.4707
2011/2/11,3120.956,300.792,4786.806,129.24,1130.1441,116.19,1329.1456,752.8009
2011/2/18,3211.876,303.177,4941.432,129.74,1130.873,116.259,1343.0135,768.4265
2011/2/25,3197.617,300.694,5032.797,130.3,1131.6809,115.925,1319.8827,779.8999
2011/3/4,3270.666,304.461,5067.621,130.61,1132.3881,116.023,1321.1529,790.6004
2011/3/11,3247.376,303.585,5139.746,130.77,1133.0094,115.889,1304.2813,786.7809
2011/3/18,3215.685,303.458,5126.934,131.45,1133.5782,115.924,1279.205,783.6449
2011/3/25,3294.484,306.962,5212.345,131.33,1134.1864,116.557,1313.8021,789.2428
2011/4/1,3272.729,306.803,5065.076,131.33,1135.0047,117.16,1332.4131,789.9766
2011/4/8,3353.358,309.119,5148.799,131.43,1135.6343,116.528,1328.1668,814.977
2011/4/15,3358.944,314.631,5162.415,131.81,1136.2394,117.164,1319.6779,821.5641
2011/4/21,,,,,,,1337.3849,831.4128
2011/4/22,3299.942,313.173,5165.123,131.84,1136.8858,116.704,,
2011/4/29,3192.723,312.002,4836.866,132.22,1137.5774,117.341,1363.6122,860.5059
2011/5/6,3121.396,311.449,4849.969,132.26,1138.2322,120.319,1340.2029,824.6882
2011/5/13,3128.093,312.15,4902.564,132.38,1138.8984,120.634,1337.775,825.7602
2011/5/20,3121.596,311.591,4863.185,132.46,1139.5692,120.553,1333.2692,834.1615
2011/5/27,2963.308,308.23,4428.894,132.59,1140.2595,120.536,1331.1038,849.25
2011/6/3,2986.349,306.816,4506.196,132.55,1141.0502,120.688,1300.1626,852.0769
2011/6/10,2961.932,304.487,4469.049,132.15,1141.7571,120.696,1270.9793,844.7932
2011/6/17,2892.157,302.403,4337.367,131.49,1142.4528,120.451,1271.5032,850.2703
2011/6/24,3027.47,304.938,4509.18,132.07,1143.1982,120.511,1268.4452,829.1735
2011/7/1,3049.745,302.614,4604.746,132.04,1144.0169,120.435,1339.6687,819.0683
2011/7/8,3109.183,303.144,4756.614,132.09,1144.8413,120.424,1343.804,851.6672
2011/7/15,3128.889,302.151,4896.043,131.9,1145.6895,120.221,1316.1442,878.3705
2011/7/22,3067.985,295.283,4800.938,130.78,1146.4971,119.599,1345.0158,884.8299
2011/7/29,2972.079,291.172,4628.32,130.82,1147.2837,119.231,1292.2828,900.0103
2011/8/5,2897.417,287.739,4559.018,130.94,1148.0806,118.456,1199.3752,911.3925
2011/8/12,2875.365,291.779,4505.886,131.62,1148.844,118.919,1178.8116,961.5059
2011/8/19,2807.664,287.883,4395.019,131.78,1149.5586,118.988,1123.5264,1021.987
2011/8/26,2901.216,288.115,4530.423,131.55,1150.3192,118.748,1176.8004,991.699
2011/9/2,2803.854,267.744,4344.977,131.08,1151.0558,118.264,1173.9659,1035.623
2011/9/9,2751.095,265.934,4233.748,131.29,1151.7723,118.101,1154.2335,1026.026
2011/9/16,2733.987,265.151,4214.816,131.34,1152.4873,117.895,1216.0141,1001.311
2011/9/23,2669.478,259.082,4117.735,132.21,1153.1994,117.914,1136.4294,904.8069
2011/9/30,2581.351,256.604,3856.828,132.95,1153.9893,117.782,1131.4204,895.1536
2011/10/7,,,,,,,1155.4641,902.6061
2011/10/14,2653.782,264.149,3985.193,134.02,1155.6913,118.199,1224.577,928.6534
2011/10/21,2507.877,266.699,3671.695,134.394,1156.5353,120.485,1238.2499,902.7788
2011/10/28,2709.017,274.334,3978.8,134.3272,1157.4549,119.864,1285.0864,964.0867
2011/11/4,2763.746,281.946,4131.13,135.1303,1158.4273,120.418,1253.2271,969.0003
2011/11/11,2695.002,277.214,4062.144,136.3768,1159.375,121.266,1263.8546,986.6795
2011/11/18,2606.495,272.933,3963.258,136.1541,1160.3399,121.418,1215.6532,952.1312
2011/11/25,2569.973,274.086,3911.356,136.5237,1161.2713,121.323,1158.6669,930.4228
2011/12/2,2557.311,272.201,3817.041,137.8759,1162.3182,121.919,1244.278,965.0321
2011/12/9,2503.461,270.674,3663.843,138.1258,1163.2516,122.05,1255.192,946.0242
2011/12/16,2390.129,272.081,3427.214,138.1715,1164.143,122.088,1219.6572,880.5071
2011/12/23,2359.159,270.271,3327.394,138.2443,1165.0619,122.181,1265.3326,884.9718
2011/12/30,2345.742,271.35,3266.775,138.7602,1166.0481,122.619,1257.6048,863.3733
2012/1/6,2290.601,274.058,3087.546,138.9209,1167.1185,122.881,1277.8074,890.929
2012/1/13,2394.334,276.378,3233.701,139.001,1168.0788,123.868,1289.0924,898.6029
2012/1/20,2504.086,281.305,3315.603,139.1685,1169.0924,124.086,1315.3837,916.8684
2012/1/27,,,,,,,1316.3277,954.6099
2012/2/3,2506.09,281.5,3383.05,138.9212,1171.1711,124.526,1344.9021,957.3138
2012/2/10,2533.624,279.738,3488.229,138.3996,1172.2816,124.225,1342.6406,949.0749
2012/2/17,2537.086,278.823,3565.306,138.4018,1173.3502,124.218,1361.2274,949.4213
2012/2/24,2648.017,277.766,3756.825,138.6081,1174.4198,124.393,1365.743,977.2186
2012/3/2,2679.934,279.143,3794.416,138.378,1175.5414,124.392,1369.6279,940.6
2012/3/9,2664.302,278.409,3848.108,138.6466,1176.5348,124.555,1370.8657,941.5453
2012/3/16,2623.52,277.911,3786.617,138.6558,1177.4992,124.581,1404.1725,910.7321
2012/3/23,2552.94,276.402,3670.129,138.8956,1178.4566,124.48,1397.1076,914.484
2012/3/30,2454.899,274.056,3416.856,139.2946,1179.5921,124.587,1408.4679,918.3449
2012/4/5,,,,,,,1398.0841,895.3969
2012/4/6,2519.83,274.21,3554.027,139.3018,1180.6,124.623,,
2012/4/13,2580.454,279.284,3675.028,139.2396,1181.5115,124.761,1370.2613,911.9467
2012/4/20,2626.839,280.428,3736.365,139.2242,1182.4349,124.952,1378.533,902.4033
2012/4/27,2626.157,280.49,3664.638,139.3547,1183.385,125.096,1403.3581,914.5022
2012/5/4,2715.879,282.397,3758.004,139.4427,1184.3047,125.144,1369.0982,903.7511
2012/5/11,2636.917,279.725,3715.385,140.0351,1185.2055,125.462,1353.3916,870.1632
2012/5/18,2573.976,279.341,3655.858,141.3621,1186.1256,126.424,1295.22,874.5125
2012/5/25,2573.103,282.141,3635.516,142.1895,1187.0349,127.247,1317.8212,861.9106
2012/6/1,2632.998,283.91,3744.437,141.9367,1188.0052,127.279,1278.0446,889.8474
2012/6/8,2524.329,281.432,3564.158,142.1448,1188.9254,128.251,1325.6555,873.0195
2012/6/15,2568.054,282.454,3648.994,141.6206,1189.784,128.272,1342.8353,893.1665
2012/6/21,2512.185,280.914,3590.837,141.6374,1190.4941,128.079,,
2012/6/22,,,,,,,1335.0204,859.6078
2012/6/29,2461.612,279.392,3470.965,142.2866,1191.8519,128.262,1362.1587,880.087
2012/7/6,2472.614,279.722,3486.546,142.7334,1192.7352,128.61,1354.6761,866.2235
2012/7/13,2450.633,279.312,3435.084,143.0474,1193.4947,128.752,1356.7841,873.4511
2012/7/20,2398.455,279.75,3369.913,142.9921,1194.2301,128.968,1362.6597,868.325
2012/7/27,2349.108,276.943,3283.592,142.9538,1194.9926,128.924,1385.97,887.6509
2012/8/3,2353.737,277.268,3259.856,142.8802,1195.7213,128.712,1390.9893,880.3386
2012/8/10,2399.751,279.584,3395.849,142.8677,1196.4145,128.47,1405.8678,887.7415
2012/8/17,2313.476,278.722,3286.778,142.4253,1197.1235,128.316,1418.1627,885.8997
2012/8/24,2275.677,275.885,3265.749,142.216,1197.8268,127.982,1411.1267,915.1861
2012/8/31,2204.868,274.533,3139.5,142.0024,1198.5475,127.913,1406.5757,923.2468
2012/9/7,2317.179,273.537,3334.66,141.8439,1199.2794,128.016,1437.9172,952.2062
2012/9/14,2315.542,272.313,3338.038,141.0382,1199.967,127.671,1465.7739,969.8412
2012/9/21,2199.063,269.077,3143.71,141.4071,1200.6699,127.458,1460.1513,972.7604
2012/9/28,2293.106,270.723,3199.752,141.7235,1201.4859,127.96,1440.6745,970.5377
2012/10/5,,,,,,,1460.9266,974.3309
2012/10/12,2304.531,272.544,3240.399,141.7332,1203.0469,128.317,1428.59,962.8036
2012/10/19,2332.47,274.031,3285.445,141.5634,1203.8183,128.7157,1433.1872,943.2896
2012/10/22,,,,,,,,944.5563
2012/10/26,2247.907,270.981,3163.295,141.4222,1204.6058,128.5924,1411.9403,
2012/11/2,2306.774,272.129,3249.552,141.4487,1205.4069,128.6183,1414.1977,
2012/11/9,2240.924,270.791,3116.978,141.7186,1206.185,128.6152,1379.8495,
2012/11/16,2177.24,269.74,3009.153,142.1666,1206.9567,128.7846,1359.8764,
2012/11/23,2192.676,270.258,3005.459,142.1391,1207.7461,128.8541,1409.1549,
2012/11/30,2139.661,270.66,2816.624,142.1325,1208.5302,128.8306,1416.1816,
2012/12/7,2246.757,274.53,2950.193,141.9012,1209.3354,128.7969,1418.0747,
2012/12/14,2355.865,278.432,3066.231,141.9681,1210.1564,128.8753,1413.5791,
2012/12/21,2372.002,278.966,3101.074,142.0259,1211.0268,128.8745,1430.1484,907.28
2012/12/28,2480.049,281.313,3235.195,142.3722,1211.999,128.9175,1402.4284,905
2013/1/4,2524.409,284.672,3258.251,142.2645,1212.8594,129.0967,1466.4667,901.18
2013/1/11,2483.23,286.095,3271.179,142.3353,1213.737,129.4115,1472.0541,907.6
2013/1/18,2595.439,296.301,3464.645,142.6039,1214.5223,129.5901,1485.9764,922.03
2013/1/25,2571.674,292.119,3364.061,142.7251,1215.327,129.8102,1502.9584,905.45
2013/2/1,2743.324,306.138,3507.709,142.6613,1216.2683,130.0596,1513.1739,911.9
2013/2/7,,,,,,,,912.3
2013/2/8,2771.725,307.196,3608.589,142.8391,1217.0986,130.4593,1517.9269,
2013/2/15,,,,,,,1519.7942,
2013/2/22,2596.604,299.904,3548.358,143.0856,1218.7107,130.8452,1515.6006,
2013/3/1,2668.836,302.827,3648.422,142.9915,1219.5404,130.9334,1518.2,
2013/3/8,2606.927,301.233,3570.38,143.2144,1220.3865,131.0577,1551.1792,860.84
2013/3/15,2539.873,298.9,3471.214,143.2336,1221.1752,131.1267,1560.6961,869.44
2013/3/22,2618.308,304.834,3579.92,143.3502,1221.9984,131.0531,1556.8859,876.71
2013/3/28,,,,,,,1569.1859,870.01
2013/3/29,2495.083,298.3,3447.285,143.603,1222.8975,131.3479,,
2013/4/3,2483.547,297.336,3397.232,144.0435,1223.4639,131.7776,,
2013/4/5,,,,,,,1553.2789,859.23
2013/4/12,2462.112,299.934,3394.517,144.4281,1224.4699,132.195,1588.8546,818.62
2013/4/19,2533.827,299.436,3495.242,144.435,1225.2205,132.2744,1555.2544,760.94
2013/4/26,2447.306,294.661,3367.766,144.9197,1225.9802,132.2518,1582.2357,792.58
2013/5/3,2492.912,295.136,3448.64,145.1908,1226.7599,132.5204,1614.4163,798.36
2013/5/10,2540.836,298.625,3577.327,145.3055,1227.5564,132.8077,1633.7015,783.25
2013/5/17,2592.048,304.494,3691.399,145.3599,1228.2716,133.025,1667.4714,744.09
2013/5/24,2597.228,302.994,3782.071,145.4633,1229.0755,133.1265,1649.6048,755.81
2013/5/31,2606.426,305.801,3841.218,145.4297,1229.9104,133.1856,1630.7419,758.82
2013/6/7,2484.16,300.691,3616.21,145.1078,1230.7056,133.0725,1643.3791,753.37
2013/6/14,2416.771,296.64,3584.978,145.1907,1231.5178,132.9466,1626.7265,755.89
2013/6/21,2317.394,287.592,3446.483,143.7252,1232.3332,132.1803,1592.4285,703.82
2013/6/28,2200.639,287.723,3235.978,144.9955,1233.2153,132.6149,1606.2776,666.62
2013/7/5,2226.849,291.264,3371.529,145.2338,1234.2499,133.3264,1631.8869,660.63
2013/7/12,2275.373,290.233,3425.135,144.3989,1235.2002,132.961,1680.1912,695.87
2013/7/19,2190.478,286.339,3394.306,143.7381,1236.0884,132.5011,1692.088,703.71
2013/7/26,2224.008,286.073,3494.159,143.5229,1236.9593,132.0552,1691.6462,718.89
2013/8/2,2247.263,287.94,3533.609,143.7494,1237.8976,132.7552,1709.6727,712.69
2013/8/9,2286.01,288.633,3618.744,143.0335,1238.8137,132.2142,1691.4241,713.62
2013/8/16,2304.144,287.918,3554.348,142.0543,1239.72,131.5157,1655.8265,745.61
2013/8/23,2286.929,286.867,3627.97,141.8712,1240.63,131.5716,1663.5034,759.1
2013/8/30,2313.91,288.691,3664.148,141.7667,1241.56,131.7928,1632.9712,759.27
2013/9/6,2357.782,290.319,3792.832,141.6385,1242.49,131.7018,1655.1655,754.06
2013/9/13,2488.902,300.75,3849.82,141.1424,1243.42,131.6641,1687.988,711.69
2013/9/18,2432.51,297.353,3822.123,141.6614,1244.09,131.7103,,
2013/9/20,,,,,,,1709.9127,724.69
2013/9/27,2394.971,293.378,3822.758,142.2822,1245.36,131.9534,1691.7452,728.34
2013/9/30,2409.037,293.24,3872.893,142.2932,1245.81,131.9387,,
2013/10/4,,,,,,,1690.5036,712.41
2013/10/11,2468.508,296.432,4026.916,142.4907,1247.44,132.142,1703.1952,689.73
2013/10/18,2426.054,293.937,3970.641,141.9855,1248.5,132.0368,1744.5021,714.98
2013/10/25,2368.559,291.034,3821.779,141.4654,1249.48,131.567,1759.7656,735.6
2013/11/1,2384.96,292.481,3702.445,141.6588,1250.57,131.5315,1761.6445,714.23
2013/11/8,2307.945,289.644,3629.94,140.2303,1251.61,131.0922,1770.6068,698.7
2013/11/15,2350.734,286.463,3736.452,137.6585,1252.62,129.985,1798.1757,700.11
2013/11/22,2397.962,289.118,3842.756,137.7371,1253.63,129.2689,1804.7566,676.38
2013/11/29,2438.944,287.579,3946.383,139.0313,1254.73,129.5509,1805.8127,679.54
2013/12/6,2452.287,289.003,3918.783,138.3143,1255.84,129.6966,1805.0941,667.92
2013/12/13,2406.639,285.203,3925.434,138.4073,1256.98,129.8555,1775.3189,670.97
2013/12/20,2278.136,277.354,3747.002,137.9891,1258.13,129.5204,1818.3206,654.19
2013/12/27,2303.478,278.653,3800.774,138.363,1259.44,129.5051,1841.4027,659.79
2014/1/3,2290.779,277.759,3816.316,137.9914,1260.8,129.4536,1831.3666,673.17
2014/1/10,2204.851,272.621,3628.634,138.4375,1262.05,129.7088,1842.3722,677.7
2014/1/17,2178.488,271.256,3671.915,138.7139,1263.65,129.7903,1838.6995,680.3
2014/1/24,2245.678,274.281,3882.668,139.6547,1264.75,130.141,1790.2855,686.93
2014/1/30,2202.45,275.358,3885.416,139.9695,1265.89,130.5265,,
2014/1/31,,,,,,,1782.587,673.52
2014/2/7,2212.483,274.694,3957.671,140.1871,1267.39,130.8766,1797.0169,686.08
2014/2/14,2295.575,279.222,4134.16,140.3927,1268.97,131.1198,1838.6327,716.35
2014/2/21,2264.294,280.632,4121.917,140.3252,1269.98,131.8507,1836.2462,719.07
2014/2/28,2178.971,276.935,3975.929,141.5056,1271.14,132.7089,1859.4494,717.99
2014/3/7,2168.358,277.377,4012.447,140.8374,1272.28,132.7861,1878.0392,727.02
2014/3/14,2122.836,275.668,3888.975,141.3684,1273.35,132.9236,1841.1335,749.16
2014/3/21,2158.798,276.101,3952.392,141.3179,1274.4,132.7105,1866.5207,725.7
2014/3/28,2151.965,275.67,3865.295,141.4617,1275.56,132.8186,1857.6208,703.05
2014/4/4,2185.472,277.721,3939.229,141.2515,1276.72,132.9145,1865.0934,708.06
2014/4/11,2270.666,282.853,4021.194,141.3051,1277.81,133.0236,1815.6851,716.48
2014/4/17,,,,,,,1864.8514,702.85
2014/4/18,2224.479,281.154,4029.262,142.4802,1278.91,133.5107,,
2014/4/25,2167.826,280.529,3800.681,142.4321,1279.97,133.6962,1863.4007,706.61
2014/4/30,2158.659,279.114,3766.17,142.6837,1280.72,133.9476,,
2014/5/2,,,,,,,1881.1381,707.75
2014/5/9,2133.911,279.979,3716.022,143.7347,1282.11,134.3679,1878.4757,699.42
2014/5/16,2145.952,279.84,3726.656,143.6905,1283.17,134.5507,1877.8553,702.53
2014/5/23,2148.414,280.43,3786.563,144.0956,1284.22,134.711,1900.5332,701.61
2014/5/30,2156.464,281.655,3829.238,145.1062,1285.25,135.0969,1923.5727,676.69
2014/6/6,2134.716,283.531,3818.333,146.1138,1286.27,135.3779,1949.4407,680.22
2014/6/13,2176.242,289.374,3891.557,146.0901,1287.29,135.6324,1936.1594,691.96
2014/6/20,2136.729,287.36,3789.342,146.2622,1288.42,135.7119,1962.8734,715.04
2014/6/27,2150.258,289.665,3889.323,146.4324,1289.67,135.8866,1960.9605,716.89
2014/7/3,,,,,,,1985.4371,717.22
2014/7/4,2178.695,288.504,4004.561,146.0081,1290.91,135.8884,,
2014/7/11,2148.009,286.777,4029.751,146.1784,1291.96,136.0054,1967.5692,726.39
2014/7/18,2164.144,286.567,4042.521,144.9115,1292.97,135.8794,1978.2184,711.27
2014/7/25,2260.454,291.372,4089.801,145.0952,1294.02,135.9877,1978.3389,708.18
2014/8/1,2329.402,296.672,4210.219,145.2156,1295.05,136.1233,1925.1518,702.48
2014/8/8,2331.134,294.984,4311.697,145.381,1296.07,136.3036,1931.5932,711.28
2014/8/15,2360.635,297.28,4423.636,145.5401,1297.08,137.0022,1955.0626,708.68
2014/8/22,2365.364,297.081,4521.752,145.6014,1298.1,137.0965,1988.4024,694.58
2014/8/29,2338.287,297.829,4427.879,145.9286,1299.15,137.2608,2003.3677,698.49
2014/9/5,2449.259,308.276,4666.474,146.0011,1300.23,137.4074,2007.7119,687.58
2014/9/12,2438.358,306.569,4756.949,146.0518,1301.24,137.4808,1985.5363,668.16
2014/9/19,2425.211,303.758,4758.727,147.2019,1302.29,137.783,2010.3967,660.08
2014/9/26,2437.201,304.3,4829.935,147.445,1303.44,138.0079,1982.8459,659.43
2014/9/30,2450.988,305.34,4916.119,147.5818,1304.09,138.128,,
2014/10/3,,,,,,,1967.9021,647.23
2014/10/10,2466.789,304.646,4981.853,147.7841,1305.51,138.2773,1906.1297,662.85
2014/10/17,2441.732,303.065,4860.732,149.459,1306.54,138.8686,1886.764,672.24
2014/10/24,2390.706,305.245,4774.666,150.2213,1307.65,139.3506,1964.5803,668.34
2014/10/31,2508.325,319.772,4986.416,150.8615,1308.78,139.735,2018.0545,635.68
2014/11/7,2502.153,323.171,4977.255,152.0835,1309.88,141.0884,2031.9215,634.7
2014/11/14,2581.093,332.537,4909.609,152.3745,1310.96,141.7214,2039.8169,643.18
2014/11/21,2583.455,329.964,5029.773,152.3631,1312,141.4203,2063.5024,649.75
2014/11/28,2808.819,349.071,5245.267,153.453,1313.18,142.0215,2067.562,637.33
2014/12/5,3124.885,378.574,5333.892,152.2354,1314.19,141.3981,2075.3682,645.41
2014/12/12,3193.227,360.825,5493.2,152.716,1315.14,139.8669,2002.3342,662.82
2014/12/19,3383.167,393.948,5524.122,152.8734,1316.24,140.1436,2070.647,648.46
2014/12/26,3445.839,413.71,5422.751,153.4184,1317.36,140.9101,2088.7661,648.08
2014/12/31,3533.705,437.081,5322.714,153.7386,1318.14,141.2357,,
2015/1/2,,,,,,,2058.2048,643.16
2015/1/9,3546.723,455.331,5409.058,153.7378,1319.56,141.6941,2044.8099,659.38
2015/1/16,3635.146,466.45,5520.123,155.0325,1320.71,142.5942,2019.4187,692.39
2015/1/23,3571.732,463.862,5633.289,155.6548,1321.81,143.1547,2051.8218,700.9
2015/1/30,3434.39,426.888,5632.728,155.5616,1322.92,142.711,1994.9904,693.1
2015/2/6,3312.42,402.883,5534.785,156.0143,1324.03,142.3281,2055.4722,668.93
2015/2/13,3469.828,421.068,5769.272,156.7478,1325.24,142.3409,2096.9879,664.87
2015/2/17,3522.322,424.923,5911.098,157.4071,1325.88,142.7027,,
2015/2/20,,,,,,,2110.3009,652.85
2015/2/27,3572.843,422.833,6018.463,157.3403,1327.39,143.0601,2104.5032,657.29
2015/3/6,3478.52,412.561,6133.026,156.2717,1328.59,143.1855,2071.2621,630.85
2015/3/13,3617.657,425.086,6329.576,156.4757,1329.85,143.3844,2053.3983,624.33
2015/3/20,3892.574,448.965,6850.897,156.2752,1331.01,143.4485,2108.0973,641.71
2015/3/27,3971.697,433.92,7155.945,155.5815,1332.13,143.3162,2061.022,650
2015/4/2,,,,,,,2066.9649,650.11
2015/4/3,4170.538,449.246,7679.01,155.8678,1333.21,143.2007,,
2015/4/10,4344.416,436.746,7952.189,155.0731,1334.24,143.0554,2102.0553,652.12
2015/4/17,4596.136,452.775,7980.76,155.9697,1335.47,143.4801,2081.1778,651.31
2015/4/24,4702.641,476.361,8419.095,157.1659,1336.53,144.1955,2117.6899,636.1
2015/4/30,4749.886,475.134,8469.673,157.7888,1337.37,144.4355,,
2015/5/1,,,,,,,2108.2903,635.83
2015/5/8,4558.404,447.005,8201.293,157.1911,1338.6,144.831,2116.0951,643.63
2015/5/15,4617.47,469.183,8742.885,158.1996,1339.69,145.5528,2122.7341,663.3
2015/5/22,4951.335,504.596,9778.171,157.9672,1340.89,145.7704,2126.0614,651.73
2015/5/29,4840.829,525.665,9966.845,157.0705,1341.71,145.8059,2107.3896,643.56
2015/6/5,5230.552,555.423,11144.52,157.2932,1342.71,146.0267,2092.8309,631.83
2015/6/12,5335.1151,536.1249,11545.8906,157.1705,1343.51,146.0911,2094.1057,637.83
2015/6/19,4637.0517,445.5394,9987.4074,157.6976,1344.37,146.2395,2109.9883,650.11
2015/6/26,4336.1947,374.1899,9078.0648,157.6702,1345.33,146.4959,2101.4874,634.59
