,000300.SH
2002/1/4,1316.455
2002/1/11,1249.814
2002/1/18,1149.483
2002/1/25,1189.428
2002/2/1,1215.743
2002/2/8,1235.092
2002/3/1,1227.229
2002/3/8,1351.854
2002/3/15,1338.702
2002/3/22,1369.901
2002/3/29,1313.466
2002/4/5,1332.201
2002/4/12,1350.689
2002/4/19,1330.642
2002/4/26,1331.714
2002/4/30,1353.607
2002/5/10,1335.451
2002/5/17,1277.235
2002/5/24,1265.966
2002/5/31,1238.577
2002/6/7,1252.514
2002/6/14,1222.119
2002/6/21,1288.522
2002/6/28,1431.175
2002/7/5,1415.403
2002/7/12,1389.45
2002/7/19,1403.253
2002/7/26,1361.409
2002/8/2,1359.993
2002/8/9,1350.311
2002/8/16,1349.622
2002/8/23,1379.419
2002/8/30,1361.298
2002/9/6,1334.343
2002/9/13,1321.809
2002/9/20,1305.747
2002/9/27,1285.652
2002/10/11,1237.14
2002/10/18,1233.668
2002/10/25,1233.578
2002/11/1,1227.849
2002/11/8,1232.945
2002/11/15,1186.923
2002/11/22,1128.072
2002/11/29,1164.618
2002/12/6,1139.803
2002/12/13,1132.079
2002/12/20,1157.337
2002/12/27,1120.276
2003/1/3,1073.524
2003/1/10,1121.576
2003/1/17,1190.895
2003/1/24,1187.694
2003/1/29,1207.597
2003/2/14,1213.699
2003/2/21,1191.628
2003/2/28,1213.862
2003/3/7,1198.744
2003/3/14,1177.61
2003/3/21,1185.422
2003/3/28,1199.264
2003/4/4,1223.558
2003/4/11,1274.998
2003/4/18,1300.411
2003/4/25,1205.381
2003/4/30,1239.952
2003/5/16,1274.258
2003/5/23,1283.668
2003/5/30,1300.865
2003/6/6,1262.064
2003/6/13,1277.323
2003/6/20,1244.656
2003/6/27,1220.736
2003/7/4,1229.975
2003/7/11,1255.934
2003/7/18,1241.574
2003/7/25,1218.666
2003/8/1,1226.239
2003/8/8,1218.112
2003/8/15,1201.323
2003/8/22,1191.432
2003/8/29,1178.574
2003/9/5,1183.913
2003/9/12,1164.18
2003/9/19,1149.287
2003/9/26,1131.295
2003/9/30,1127.144
2003/10/10,1155.42
2003/10/17,1128.099
2003/10/24,1140.034
2003/10/31,1111.617
2003/11/7,1103.777
2003/11/14,1100.016
2003/11/21,1115.469
2003/11/28,1142.975
2003/12/5,1176.661
2003/12/12,1183.107
2003/12/19,1163.64
2003/12/26,1208.523
2004/1/2,1204.613
2004/1/9,1266.406
2004/1/16,1284.296
2004/1/30,1281.334
2004/2/6,1347.221
2004/2/13,1342.335
2004/2/20,1391.095
2004/2/27,1351.61
2004/3/5,1341.758
2004/3/12,1358.514
2004/3/19,1393.571
2004/3/26,1386.477
2004/4/2,1405.918
2004/4/9,1370.276
2004/4/16,1331.082
2004/4/23,1276.307
2004/4/30,1239.72
2004/5/14,1207.261
2004/5/21,1209.213
2004/5/28,1201.721
2004/6/4,1192.776
2004/6/11,1140.528
2004/6/18,1103.403
2004/6/25,1081.958
2004/7/2,1114.945
2004/7/9,1106.915
2004/7/16,1132.799
2004/7/23,1101.599
2004/7/30,1088.677
2004/8/6,1088.241
2004/8/13,1077.245
2004/8/20,1060.229
2004/8/27,1039.238
2004/9/3,1043.537
2004/9/10,1015.151
2004/9/17,1112.767
2004/9/24,1135.973
2004/9/30,1109.324
2004/10/8,1131.915
2004/10/15,1061.642
2004/10/22,1063.143
2004/10/29,1050.299
2004/11/5,1033.804
2004/11/12,1072.619
2004/11/19,1091.371
2004/11/26,1074.986
2004/12/3,1058.334
2004/12/10,1043.554
2004/12/17,1022.996
2004/12/24,1016.398
2004/12/31,1000
2005/1/7,983.958
2005/1/14,988.306
2005/1/21,982.604
2005/1/28,969.209
2005/2/4,1016.858
2005/2/18,1006.055
2005/2/25,1046.761
2005/3/4,1023.667
2005/3/11,1027.429
2005/3/18,978.665
2005/3/25,962.955
2005/4/1,978.145
2005/4/8,1003.445
2005/4/15,974.082
2005/4/22,939.101
2005/4/29,932.395
2005/5/13,887.543
2005/5/20,882.763
2005/5/27,849.508
2005/6/3,818.033
2005/6/10,894.556
2005/6/17,880.345
2005/6/24,898.301
2005/7/1,859.494
2005/7/8,829.489
2005/7/15,841.001
2005/7/22,859.693
2005/7/29,888.164
2005/8/5,923.803
2005/8/12,938.316
2005/8/19,923.038
2005/8/26,928.258
2005/9/2,947.871
2005/9/9,949.065
2005/9/16,967.495
2005/9/23,916.154
2005/9/30,917.392
2005/10/14,904.828
2005/10/21,904.414
2005/10/28,867.729
2005/11/4,878.361
2005/11/11,864.79
2005/11/18,882.241
2005/11/25,884.105
2005/12/2,869.936
2005/12/9,887.358
2005/12/16,902.561
2005/12/23,915.89
2005/12/30,923.451
2006/1/6,970.032
2006/1/13,978.809
2006/1/20,993.34
2006/1/25,1009.597
2006/2/10,1032.337
2006/2/17,1020.368
2006/2/24,1049.444
2006/3/3,1041.677
2006/3/10,1008.897
2006/3/17,1024.015
2006/3/24,1042.601
2006/3/31,1061.088
2006/4/7,1103.154
2006/4/14,1118.607
2006/4/21,1149.158
2006/4/28,1172.347
2006/5/12,1296.257
2006/5/19,1366.097
2006/5/26,1331.02
2006/6/2,1390.116
2006/6/9,1294.185
2006/6/16,1318.01
2006/6/23,1339.446
2006/6/30,1393.963
2006/7/7,1410.429
2006/7/14,1357.129
2006/7/21,1356.033
2006/7/28,1341.393
2006/8/4,1241.908
2006/8/11,1275.654
2006/8/18,1267.866
2006/8/25,1295.437
2006/9/1,1318.099
2006/9/8,1332.153
2006/9/15,1362.322
2006/9/22,1374.852
2006/9/29,1403.265
2006/10/13,1430.882
2006/10/20,1440.182
2006/10/27,1439.05
2006/11/3,1488.291
2006/11/10,1504.062
2006/11/17,1562.084
2006/11/24,1636.58
2006/12/1,1729.224
2006/12/8,1711.584
2006/12/15,1867.636
2006/12/22,1895.644
2006/12/29,2041.047
2007/1/5,2072.883
2007/1/12,2173.747
2007/1/19,2396.093
2007/1/26,2512.922
2007/2/2,2298.003
2007/2/9,2397.245
2007/2/16,2676.735
2007/3/2,2508.729
2007/3/9,2611.393
2007/3/16,2604.226
2007/3/23,2716.266
2007/3/30,2781.784
2007/4/6,2972.008
2007/4/13,3169.233
2007/4/20,3289.282
2007/4/27,3470.523
2007/4/30,3558.709
2007/5/11,3702.612
2007/5/18,3776.629
2007/5/25,3985.252
2007/6/1,3803.954
2007/6/8,3837.867
2007/6/15,4099.381
2007/6/22,4051.426
2007/6/29,3764.078
2007/7/6,3710.283
2007/7/13,3820.124
2007/7/20,3971.884
2007/7/27,4307.143
2007/8/3,4598.379
2007/8/10,4726.683
2007/8/17,4626.583
2007/8/24,5217.581
2007/8/31,5296.813
2007/9/7,5294.795
2007/9/14,5397.278
2007/9/21,5468.098
2007/9/28,5580.813
2007/10/12,5737.221
2007/10/19,5614.06
2007/10/26,5394.807
2007/11/2,5472.93
2007/11/9,5040.525
2007/11/16,5007.662
2007/11/23,4856.161
2007/11/30,4737.408
2007/12/7,5041.35
2007/12/14,4977.652
2007/12/21,5101.852
2007/12/28,5338.275
2008/1/4,5483.65
2008/1/11,5699.147
2008/1/18,5414.468
2008/1/25,5077.429
2008/2/1,4571.945
2008/2/5,4921.829
2008/2/15,4813.311
2008/2/22,4702.241
2008/2/29,4674.55
2008/3/7,4621.685
2008/3/14,4157.871
2008/3/21,4037.83
2008/3/28,3918.156
2008/4/3,3650.698
2008/4/11,3783.728
2008/4/18,3272.499
2008/4/25,3803.07
2008/4/30,3959.119
2008/5/9,3878.924
2008/5/16,3936.121
2008/5/23,3675.147
2008/5/30,3611.33
2008/6/6,3489.502
2008/6/13,2979.117
2008/6/20,2849.668
2008/6/27,2816.021
2008/7/4,2741.852
2008/7/11,2953.498
2008/7/18,2815.462
2008/7/25,2939.202
2008/8/1,2840.788
2008/8/8,2591.462
2008/8/15,2447.615
2008/8/22,2404.928
2008/8/29,2391.64
2008/9/5,2183.432
2008/9/12,2077.846
2008/9/19,2073.113
2008/9/26,2243.657
2008/10/10,1906.96
2008/10/17,1833.262
2008/10/24,1781.598
2008/10/31,1663.66
2008/11/7,1677.827
2008/11/14,1943.654
2008/11/21,1920.735
2008/11/28,1829.924
2008/12/5,2013.175
2008/12/12,1960.38
2008/12/19,2052.114
2008/12/26,1862.096
2008/12/31,1817.722
2009/1/9,1918.365
2009/1/16,1990.214
2009/1/23,2032.682
2009/2/6,2237.28
2009/2/13,2399.065
2009/2/20,2344.32
2009/2/27,2140.489
2009/3/6,2286.576
2009/3/13,2205.422
2009/3/20,2379.838
2009/3/27,2498.931
2009/4/3,2570.503
2009/4/10,2595.53
2009/4/17,2650.691
2009/4/24,2572.888
2009/4/30,2622.926
2009/5/8,2789.219
2009/5/15,2796.116
2009/5/22,2740.677
2009/5/27,2759.712
2009/6/5,2939.306
2009/6/12,2906.286
2009/6/19,3080.001
2009/6/26,3128.421
2009/7/3,3327.135
2009/7/10,3398.31
2009/7/17,3519.809
2009/7/24,3667.556
2009/7/31,3734.622
2009/8/7,3555.095
2009/8/14,3344.462
2009/8/21,3203.624
2009/8/28,3046.781
2009/9/4,3077.142
2009/9/11,3238.133
2009/9/18,3199.689
2009/9/25,3058.528
2009/9/30,3004.805
2009/10/9,3163.708
2009/10/16,3241.709
2009/10/23,3413.252
2009/10/30,3280.372
2009/11/6,3483.021
2009/11/13,3518.722
2009/11/20,3631.013
2009/11/27,3382.51
2009/12/4,3643.491
2009/12/11,3575.02
2009/12/18,3391.735
2009/12/25,3424.783
2009/12/31,3575.684
2010/1/8,3480.13
2010/1/15,3482.738
2010/1/22,3366.197
2010/1/29,3204.155
2010/2/5,3153.087
2010/2/12,3251.278
2010/2/26,3281.666
2010/3/5,3259.764
2010/3/12,3233.126
2010/3/19,3293.871
2010/3/26,3275.002
2010/4/2,3407.346
2010/4/9,3379.17
2010/4/16,3356.332
2010/4/23,3190.003
2010/4/30,3067.365
2010/5/7,2836.789
2010/5/14,2868.023
2010/5/21,2768.791
2010/5/28,2850.302
2010/6/4,2744.391
2010/6/11,2758.866
2010/6/18,2696.166
2010/6/25,2736.287
2010/7/2,2534.105
2010/7/9,2647.104
2010/7/16,2616.128
2010/7/23,2793.076
2010/7/30,2868.846
2010/8/6,2897.659
2010/8/13,2855.547
2010/8/20,2898.333
2010/8/27,2858.566
2010/9/3,2920.205
2010/9/10,2932.554
2010/9/17,2861.369
2010/9/21,2857.476
2010/9/30,2935.574
2010/10/8,3044.233
2010/10/15,3327.683
2010/10/22,3378.655
2010/10/29,3379.983
2010/11/5,3520.798
2010/11/12,3291.833
2010/11/19,3178.846
2010/11/26,3194.853
2010/12/3,3158.156
2010/12/10,3161.977
2010/12/17,3225.661
2010/12/24,3162.955
2010/12/31,3128.261
2011/1/7,3166.624
2011/1/14,3091.862
2011/1/21,2983.456
2011/1/28,3036.735
2011/2/1,3077.283
2011/2/11,3120.956
2011/2/18,3211.876
2011/2/25,3197.617
2011/3/4,3270.666
2011/3/11,3247.376
2011/3/18,3215.685
2011/3/25,3294.484
2011/4/1,3272.729
2011/4/8,3353.358
2011/4/15,3358.944
2011/4/22,3299.942
2011/4/29,3192.723
2011/5/6,3121.396
2011/5/13,3128.093
2011/5/20,3121.596
2011/5/27,2963.308
2011/6/3,2986.349
2011/6/10,2961.932
2011/6/17,2892.157
2011/6/24,3027.47
2011/7/1,3049.745
2011/7/8,3109.183
2011/7/15,3128.889
2011/7/22,3067.985
2011/7/29,2972.079
2011/8/5,2897.417
2011/8/12,2875.365
2011/8/19,2807.664
2011/8/26,2901.216
2011/9/2,2803.854
2011/9/9,2751.095
2011/9/16,2733.987
2011/9/23,2669.478
2011/9/30,2581.351
2011/10/14,2653.782
2011/10/21,2507.877
2011/10/28,2709.017
2011/11/4,2763.746
2011/11/11,2695.002
2011/11/18,2606.495
2011/11/25,2569.973
2011/12/2,2557.311
2011/12/9,2503.461
2011/12/16,2390.129
2011/12/23,2359.159
2011/12/30,2345.742
2012/1/6,2290.601
2012/1/13,2394.334
2012/1/20,2504.086
2012/2/3,2506.09
2012/2/10,2533.624
2012/2/17,2537.086
2012/2/24,2648.017
2012/3/2,2679.934
2012/3/9,2664.302
2012/3/16,2623.52
2012/3/23,2552.94
2012/3/30,2454.899
2012/4/6,2519.83
2012/4/13,2580.454
2012/4/20,2626.839
2012/4/27,2626.157
2012/5/4,2715.879
2012/5/11,2636.917
2012/5/18,2573.976
2012/5/25,2573.103
2012/6/1,2632.998
2012/6/8,2524.329
2012/6/15,2568.054
2012/6/21,2512.185
2012/6/29,2461.612
2012/7/6,2472.614
2012/7/13,2450.633
2012/7/20,2398.455
2012/7/27,2349.108
2012/8/3,2353.737
2012/8/10,2399.751
2012/8/17,2313.476
2012/8/24,2275.677
2012/8/31,2204.868
2012/9/7,2317.179
2012/9/14,2315.542
2012/9/21,2199.063
2012/9/28,2293.106
2012/10/12,2304.531
2012/10/19,2332.47
2012/10/26,2247.907
2012/11/2,2306.774
2012/11/9,2240.924
2012/11/16,2177.24
2012/11/23,2192.676
2012/11/30,2139.661
2012/12/7,2246.757
2012/12/14,2355.865
2012/12/21,2372.002
2012/12/28,2480.049
2013/1/4,2524.409
2013/1/11,2483.23
2013/1/18,2595.439
2013/1/25,2571.674
2013/2/1,2743.324
2013/2/8,2771.725
2013/2/22,2596.604
2013/3/1,2668.836
2013/3/8,2606.927
2013/3/15,2539.873
