,刘天君历史收益,刘青山历史收益,王鹏辉历史收益,朱平历史收益,余定恒历史收益,千象历史收益
2009-11-06,1.410780669,1.410713755,1.672824791,1.596742516,1.074733804,1.288010938
2009-11-13,1.459107807,1.465144624,1.732910327,1.673695342,1.073141606,1.280413777
2009-11-20,1.49070632,1.49594221,1.803687864,1.700220492,1.08289382,1.253765275
2009-11-27,1.520446097,1.516602753,1.842950291,1.751327358,1.080704548,1.242311094
2009-12-04,1.449814126,1.441273522,1.772172755,1.675831945,1.08080406,1.239622868
2009-12-11,1.529739777,1.487232082,1.845369137,1.766185597,1.086078217,1.208532949
2009-12-18,1.516728625,1.482743244,1.858479983,1.753170816,1.077221614,1.219753371
2009-12-25,1.451672862,1.427271917,1.760534249,1.66098137,1.082495771,1.233077622
2010-01-01,1.501858736,1.505692797,1.870574213,1.686050613,1.092347497,1.240674783
2010-01-08,1.527881041,1.521240227,1.89676085,1.709532727,1.101602149,1.235999607
2010-01-15,1.485130112,1.505573887,1.872993059,1.67400392,1.105682157,1.215779471
2010-01-22,1.518587361,1.555634829,1.972130688,1.679942009,1.118917305,1.241376059
2010-01-29,1.43866171,1.499420316,1.871380495,1.624348398,1.114638272,1.249206979
2010-02-05,1.410780669,1.478462499,1.876393466,1.585993387,1.121803164,1.267557044
2010-02-12,1.382899628,1.428698832,1.80873589,1.565938262,1.124290974,1.258791089
2010-02-19,1.418215613,1.462915069,1.870889715,1.611993023,1.124091949,1.268842717
2010-02-26,1.418215613,1.462915069,1.870889715,1.611993023,1.122499751,1.253999034
2010-03-05,1.464684015,1.511935551,1.957091776,1.624813436,1.122300726,1.250609531
2010-03-12,1.442379182,1.488777907,1.906471289,1.609256066,1.116927057,1.27608924
2010-03-19,1.420074349,1.462915069,1.85332679,1.595156229,1.095730918,1.302153345
2010-03-26,1.440520446,1.490175094,1.88540279,1.617541726,1.11453876,1.298530083
2010-04-02,1.455390335,1.512351735,1.886419407,1.614371223,1.097820679,1.40933175
2010-04-09,1.501858736,1.548946164,1.98815116,1.678581632,1.097721166,1.402903384
2010-04-16,1.533457249,1.58568923,1.991165954,1.661948503,1.089760175,1.429551886
2010-04-23,1.524163569,1.572282172,1.981140013,1.645056413,1.08120211,1.439486634
2010-04-30,1.548327138,1.611968251,1.936549113,1.6045098,1.099711414,1.396942534
2010-05-07,1.464684015,1.510389726,1.820269228,1.5418816,1.109762165,1.514640086
2010-05-14,1.427509294,1.532417729,1.715031901,1.452644077,1.114240223,1.513471292
2010-05-21,1.43866171,1.469841553,1.718011639,1.47459805,1.108767041,1.509380513
2010-05-28,1.43866171,1.464609531,1.670896726,1.4559545,1.102000199,1.557534824
2010-06-04,1.475836431,1.505722524,1.736065344,1.492467012,1.117922181,1.566768296
2010-06-11,1.459107807,1.482832427,1.712998668,1.461623784,1.132251965,1.547833834
2010-06-18,1.49070632,1.515621749,1.754119049,1.466903976,1.134142701,1.561976241
2010-06-25,1.412639405,1.427569191,1.65687443,1.424458198,1.125982685,1.621701612
2010-07-02,1.431226766,1.438449419,1.682430064,1.438128071,1.11035924,1.601832115
2010-07-09,1.336431227,1.347037665,1.572670546,1.342667677,1.108568017,1.575534251
2010-07-16,1.420074349,1.388299295,1.639346561,1.410218898,1.128669519,1.543743055
2010-07-23,1.407063197,1.366122655,1.60727056,1.402810334,1.137327097,1.534509583
2010-07-30,1.479553903,1.425607182,1.681448503,1.482185987,1.147576873,1.546197522
2010-08-06,1.513011152,1.461220607,1.740587534,1.507001554,1.143994427,1.534509583
2010-08-13,1.56133829,1.497815036,1.802706303,1.535068399,1.1461837,1.533340789
2010-08-20,1.55204461,1.482267606,1.800217346,1.525974884,1.184894019,1.503185905
2010-08-27,1.572490706,1.495971937,1.806737713,1.543647326,1.180216937,1.505640372
2010-09-03,1.596654275,1.513927287,1.841828507,1.542843323,1.180913524,1.502952146
2010-09-10,1.654275093,1.576384554,1.921510201,1.583556509,1.182505722,1.508912995
2010-09-17,1.678438662,1.588810607,1.914499053,1.589706882,1.190068664,1.528899372
2010-09-24,1.689591078,1.575106275,1.919512024,1.548049451,1.185590606,1.486589031
2010-10-01,1.689591078,1.565920509,1.904473112,1.549981615,1.185590606,1.481680096
2010-10-08,1.723048327,1.589524064,1.941036248,1.562164261,1.185590606,1.472914141
2010-10-15,1.756505576,1.611700705,1.969606675,1.612357171,1.197930142,1.496129184
2010-10-22,1.671003717,1.591218526,1.832293346,1.696268837,1.170265698,1.511313866
2010-10-29,1.788104089,1.68925949,1.940545467,1.745184676,1.178823764,1.543143295
2010-11-05,1.823420074,1.732215583,2.04129566,1.746484522,1.189571102,1.540369171
2010-11-12,1.884758364,1.788757097,2.110425577,1.817604713,1.221415066,1.548107518
2010-11-19,1.847583643,1.760218794,2.095912501,1.761060173,1.232162404,1.604904069
2010-11-26,1.86802974,1.837510033,2.165077473,1.732839438,1.220021893,1.608992252
2010-12-03,1.918215613,1.881595767,2.229229475,1.771320027,1.242710717,1.599501826
2010-12-10,1.881040892,1.849371265,2.163570076,1.731313264,1.242312668,1.566212331
2010-12-17,1.907063197,1.885400874,2.155542312,1.732442163,1.233058016,1.551903689
2010-12-24,1.942379182,1.932726894,2.18912571,1.77996286,1.239227784,1.548545538
2010-12-31,1.860594796,1.856713933,2.101907032,1.719612489,1.247885362,1.509707794
2011-01-07,1.882899628,1.860816314,2.11344037,1.730602181,1.254254155,1.523724423
2011-01-14,1.855018587,1.837628943,2.115438547,1.722464911,1.257836601,1.540369171
2011-01-21,1.780669145,1.753143673,2.075124448,1.64298408,1.228281421,1.549859597
2011-01-28,1.715613383,1.667588216,2.007221482,1.594875403,1.228679471,1.544019334
2011-02-04,1.730483271,1.672998603,2.024854519,1.602872713,1.22947557,1.5187602
2011-02-11,1.74535316,1.694937424,2.044030008,1.61864322,1.229376057,1.550735636
2011-02-18,1.793680297,1.734296501,2.085500947,1.646608226,1.231266793,1.560518075
2011-02-25,1.819702602,1.767472279,2.124903597,1.687180542,1.239128271,1.583441105
2011-03-04,1.812267658,1.783703439,2.095351609,1.681198555,1.243506817,1.572490613
2011-03-11,1.819702602,1.80266952,2.096403281,1.702091754,1.264802468,1.585047177
2011-03-18,1.834572491,1.799429234,2.112984646,1.701504861,1.267688327,1.566504344
2011-03-25,1.81598513,1.798983323,2.096403281,1.695201577,1.268882476,1.562270154
2011-04-01,1.834572491,1.820595143,2.130617682,1.742199368,1.269977112,1.594099583
2011-04-08,1.778810409,1.763637445,2.05388067,1.723545239,1.27156931,1.626659045
2011-04-15,1.802973978,1.783376438,2.089672579,1.758642088,1.30072644,1.622132842
2011-04-22,1.782527881,1.754986771,2.088095071,1.726651212,1.294357648,1.760547058
2011-04-29,1.801115242,1.756056958,2.08448433,1.712862334,1.316648423,1.752516697
2011-05-06,1.752788104,1.695858973,2.002559069,1.654612542,1.327296248,1.785806192
2011-05-13,1.750929368,1.694461785,1.979737783,1.617314035,1.35068166,1.798216749
2011-05-20,1.756505576,1.691845774,1.996844984,1.623246222,1.366404617,1.745070363
2011-05-27,1.752788104,1.68628675,1.982822688,1.612551577,1.366404617,1.892098965
2011-06-03,1.656133829,1.604298582,1.870854659,1.530485836,1.37526122,1.890638899
2011-06-10,1.723048327,1.635482624,1.903491552,1.561640031,1.369389989,1.88552867
2011-06-17,1.697026022,1.629150688,1.878111197,1.538043421,1.38859588,1.945683371
2011-06-24,1.682156134,1.582389488,1.841267616,1.534158842,1.383819286,1.957217889
2011-07-01,1.762081784,1.620351378,1.909731473,1.609840958,1.383520748,1.933564827
2011-07-08,1.801115242,1.641517286,1.929958634,1.638691488,1.383222211,1.95123162
2011-07-15,1.827137546,1.672077053,1.9978616,1.667432694,1.381032939,2.025840971
2011-07-22,1.864312268,1.709593032,2.032111057,1.689670123,1.380137327,2.001019856
2011-07-29,1.856877323,1.684740926,2.004101521,1.668896439,1.37983879,1.968168381
2011-08-05,1.821561338,1.656648533,1.952254084,1.623330841,1.379639765,1.928454598
2011-08-12,1.810408922,1.634709712,1.949659959,1.615682897,1.379540253,1.91692008
2011-08-19,1.834572491,1.652159696,1.963121363,1.618282903,1.379042691,1.931520735
2011-08-26,1.784386617,1.602752757,1.921650424,1.561394277,1.378843666,1.91692008
2011-09-02,1.799256506,1.629923601,1.940335133,1.582529123,1.379042691,1.915460014
2011-09-09,1.75464684,1.585302774,1.877585361,1.53280091,1.379042691,1.877790323
2011-09-16,1.691449814,1.546270698,1.84337096,1.474221915,1.380336352,1.88085646
2011-09-23,1.682156134,1.560629032,1.820023838,1.470826478,1.380236839,1.877498309
2011-09-30,1.656133829,1.540860311,1.764530604,1.438862244,1.37774903,1.884944644
2011-10-07,1.62267658,1.484972799,1.715277291,1.395648194,1.376952931,1.909911765
2011-10-14,1.62267658,1.484972799,1.715277291,1.395648194,1.376952931,1.857057392
2011-10-21,1.63197026,1.51446238,1.752611653,1.411227452,1.376654393,1.850925116
2011-10-28,1.55204461,1.429560926,1.683657015,1.320588251,1.377948055,1.839974624
2011-11-04,1.663568773,1.512916555,1.809121503,1.429857169,1.377251468,1.868975017
2011-11-11,1.685873606,1.552275632,1.846981701,1.449133151,1.381331476,1.887943828
2011-11-18,1.652416357,1.540860311,1.848524153,1.417993278,1.381331476,1.927705373
2011-11-25,1.609665428,1.518772853,1.817429713,1.379083798,1.380778888,1.924239917
2011-12-02,1.604089219,1.530961087,1.8573582,1.364311675,1.381331476,1.933906715
2011-12-09,1.589219331,1.496090847,1.815361425,1.358022817,1.380364447,2.004857362
2011-12-16,1.544609665,1.441124885,1.770244689,1.315364218,1.382022211,2.00996435
2011-12-23,1.518587361,1.413032492,1.744303442,1.264533722,1.382574798,1.998108843
2011-12-30,1.513011152,1.375813788,1.736556124,1.252839473,1.383127386,1.956523374
2012-01-06,1.494423792,1.355301882,1.708020753,1.247306286,1.382851092,1.938648918
2012-01-13,1.446096654,1.279348375,1.637488607,1.199420398,1.371246748,1.934453892
2012-01-20,1.481412639,1.298492821,1.640082732,1.235558449,1.373042658,1.885937512
2012-01-27,1.516728625,1.292933797,1.610004908,1.267904582,1.371661188,1.903447183
2012-02-03,1.516728625,1.292933797,1.610004908,1.267904582,1.367793073,1.924239917
2012-02-10,1.522304833,1.289366509,1.643202692,1.268965804,1.365720869,1.936095424
2012-02-17,1.55204461,1.303724843,1.653053355,1.296652292,1.364615693,1.928799728
2012-02-24,1.548327138,1.309283867,1.662378181,1.299656405,1.367102339,1.897245841
2012-03-02,1.609665428,1.356847707,1.731367875,1.358674416,1.383127386,1.937189779
2012-03-09,1.630111524,1.366717203,1.740692701,1.371866386,1.372351923,1.94941007
2012-03-16,1.63197026,1.368263028,1.755205777,1.380843088,1.388238824,1.978045678
2012-03-23,1.637546468,1.342786646,1.743812662,1.380059665,1.400948344,1.964366248
2012-03-30,1.583643123,1.299860281,1.670160555,1.341893669,1.400948344,1.980051995
2012-04-06,1.531598513,1.261125479,1.616244829,1.286797889,1.403849431,1.956888159
2012-04-13,1.579925651,1.286899135,1.661361565,1.327521455,1.405092753,1.951598779
2012-04-20,1.605947955,1.295401171,1.69817009,1.351304686,1.406197929,1.991360324
2012-04-27,1.605947955,1.304051845,1.72877375,1.355888529,1.404816459,2.032033831
2012-05-04,1.618959108,1.271916525,1.69817009,1.356549128,1.398599846,2.026379667
2012-05-11,1.67472119,1.301108832,1.757799902,1.409275408,1.406474223,2.199287671
2012-05-18,1.650557621,1.287374773,1.71215733,1.383688139,1.404125725,2.189256088
2012-05-25,1.617100372,1.26900324,1.684673631,1.353800484,1.406336076,2.230841557
2012-06-01,1.620817844,1.265584589,1.676926313,1.359147075,1.393350261,2.246344912
2012-06-08,1.671003717,1.313148429,1.712683166,1.396194851,1.397770964,2.179954075
2012-06-15,1.635687732,1.298938732,1.65045923,1.351377277,1.398737993,2.363623231
2012-06-22,1.682156134,1.336157436,1.683131179,1.377171611,1.402606108,2.361799307
2012-06-29,1.650557621,1.327804037,1.666023978,1.36083696,1.408131986,2.355415573
2012-07-06,1.657992565,1.387853384,1.671212227,1.339473988,1.42526221,2.430561246
2012-07-13,1.698884758,1.408395018,1.699712543,1.369236475,1.421670389,2.444970246
2012-07-20,1.713754647,1.421534528,1.723585501,1.371290387,1.41752598,2.415422676
2012-07-27,1.639405204,1.389577574,1.665498142,1.323826023,1.429130325,2.437492157
2012-08-03,1.62267658,1.362852641,1.615718993,1.295466735,1.433412881,2.530694678
2012-08-10,1.635687732,1.421356164,1.639591951,1.300767759,1.441701698,2.499687969
2012-08-17,1.665427509,1.494693659,1.701290051,1.329913592,1.441563551,2.458649677
2012-08-24,1.611524164,1.455780493,1.614702377,1.286899253,1.441425404,2.409038941
2012-08-31,1.598513011,1.484675525,1.631283741,1.275217746,1.440320229,2.394629941
2012-09-07,1.539033457,1.454858943,1.587709458,1.225710624,1.443221315,2.412869182
2012-09-14,1.620817844,1.526799251,1.666549814,1.286478745,1.444188344,2.394629941
2012-09-21,1.609665428,1.520170041,1.657189932,1.282992158,1.446122401,2.392806017
2012-09-28,1.553903346,1.464133892,1.610004908,1.234231198,1.427196267,2.345748775
2012-10-05,1.6133829,1.4766194,1.644745145,1.272114962,1.44708943,2.349579016
2012-10-12,1.6133829,1.4766194,1.644254364,1.272146123,1.450681251,2.34538399
2012-10-19,1.624535316,1.502720057,1.688845264,1.277023372,1.452615308,2.354686003
2012-10-26,1.665427509,1.536371474,1.724111337,1.295563561,1.43797173,2.385875105
2012-11-02,1.6133829,1.482356788,1.653579191,1.251670626,1.444879078,2.319849053
2012-11-09,1.667286245,1.501322869,1.716328963,1.286228175,1.458555628,2.312188572
2012-11-16,1.6133829,1.442967984,1.637488607,1.244714687,1.45979895,2.298509141
2012-11-23,1.574349442,1.416570053,1.584098717,1.216435239,1.462285596,2.334736635
2012-11-30,1.548327138,1.40916793,1.57477389,1.215961893,1.478034349,2.358432605
2012-12-07,1.535315985,1.366419929,1.549533759,1.188090364,1.503867831,2.408103005
2012-12-14,1.550185874,1.400071346,1.607691229,1.21568834,1.470574413,2.403773933
2012-12-21,1.596654275,1.424447814,1.642291243,1.25681682,1.475409557,2.415849765
2012-12-28,1.611524164,1.425369363,1.639031059,1.265781858,1.488809812,2.504481808
2013-01-04,1.661710037,1.470911739,1.739641029,1.309952972,1.489638694,2.510861493
2013-01-11,1.656133829,1.463212343,1.71545257,1.315836236,1.491987193,2.496051511
2013-01-18,1.676579926,1.48188115,1.755977003,1.318111701,1.489776841,2.444102652
2013-01-25,1.760223048,1.565236779,1.875517072,1.370507034,1.503315243,2.421773757
2013-02-01,1.732342007,1.536698475,1.868996705,1.340645725,1.50027601,2.416533302
2013-02-08,1.760223048,1.561699218,1.899039473,1.374243145,1.500414157,2.355926301
2013-02-15,1.812267658,1.618032641,1.967643553,1.40678776,1.507735946,2.377799504
2013-02-22,1.812267658,1.618032641,1.967643553,1.40678776,1.495440867,2.403773933
2013-03-01,1.75464684,1.612651981,1.969571619,1.368220102,1.502762656,2.418583915
2013-03-08,1.795539033,1.673474241,2.024468906,1.401197794,1.516439205,2.40947008
2013-03-15,1.769516729,1.632717976,1.97482998,1.36006549,1.529286872,2.370052745
2013-03-22,1.756505576,1.620975653,1.974163921,1.335838376,1.534950898,2.41995099
2013-03-29,1.823420074,1.674098517,2.055177733,1.374837994,1.553324444,2.435216664
2013-04-05,1.791821561,1.669758316,2.0616981,1.349188053,1.547384124,2.470988465
2013-04-12,1.756505576,1.626534677,1.973497862,1.337523823,1.557330706,2.453900025
2013-04-19,1.74535316,1.630696513,2.015985417,1.333972776,1.56078438,2.47349477
2013-04-26,1.823420074,1.700942359,2.144675033,1.387926072,1.560508086,2.444558344
2013-05-03,1.799256506,1.649395047,2.147269158,1.344129827,1.558297734,2.437950814
2013-05-10,1.853159851,1.689972948,2.264215102,1.374729723,1.558021441,2.487621214
2013-05-17,1.881040892,1.71452778,2.323669635,1.398200568,1.550561505,2.538430843
2013-05-24,1.920074349,1.785249264,2.379197925,1.425196481,1.521136202,2.531367621
2013-05-31,1.944237918,1.830167365,2.43665428,1.433724182,1.547245977,2.747365506
2013-06-07,1.916356877,1.798507685,2.397461965,1.44487561,1.524037288,2.734833983
2013-06-14,1.849442379,1.739082612,2.323669635,1.382862895,1.523899141,2.786782842
2013-06-21,1.842007435,1.790956925,2.405980509,1.383495554,1.512847384,2.806149741
2013-06-28,1.827137546,1.736912512,2.311890907,1.351725359,1.500966745,2.723213844
2013-07-05,1.832713755,1.705282559,2.321040454,1.322451087,1.52666208,2.952654635
2013-07-12,1.894052045,1.791105562,2.466066045,1.366392169,1.540614923,2.950376177
2013-07-19,1.897769517,1.829245816,2.585606114,1.387129017,1.546831537,2.942401571
2013-07-26,1.853159851,1.866286156,2.64832083,1.361171815,1.539233454,3.03627407
2013-08-02,1.907063197,1.923243854,2.681658838,1.399812564,1.52983946,3.054273894
2013-08-09,1.908921933,1.921549392,2.679695716,1.418255929,1.551942974,3.017362863
2013-08-16,1.983271375,1.91414727,2.667916988,1.424042088,1.571836137,3.044932213
2013-08-23,1.931226766,1.843425786,2.599978967,1.40124295,1.574460929,3.161361453
2013-08-30,2.001858736,1.959065371,2.764600715,1.411339437,1.563132878,3.122627655
2013-09-06,1.946096654,1.863045869,2.65876744,1.394676196,1.541443805,3.071362334
2013-09-13,2.00929368,1.965872945,2.887436023,1.411208309,1.53895716,3.009388257
2013-09-20,1.981412639,1.893456999,2.835167917,1.432472282,1.566862846,2.991388433
2013-09-27,1.968401487,1.948868872,2.982787632,1.417772037,1.578881632,3.01417302
2013-10-04,2.018587361,2.040875175,3.165708476,1.433986549,1.593110769,2.991388433
2013-10-11,2.035315985,2.116828681,3.330330225,1.437581444,1.588137478,2.989109975
2013-10-18,2.063197026,2.014328607,3.362336114,1.464833101,1.591176711,2.93032574
2013-10-25,2.07063197,1.934213264,3.317920494,1.438186153,1.64491588,2.935110503
2013-11-01,1.972118959,1.84497161,3.048762532,1.412228207,1.638422973,2.929870048
2013-11-08,1.923791822,1.794048575,2.935777887,1.401868694,1.639390001,2.941490188
2013-11-15,1.892193309,1.752816671,2.887436023,1.365165662,1.641600353,2.980451832
2013-11-22,1.966542751,1.835875026,2.965820655,1.398984561,1.652099522,2.897971626
2013-11-29,1.949814126,1.874163917,3.003049849,1.411286246,1.645882909,2.8884021
2013-12-06,2.00929368,1.992419513,3.08991797,1.440378939,1.645882909,2.87131366
2013-12-13,1.927509294,1.841582687,2.977564327,1.438504203,1.645882909,2.916569297
2013-12-20,1.959107807,1.919706293,3.018719764,1.444291523,1.663013132,2.946170469
2013-12-27,1.866171004,1.849757722,2.899845755,1.392027572,1.624608276,3.008219079
2014-01-03,1.920074349,1.940842475,2.956005048,1.427404553,1.636488915,3.002811173
2014-01-10,1.953531599,1.994886887,2.986047816,1.43139417,1.651408787,3.017896385
2014-01-17,1.866171004,2.015725794,2.921650424,1.385290306,1.695615815,3.128616152
2014-01-24,1.820446097,2.025595291,2.934831382,1.378823073,1.710535687,3.136585699
2014-01-31,1.893494424,2.148488362,3.066991517,1.435917943,1.693681757,3.118084966
2014-02-07,1.865427509,2.133981391,3.061067097,1.412932157,1.725179265,3.05319009
2014-02-14,1.89535316,2.191087726,3.09657856,1.42805222,1.724626677,3.025296678
2014-02-21,1.949814126,2.181366866,3.117612003,1.456935649,1.71177901,3.018750265
2014-02-28,1.910408922,2.170427183,3.130126902,1.450854295,1.720344121,2.943039576
2014-03-07,1.852230483,2.046909837,3.1084274,1.384163128,1.732362907,2.970363734
2014-03-14,1.837174721,2.073783406,3.061067097,1.3810573,1.741204312,3.002811173
2014-03-21,1.801672862,2.024673742,2.938757625,1.359253595,1.746177603,3.021311905
2014-03-28,1.827881041,2.061565445,2.936794503,1.35898993,1.705147955,3.009926839
2014-04-04,1.715427509,1.943309849,2.803302251,1.330772106,1.705700543,2.960686428
2014-04-11,1.741635688,2.031629953,2.830260114,1.35023126,1.706805719,3.023019665
2014-04-18,1.7866171,2.046909837,2.890766318,1.374361212,1.706667572,3.04208965
2014-04-25,1.779182156,2.053866048,2.882212718,1.367540109,1.709292364,3.086776035
2014-05-02,1.674163569,1.916466007,2.71454112,1.320088597,1.720205974,3.065429036
2014-05-09,1.659107807,1.863343143,2.684288018,1.319568122,1.726284441,3.089906928
2014-05-16,1.60669145,1.80222361,2.600750193,1.302962216,1.75584789,3.053759343
2014-05-23,1.589776952,1.76655073,2.590233471,1.301079112,1.759854152,3.04550517
2014-05-30,1.644237918,1.859508309,2.655998037,1.317792286,1.761511916,3.10755378
2014-06-06,1.670446097,1.893754273,2.698730982,1.330763411,1.763031533,3.171025524
2014-06-13,1.681598513,1.936205,2.687548202,1.329292964,1.765241884,3.162202097
2014-06-20,1.713568773,1.959689646,2.765161607,1.345031729,1.805718944,3.432028163
2014-06-27,1.683457249,1.8894438,2.708616701,1.322992474,1.796877538,3.416373697
2014-07-04,1.72472119,1.925562591,2.807894552,1.356710902,1.827822458,3.481268574
2014-07-11,1.754832714,1.97095633,2.823669635,1.373490475,1.842604183,3.505461839
2014-07-18,1.694795539,1.916614644,2.765161607,1.358059752,1.875068719,3.401857738
2014-07-25,1.662825279,1.87184518,2.799340952,1.355273409,1.896895939,3.688476776
2014-08-01,1.659107807,1.847617349,2.872993059,1.370898508,1.896895939,3.685630509
2014-08-08,1.711710037,1.888670888,2.964418425,1.408345226,1.909191019,3.675668576
2014-08-15,1.74535316,1.944261125,2.988081049,1.413524936,1.901040348,3.792934757
2014-08-22,1.773605948,1.950890336,3.020297273,1.430251879,1.927702712,3.815420262
2014-08-29,1.826022305,2.031629953,3.040699713,1.439070431,1.921071657,3.769310745
2014-09-05,1.801672862,1.990249413,2.971639907,1.416425935,1.920657216,3.80375057
2014-09-12,1.87472119,2.092154939,3.076211176,1.462600686,1.920242776,3.949194789
2014-09-19,1.891635688,2.102173073,3.099873799,1.471286161,1.917203542,3.900808258
2014-09-26,1.869144981,2.09477095,3.012409731,1.468228758,1.91596022,3.836767261
2014-10-03,1.88605948,2.137221677,3.00452219,1.478263245,1.915545779,3.759348812
2014-10-10,1.91598513,2.172716193,3.034775293,1.488340941,1.915269485,3.736863307
2014-10-17,1.910408922,2.191563364,3.08210054,1.502976312,1.915131338,3.765325972
2014-10-24,1.871003717,2.146496626,2.980859567,1.475026018,1.914440603,3.736863307
2014-10-31,1.869144981,2.115134219,2.90983664,1.45022058,1.914164309,3.73401704
2014-11-07,1.917843866,2.139867416,2.953901704,1.489115907,1.914440603,3.660583364
2014-11-14,1.919702602,2.126876542,2.949274346,1.477887828,1.914440603,3.666560524
2014-11-21,1.88605948,2.113499212,2.853291734,1.458144431,1.916236514,3.660014111
2014-11-28,1.908550186,2.18909599,2.900616981,1.483799638,1.916098367,3.67453007
2014-12-05,1.991078067,2.351407592,2.973603029,1.517131045,1.912644693,3.723201227
2014-12-12,2.058550186,2.539671215,2.983488747,1.547974541,1.911539517,3.620166379
2014-12-19,2.049070632,2.464431166,2.846035196,1.555452659,1.911539517,3.60821206
2014-12-26,2.067843866,2.494307203,2.924945664,1.553492079,1.911125076,3.586865061
2015-01-02,2.03605948,2.352358869,2.992673351,1.547865825,1.912920987,3.64339872
2015-01-09,1.977881041,2.238562383,3.197854589,1.537205924,1.911953958,3.68037671
2015-01-16,2.047211896,2.285680312,3.132756082,1.55519184,1.917617983,3.757888266
2015-01-23,2.165427509,2.425666637,3.26719484,1.615289811,1.917617983,3.751132672
2015-01-30,2.207063197,2.485002527,3.283075089,1.637011048,1.916850859,3.769977225
2015-02-06,2.169144981,2.491007462,3.117647059,1.628913369,1.917617983,3.908289131
2015-02-13,2.165427509,2.526680341,3.009114492,1.632394595,1.916275516,3.918244744
2015-02-20,2.27527881,2.721751538,3.159994391,1.711020314,1.918576888,3.8951335
2015-02-27,2.366171004,2.784773626,3.216889855,1.747959358,1.919344012,3.814066367
2015-03-06,2.381226766,2.725229644,3.226810629,1.747362836,1.920111136,3.779221722
