date,SP500.SPI,SPGSGCTR.SPI
1933/6/9,10.41,
1933/6/16,9.81,
1933/6/23,10.56,
1933/6/30,10.91,
1933/7/7,11.96,
1933/7/14,11.85,
1933/7/21,9.65,
1933/7/28,10.43,
1933/8/4,10.13,
1933/8/11,10.59,
1933/8/18,10.58,
1933/8/25,11.28,
1933/9/1,11.23,
1933/9/8,10.66,
1933/9/15,10.82,
1933/9/22,10.26,
1933/9/29,9.72,
1933/10/6,10.05,
1933/10/13,9.85,
1933/10/20,8.86,
1933/10/27,9.54,
1933/11/3,9.54,
1933/11/10,9.72,
1933/11/17,9.92,
1933/11/24,10.01,
1933/12/1,9.91,
1933/12/8,10.1,
1933/12/15,10.07,
1933/12/22,9.86,
1933/12/29,9.97,
1934/1/5,9.81,
1934/1/12,10.07,
1934/1/19,10.93,
1934/1/26,11.02,
1934/2/2,11.45,
1934/2/9,11.18,
1934/2/16,11.54,
1934/2/23,11.13,
1934/3/2,11.07,
1934/3/9,10.73,
1934/3/16,10.82,
1934/3/23,10.53,
1934/3/29,10.62,
1934/4/6,10.95,
1934/4/13,10.95,
1934/4/20,11.16,
1934/4/27,10.8,
1934/5/4,10.32,
1934/5/11,9.55,
1934/5/18,9.85,
1934/5/25,9.7,
1934/6/1,9.38,
1934/6/8,10.17,
1934/6/15,10.23,
1934/6/22,9.76,
1934/6/29,9.81,
1934/7/6,9.91,
1934/7/13,9.93,
1934/7/20,9.47,
1934/7/27,8.6,
1934/8/3,8.9,
1934/8/10,8.93,
1934/8/17,9.06,
1934/8/24,9.52,
1934/8/31,9.15,
1934/9/7,8.92,
1934/9/14,8.47,
1934/9/21,8.95,
1934/9/28,9.08,
1934/10/5,9,
1934/10/11,9.19,
1934/10/19,9.03,
1934/10/26,8.8,
1934/11/2,8.87,
1934/11/9,9.3,
1934/11/16,9.18,
1934/11/23,9.27,
1934/11/30,9.54,
1934/12/7,9.46,
1934/12/14,9.11,
1934/12/21,9.04,
1934/12/28,9.41,
1935/1/4,9.51,
1935/1/11,9.25,
1935/1/18,9.18,
1935/1/25,9.23,
1935/2/1,9.05,
1935/2/8,9.03,
1935/2/15,9.06,
1935/2/21,9.03,
1935/3/1,8.79,
1935/3/8,8.54,
1935/3/15,8.23,
1935/3/22,8.55,
1935/3/29,8.45,
1935/4/5,8.78,
1935/4/12,8.95,
1935/4/18,9.14,
1935/4/26,9.4,
1935/5/3,9.42,
1935/5/10,9.75,
1935/5/17,10.01,
1935/5/24,10.02,
1935/5/31,9.58,
1935/6/7,9.9,
1935/6/14,10.22,
1935/6/21,10.38,
1935/6/28,10.24,
1935/7/5,10.47,
1935/7/12,10.62,
1935/7/19,10.58,
1935/7/26,10.79,
1935/8/2,10.95,
1935/8/9,11.49,
1935/8/16,11.64,
1935/8/23,11.56,
1935/8/30,11.24,
1935/9/6,11.65,
1935/9/13,11.8,
1935/9/20,11.26,
1935/9/27,11.56,
1935/10/4,11.36,
1935/10/11,11.75,
1935/10/18,11.81,
1935/10/25,12.43,
1935/11/1,12.61,
1935/11/8,12.92,
1935/11/15,13.25,
1935/11/22,13.14,
1935/11/29,12.94,
1935/12/6,13.15,
1935/12/13,12.84,
1935/12/20,12.88,
1935/12/27,13.11,
1936/1/3,13.55,
1936/1/10,13.78,
1936/1/17,13.75,
1936/1/24,13.85,
1936/1/31,14.31,
1936/2/7,14.32,
1936/2/14,14.66,
1936/2/21,14.83,
1936/2/28,14.6,
1936/3/6,15.1,
1936/3/13,14.24,
1936/3/20,15.04,
1936/3/27,14.82,
1936/4/3,15.27,
1936/4/9,15.39,
1936/4/17,15.1,
1936/4/24,14.44,
1936/5/1,13.87,
1936/5/8,13.9,
1936/5/15,14.29,
1936/5/22,14.09,
1936/5/29,14.4,
1936/6/5,14.12,
1936/6/12,14.59,
1936/6/19,14.83,
1936/6/26,14.95,
1936/7/3,15.02,
1936/7/10,15.35,
1936/7/17,15.66,
1936/7/24,15.83,
1936/7/31,15.85,
1936/8/7,16.08,
1936/8/14,15.87,
1936/8/21,15.32,
1936/8/28,15.92,
1936/9/4,16.02,
1936/9/11,16.11,
1936/9/18,16.03,
1936/9/25,15.88,
1936/10/2,16.35,
1936/10/9,16.87,
1936/10/16,17.04,
1936/10/23,17.09,
1936/10/30,17.23,
1936/11/6,17.43,
1936/11/13,17.24,
1936/11/20,17.13,
1936/11/27,17.34,
1936/12/4,17.01,
1936/12/11,17.14,
1936/12/18,17,
1936/12/24,17.06,
1936/12/31,17.18,
1937/1/8,17.48,
1937/1/15,17.74,
1937/1/22,17.87,
1937/1/29,17.77,
1937/2/5,17.86,
1937/2/11,18.32,
1937/2/19,18.37,
1937/2/26,18.06,
1937/3/5,18.62,
1937/3/12,18.36,
1937/3/19,17.72,
1937/3/25,17.68,
1937/4/2,17.49,
1937/4/9,17.03,
1937/4/16,17.16,
1937/4/23,16.85,
1937/4/30,16.43,
1937/5/7,16.65,
1937/5/14,15.81,
1937/5/21,16.27,
1937/5/28,16.26,
1937/6/4,16.28,
1937/6/11,15.73,
1937/6/18,15.51,
1937/6/25,15.52,
1937/7/2,15.7,
1937/7/9,16.32,
1937/7/16,16.42,
1937/7/23,16.94,
1937/7/30,16.77,
1937/8/6,16.85,
1937/8/13,17.27,
1937/8/20,16.49,
1937/8/27,15.88,
1937/9/3,15.46,
1937/9/10,14.19,
1937/9/17,14.57,
1937/9/24,13.2,
1937/10/1,13.72,
1937/10/8,12.75,
1937/10/15,11.84,
1937/10/22,11.84,
1937/10/29,12.35,
1937/11/5,11.46,
1937/11/12,11.91,
1937/11/19,10.51,
1937/11/26,10.67,
1937/12/3,11.34,
1937/12/10,11.1,
1937/12/17,11,
1937/12/24,11.06,
1937/12/31,10.55,
1938/1/7,11.32,
1938/1/14,11.7,
1938/1/21,11.44,
1938/1/28,10.55,
1938/2/4,10.54,
1938/2/11,10.93,
1938/2/18,11.02,
1938/2/25,11.57,
1938/3/4,11.13,
1938/3/11,10.58,
1938/3/18,10.19,
1938/3/25,9.35,
1938/4/1,8.91,
1938/4/8,9.62,
1938/4/14,10.2,
1938/4/22,10.45,
1938/4/29,9.78,
1938/5/6,10.43,
1938/5/13,10.26,
1938/5/20,9.96,
1938/5/27,9.28,
1938/6/3,9.42,
1938/6/10,9.8,
1938/6/17,9.67,
1938/6/24,11.15,
1938/7/1,11.91,
1938/7/8,11.89,
1938/7/15,12,
1938/7/22,12.55,
1938/7/29,12.33,
1938/8/5,12.66,
1938/8/12,11.92,
1938/8/19,12.31,
1938/8/26,12.5,
1938/9/2,12.26,
1938/9/9,12.02,
1938/9/16,11.43,
1938/9/23,11.36,
1938/9/30,12.24,
1938/10/7,12.85,
1938/10/14,13.15,
1938/10/21,13.25,
1938/10/28,13.14,
1938/11/4,13.17,
1938/11/10,13.7,
1938/11/18,12.84,
1938/11/25,12.82,
1938/12/2,12.48,
1938/12/9,12.32,
1938/12/16,12.9,
1938/12/23,12.81,
1938/12/30,13.14,
1939/1/6,13.07,
1939/1/13,12.33,
1939/1/20,12.75,
1939/1/27,11.86,
1939/2/3,12.3,
1939/2/10,12.33,
1939/2/17,12.4,
1939/2/24,12.54,
1939/3/3,12.86,
1939/3/10,13.1,
1939/3/17,12.21,
1939/3/24,12.07,
1939/3/31,10.98,
1939/4/6,10.66,
1939/4/14,10.63,
1939/4/21,10.96,
1939/4/28,10.93,
1939/5/5,11.21,
1939/5/12,11.21,
1939/5/19,10.99,
1939/5/26,11.49,
1939/6/2,11.48,
1939/6/9,11.8,
1939/6/16,11.28,
1939/6/23,11.5,
1939/6/30,10.86,
1939/7/7,11.13,
1939/7/14,11.55,
1939/7/21,12.09,
1939/7/28,12.14,
1939/8/4,11.9,
1939/8/11,11.56,
1939/8/18,11.33,
1939/8/25,11.09,
1939/9/1,11.3,
1939/9/8,12.69,
1939/9/15,13.07,
1939/9/22,12.92,
1939/9/29,12.79,
1939/10/6,12.8,
1939/10/13,12.74,
1939/10/20,12.94,
1939/10/27,13.02,
1939/11/3,12.95,
1939/11/10,12.64,
1939/11/17,12.75,
1939/11/24,12.49,
1939/12/1,12.29,
1939/12/8,12.36,
1939/12/15,12.4,
1939/12/22,12.44,
1939/12/29,12.46,
1940/1/5,12.66,
1940/1/12,12.13,
1940/1/19,12.15,
1940/1/26,12.15,
1940/2/2,12.06,
1940/2/9,12.37,
1940/2/16,12.29,
1940/2/23,12.23,
1940/3/1,12.06,
1940/3/8,12.2,
1940/3/15,12.07,
1940/3/21,12.14,
1940/3/29,12.18,
1940/4/5,12.48,
1940/4/12,12.32,
1940/4/19,12.04,
1940/4/26,12.08,
1940/5/3,12.12,
1940/5/10,11.76,
1940/5/17,9.95,
1940/5/24,9.16,
1940/5/31,9.27,
1940/6/7,9.34,
1940/6/14,9.94,
1940/6/21,9.91,
1940/6/28,9.98,
1940/7/5,9.94,
1940/7/12,9.95,
1940/7/19,9.97,
1940/7/26,9.97,
1940/8/2,10.25,
1940/8/9,10.27,
1940/8/16,9.84,
1940/8/23,10.19,
1940/8/30,10.5,
1940/9/6,10.85,
1940/9/13,10.31,
1940/9/20,10.59,
1940/9/27,10.58,
1940/10/4,10.78,
1940/10/11,10.58,
1940/10/18,10.72,
1940/10/25,10.73,
1940/11/1,11.08,
1940/11/8,11.23,
1940/11/15,11.17,
1940/11/22,10.79,
1940/11/29,10.57,
1940/12/6,10.53,
1940/12/13,10.69,
1940/12/20,10.41,
1940/12/27,10.44,
1941/1/3,10.72,
1941/1/10,10.86,
1941/1/17,10.52,
1941/1/24,10.45,
1941/1/31,10.07,
1941/2/7,10.16,
1941/2/14,9.53,
1941/2/21,9.76,
1941/2/28,9.92,
1941/3/7,9.9,
1941/3/14,9.98,
1941/3/21,9.93,
1941/3/28,9.94,
1941/4/4,10.14,
1941/4/10,9.69,
1941/4/18,9.4,
1941/4/25,9.4,
1941/5/2,9.33,
1941/5/9,9.45,
1941/5/16,9.35,
1941/5/23,9.44,
1941/5/29,9.38,
1941/6/6,9.49,
1941/6/13,9.85,
1941/6/20,9.76,
1941/6/27,9.89,
1941/7/3,9.91,
1941/7/11,10.28,
1941/7/18,10.25,
1941/7/25,10.34,
1941/8/1,10.34,
1941/8/8,10.23,
1941/8/15,10.03,
1941/8/22,10.15,
1941/8/29,10.28,
1941/9/5,10.21,
1941/9/12,10.23,
1941/9/19,10.29,
1941/9/26,10.09,
1941/10/3,10.13,
1941/10/10,9.84,
1941/10/17,9.62,
1941/10/24,9.82,
1941/10/31,9.5,
1941/11/7,9.55,
1941/11/14,9.3,
1941/11/21,9.38,
1941/11/28,9.12,
1941/12/5,9.32,
1941/12/12,8.73,
1941/12/19,8.49,
1941/12/26,8.42,
1942/1/2,8.89,
1942/1/9,8.85,
1942/1/16,8.96,
1942/1/23,8.84,
1942/1/30,8.85,
1942/2/6,8.85,
1942/2/13,8.62,
1942/2/20,8.47,
1942/2/27,8.59,
1942/3/6,8.16,
1942/3/13,8.03,
1942/3/20,8.11,
1942/3/27,8.05,
1942/4/2,8.11,
1942/4/10,7.98,
1942/4/17,7.7,
1942/4/24,7.55,
1942/5/1,7.71,
1942/5/8,7.89,
1942/5/15,7.88,
1942/5/22,8.01,
1942/5/29,8.15,
1942/6/5,8.37,
1942/6/12,8.32,
1942/6/19,8.4,
1942/6/26,8.23,
1942/7/3,8.44,
1942/7/10,8.8,
1942/7/17,8.72,
1942/7/24,8.63,
1942/7/31,8.56,
1942/8/7,8.49,
1942/8/14,8.58,
1942/8/21,8.71,
1942/8/28,8.61,
1942/9/4,8.61,
1942/9/11,8.54,
1942/9/18,8.66,
1942/9/25,8.9,
1942/10/2,9.05,
1942/10/9,9.34,
1942/10/16,9.35,
1942/10/23,9.43,
1942/10/30,9.36,
1942/11/6,9.58,
1942/11/13,9.57,
1942/11/20,9.48,
1942/11/27,9.34,
1942/12/4,9.34,
1942/12/11,9.37,
1942/12/18,9.68,
1942/12/24,9.74,
1942/12/31,9.77,
1943/1/8,9.92,
1943/1/15,10.09,
1943/1/22,10.17,
1943/1/29,10.44,
1943/2/5,10.51,
1943/2/11,10.67,
1943/2/19,10.64,
1943/2/26,10.97,
1943/3/5,11.05,
1943/3/12,11.05,
1943/3/19,10.88,
1943/3/26,11.3,
1943/4/2,11.56,
1943/4/9,11.14,
1943/4/16,11.33,
1943/4/22,11.48,
1943/4/30,11.59,
1943/5/7,11.81,
1943/5/14,11.7,
1943/5/21,11.9,
1943/5/28,12.05,
1943/6/4,12.18,
1943/6/11,12.08,
1943/6/18,11.96,
1943/6/25,12.21,
1943/7/2,12.35,
1943/7/9,12.41,
1943/7/16,12.54,
1943/7/23,12.51,
1943/7/30,11.85,
1943/8/6,11.63,
1943/8/13,11.84,
1943/8/20,11.81,
1943/8/27,11.67,
1943/9/3,11.82,
1943/9/10,11.93,
1943/9/17,12.1,
1943/9/24,12.1,
1943/10/1,12.09,
1943/10/8,11.72,
1943/10/15,11.83,
1943/10/22,11.89,
1943/10/29,11.91,
1943/11/5,11.59,
1943/11/12,11.29,
1943/11/19,11.3,
1943/11/26,11.15,
1943/12/3,11.23,
1943/12/10,11.49,
1943/12/17,11.56,
1943/12/24,11.61,
1943/12/31,11.67,
1944/1/7,11.87,
1944/1/14,11.86,
1944/1/21,11.9,
1944/1/28,11.81,
1944/2/4,11.6,
1944/2/11,11.74,
1944/2/18,11.78,
1944/2/25,11.88,
1944/3/3,11.9,
1944/3/10,12.1,
1944/3/17,12.31,
1944/3/24,12.13,
1944/3/31,12.02,
1944/4/6,12.04,
1944/4/14,11.95,
1944/4/21,11.8,
1944/4/28,11.87,
1944/5/5,12.08,
1944/5/12,12,
1944/5/19,12.12,
1944/5/26,12.22,
1944/6/2,12.3,
1944/6/9,12.27,
1944/6/16,12.82,
1944/6/23,12.9,
1944/6/30,12.98,
1944/7/7,13.16,
1944/7/14,13.23,
1944/7/21,12.78,
1944/7/28,12.7,
1944/8/4,12.61,
1944/8/11,12.83,
1944/8/18,13.04,
1944/8/25,12.8,
1944/9/1,12.86,
1944/9/8,12.41,
1944/9/15,12.45,
1944/9/22,12.65,
1944/9/29,12.74,
1944/10/6,12.97,
1944/10/13,13.02,
1944/10/20,13.02,
1944/10/27,12.75,
1944/11/3,12.89,
1944/11/10,12.98,
1944/11/17,12.67,
1944/11/24,12.75,
1944/12/1,12.8,
1944/12/8,13.09,
1944/12/15,13.27,
1944/12/22,13.12,
1944/12/29,13.28,
1945/1/5,13.46,
1945/1/12,13.64,
1945/1/19,13.44,
1945/1/26,13.46,
1945/2/2,13.6,
1945/2/9,13.68,
1945/2/16,14.05,
1945/2/23,14.16,
1945/3/2,14.23,
1945/3/9,13.82,
1945/3/16,14.09,
1945/3/23,13.74,
1945/3/29,13.61,
1945/4/6,13.77,
1945/4/13,14.2,
1945/4/20,14.49,
1945/4/27,14.7,
1945/5/4,14.92,
1945/5/11,14.62,
1945/5/18,14.87,
1945/5/25,14.79,
1945/6/1,15.03,
1945/6/8,14.93,
1945/6/15,15.1,
1945/6/22,15.28,
1945/6/29,14.87,
1945/7/6,14.91,
1945/7/13,15.05,
1945/7/20,14.66,
1945/7/27,14.45,
1945/8/3,14.68,
1945/8/10,14.78,
1945/8/17,14.62,
1945/8/24,15.05,
1945/8/31,15.51,
1945/9/7,15.73,
1945/9/14,15.86,
1945/9/21,15.95,
1945/9/28,16.05,
1945/10/5,16.38,
1945/10/11,16.58,
1945/10/19,16.59,
1945/10/26,16.49,
1945/11/2,16.86,
1945/11/9,17.1,
1945/11/16,17,
1945/11/23,16.85,
1945/11/30,17.19,
1945/12/7,17.54,
1945/12/14,17.31,
1945/12/21,16.98,
1945/12/28,17.31,
1946/1/4,17.23,
1946/1/11,18.13,
1946/1/18,18.3,
1946/1/25,18.09,
1946/2/1,18.64,
1946/2/8,18.55,
1946/2/15,18.44,
1946/2/21,17.72,
1946/3/1,17.21,
1946/3/8,17.49,
1946/3/15,17.28,
1946/3/22,17.7,
1946/3/29,18.04,
1946/4/5,18.54,
1946/4/12,18.77,
1946/4/18,18.9,
1946/4/26,18.58,
1946/5/3,18.46,
1946/5/10,18.74,
1946/5/17,18.6,
1946/5/24,18.78,
1946/5/31,19.18,
1946/6/7,18.82,
1946/6/14,18.79,
1946/6/21,18.23,
1946/6/28,18.43,
1946/7/5,18.43,
1946/7/12,18.27,
1946/7/19,17.98,
1946/7/26,17.6,
1946/8/2,18.02,
1946/8/9,18.05,
1946/8/16,17.84,
1946/8/23,17.58,
1946/8/30,16.65,
1946/9/6,15.84,
1946/9/13,15.31,
1946/9/20,14.69,
1946/9/27,15.11,
1946/10/4,14.81,
1946/10/11,14.63,
1946/10/18,14.97,
1946/10/25,14.7,
1946/11/1,15.07,
1946/11/8,14.85,
1946/11/15,14.73,
1946/11/22,14.13,
1946/11/29,14.68,
1946/12/6,14.7,
1946/12/13,15.17,
1946/12/20,15.5,
1946/12/27,15.19,
1947/1/3,15.26,
1947/1/10,15.24,
1947/1/17,15.07,
1947/1/24,15.21,
1947/1/31,15.66,
1947/2/7,16.12,
1947/2/14,15.86,
1947/2/21,15.8,
1947/2/28,15.43,
1947/3/7,15.16,
1947/3/14,14.78,
1947/3/21,15.25,
1947/3/28,15.33,
1947/4/3,15.18,
1947/4/11,14.72,
1947/4/18,14.09,
1947/4/25,14.39,
1947/5/2,14.79,
1947/5/9,14.63,
1947/5/16,13.96,
1947/5/23,14,
1947/5/29,14.45,
1947/6/6,14.5,
1947/6/13,14.98,
1947/6/20,15.16,
1947/6/27,15.12,
1947/7/3,15.6,
1947/7/11,15.87,
1947/7/18,15.85,
1947/7/25,16.08,
1947/8/1,15.8,
1947/8/8,15.43,
1947/8/15,15.58,
1947/8/22,15.45,
1947/8/29,15.32,
1947/9/5,15.1,
1947/9/12,14.99,
1947/9/19,15.2,
1947/9/26,14.85,
1947/10/3,15.24,
1947/10/10,15.29,
1947/10/17,15.58,
1947/10/24,15.5,
1947/10/31,15.43,
1947/11/7,15.31,
1947/11/14,15.19,
1947/11/21,15.33,
1947/11/28,14.98,
1947/12/5,14.63,
1947/12/12,14.94,
1947/12/19,15.12,
1947/12/26,15.12,
1948/1/2,15.34,
1948/1/9,15.23,
1948/1/16,14.87,
1948/1/23,14.35,
1948/1/30,14.68,
1948/2/6,14.19,
1948/2/13,13.85,
1948/2/20,13.96,
1948/2/27,13.93,
1948/3/5,14.11,
1948/3/12,13.99,
1948/3/19,14.32,
1948/3/25,14.75,
1948/4/2,15.15,
1948/4/9,15.29,
1948/4/16,15.43,
1948/4/23,15.78,
1948/4/30,15.48,
1948/5/7,15.72,
1948/5/14,16.39,
1948/5/21,16.5,
1948/5/28,16.69,
1948/6/4,16.59,
1948/6/11,16.95,
1948/6/18,16.96,
1948/6/25,16.83,
1948/7/2,16.85,
1948/7/9,16.92,
1948/7/16,16.25,
1948/7/23,16.27,
1948/7/30,15.85,
1948/8/6,16.12,
1948/8/13,15.7,
1948/8/20,16.15,
1948/8/27,16.11,
1948/9/3,16.27,
1948/9/10,15.83,
1948/9/17,15.73,
1948/9/24,15.6,
1948/10/1,15.67,
1948/10/8,15.9,
1948/10/15,16.12,
1948/10/22,16.61,
1948/10/29,16.5,
1948/11/5,15.43,
1948/11/12,15.04,
1948/11/19,15.31,
1948/11/26,14.91,
1948/12/3,15.13,
1948/12/10,15.22,
1948/12/17,15.2,
1948/12/24,15.25,
1948/12/31,15.2,
1949/1/7,15.61,
1949/1/14,15.24,
1949/1/21,15.47,
1949/1/28,15.2,
1949/2/4,15.09,
1949/2/11,14.56,
1949/2/18,14.79,
1949/2/25,14.38,
1949/3/4,14.67,
1949/3/11,15.02,
1949/3/18,14.94,
1949/3/25,14.89,
1949/4/1,14.94,
1949/4/8,14.97,
1949/4/14,14.99,
1949/4/22,14.7,
1949/4/29,14.71,
1949/5/6,14.92,
1949/5/13,14.88,
1949/5/20,14.73,
1949/5/27,14.51,
1949/6/3,14.05,
1949/6/10,13.81,
1949/6/17,13.87,
1949/6/24,14.13,
1949/7/1,14.26,
1949/7/8,14.51,
1949/7/15,14.76,
1949/7/22,14.89,
1949/7/29,15.04,
1949/8/5,15.35,
1949/8/12,15.32,
1949/8/19,15.41,
1949/8/26,15.28,
1949/9/2,15.29,
1949/9/9,15.4,
1949/9/16,15.66,
1949/9/23,15.57,
1949/9/30,15.58,
1949/10/7,15.85,
1949/10/14,15.91,
1949/10/21,15.85,
1949/10/28,16.08,
1949/11/4,16.21,
1949/11/10,16.14,
1949/11/18,16.14,
1949/11/25,16.1,
1949/12/2,16.28,
1949/12/9,16.42,
1949/12/16,16.66,
1949/12/23,16.64,
1949/12/30,16.79,
1950/1/6,16.98,
1950/1/13,16.67,
1950/1/20,16.9,
1950/1/27,16.82,
1950/2/3,17.29,
1950/2/10,17.24,
1950/2/17,17.15,
1950/2/24,17.28,
1950/3/3,17.29,
1950/3/10,17.09,
1950/3/17,17.45,
1950/3/24,17.56,
1950/3/31,17.29,
1950/4/6,17.78,
1950/4/14,17.96,
1950/4/21,17.96,
