date,largecap,smallcap,rise,oscillation,decline,growth,value,ratebond,creditbond,convertiblebond,money1,money2,SP500.SPI,SPGSGCTR.SPI,HSCI.HI
2009/10/30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2009/11/6,1.054609982,1.047160152,1.054482759,1.047098402,1.057420968,1.038119441,1.052401952,1.010775496,1.035574554,1.010143848,1.015410959,1.010143848,1.031949697,1.053166178,1.005700957
2009/11/13,1.083633728,1.070348732,1.068965518,1.070647603,1.079121271,1.046988046,1.074357291,1.011708807,1.049123315,1.011347355,1.017123288,1.011347355,1.055285181,1.073368245,1.038867428
2009/11/20,1.10364562,1.101999639,1.111034483,1.088309504,1.104393642,1.064725254,1.094576845,1.017902596,1.066041153,1.015702906,1.02140411,1.015702906,1.053254867,1.102278007,1.035318532
2009/11/27,1.052826192,1.035234596,1.070344829,1.027366242,1.038667619,1.032803465,1.035560143,1.006278636,1.016917838,1.005501748,1.006849315,1.005501748,1.053365174,1.128497258,0.981410068
2009/12/4,1.122728455,1.099469976,1.123793105,1.081775248,1.110287551,1.064517802,1.109964346,1.019769218,1.059846399,1.018912259,1.009739792,1.013155424,1.067343534,1.12274861,1.049337005
2009/12/11,1.120368649,1.089200747,1.115931036,1.076405512,1.105018752,1.058864715,1.108275474,1.017054132,1.040646283,1.015301736,1.012630268,1.016025553,1.067764208,1.07514271,1.022974255
2009/12/18,1.067616782,1.052460399,1.057793104,1.02076729,1.055456331,1.026942925,1.048039032,1.009842186,0.990943342,1.006762565,1.006849315,1.009328586,1.063956236,1.067087687,0.983451853
2009/12/25,1.114366939,1.06830091,1.096275863,1.046580837,1.092159314,1.034800198,1.103912554,1.0118785,1.003369077,1.0092842,1.011666776,1.009328586,1.087127948,1.060665035,1.000133668
2009/12/31,1.114366939,1.06830091,1.096275863,1.046580837,1.092159314,1.034800198,1.103912554,1.0118785,1.003369077,1.0092842,1.011666776,1.009328586,1.076151919,1.052426631,1.019893199
2010/1/1,1.141885613,1.109227249,1.119034484,1.0677363,1.124665118,1.063843581,1.126524676,1.022908536,1.02894508,1.011519285,1.015520745,1.015164515,1.076151919,1.052426631,1.019893199
2010/1/8,1.101211489,1.080587846,1.10648276,1.053503267,1.094927666,1.043227965,1.098470633,1.018326828,1.01474424,1.007278354,1.017447729,1.014207805,1.10498859,1.093444388,1.04160763
2010/1/15,1.131740308,1.091760526,1.145793105,1.081451769,1.118324701,1.05277079,1.143835617,1.023841846,1.007354007,1.008711101,1.024192174,1.022913862,1.096347163,1.085325715,1.022209004
2010/1/22,1.072410716,1.065771247,1.086827587,1.026007633,1.080192891,1.019733942,1.086460875,1.018326828,0.974423997,1.005157889,1.02226519,1.017077934,1.053620242,1.046019289,0.978663182
2010/1/29,1.065774233,1.019101652,1.060459495,1.013786644,1.064194525,1.001292151,1.046277957,1.008265813,0.965262596,1.004205625,1.024192174,1.015164515,1.036358908,1.039318124,0.943114073
2010/2/5,1.039678231,1.014539896,1.054269802,0.998939657,1.048196159,0.975538352,1.045136396,1.00206542,0.96430283,1.003253361,1.025155666,1.010285296,1.028944662,1.009605852,0.926843287
2010/2/12,1.059756405,1.037560852,1.072962675,1.017321641,1.064754235,1.000580362,1.065227856,1.007914848,0.968927156,1.009832639,1.029973127,1.016121224,1.037945386,1.045300385,0.954860183
2010/2/19,1.059756405,1.037560852,1.072962675,1.017321641,1.064754235,1.000580362,1.065227856,1.007914848,0.968927156,1.009832639,1.029973127,1.016121224,1.070429345,1.076106065,0.937182538
2010/2/26,1.077191235,1.076238534,1.084310446,1.058782106,1.106499243,1.0322873,1.077404498,1.013413309,0.976256277,1.01918214,1.035872991,1.018113619,1.065913205,1.073058251,0.968701545
2010/3/5,1.062624716,1.074267077,1.083815271,1.039541622,1.087888898,1.021222226,1.071544489,1.01259439,0.979920837,1.021952362,1.043739475,1.02110221,1.098923127,1.088714487,0.980511148
2010/3/12,1.053344887,1.061722247,1.087652881,1.021866637,1.063448246,1.004268721,1.073218778,1.00972817,0.978961071,1.021952362,1.050622649,1.022098408,1.109822432,1.056634943,1.000705101
2010/3/19,1.065211819,1.08080029,1.104034936,1.039137622,1.084017573,1.019733942,1.093158029,1.011482998,0.988122471,1.026627112,1.055539202,1.027079394,1.119381931,1.062223949,1.011532241
2010/3/26,1.058181646,1.089720469,1.110884863,1.063377602,1.102348063,1.021222226,1.097039333,1.012418907,0.996411357,1.030349599,1.062511768,1.030067986,1.125839406,1.058999635,0.999308266
2010/4/2,1.102781064,1.120830586,1.157101238,1.10201007,1.134251511,1.048529017,1.1419407,1.014700183,1.008277552,1.037794572,1.067428321,1.039033761,1.136951219,1.078857647,1.023418703
2010/4/9,1.091589028,1.131297871,1.149095901,1.127411548,1.156499968,1.064706026,1.125730546,1.016455012,1.013774393,1.041603627,1.070378252,1.041026156,1.152648176,1.113195054,1.05106801
2010/4/16,1.082027993,1.116958397,1.130403029,1.126199549,1.150016665,1.065482522,1.103279862,1.022128956,1.010109832,1.040651363,1.068411631,1.039033761,1.150487481,1.089277706,1.027936695
