date,wind,hs_300,zz_500,dapan,xiaopan,jiazhi,chengzhang
2005/2/4,759.66,1016.86,962.03,945.56,674.61,1227.36,938.57
2005/2/18,756.92,1006.06,964.77,934.85,678.71,1209.5,922.3
2005/2/25,796.16,1046.76,1024.12,970.46,721.96,1254.19,960.06
2005/3/4,780.45,1023.67,1003.21,950.12,707.07,1224.21,936.01
2005/3/11,784.48,1027.43,1009.43,952.24,712.87,1213.19,943.13
2005/3/18,742.25,978.67,949.51,908,671.23,1168.8,903.84
2005/3/25,727.32,962.96,931.42,890.84,657.9,1154.08,893.26
2005/4/1,731.23,978.15,927.55,905.4,653.86,1179.02,914.81
2005/4/8,749.43,1003.45,949.46,927.96,667.23,1197.61,934.71
2005/4/15,724.31,974.08,913.27,902.19,642.84,1177.61,909.07
2005/4/22,687.06,939.1,857.4,869.17,599.73,1149.7,880.64
2005/4/29,680.89,932.4,847.61,869.27,592.39,1145.07,879.32
2005/5/13,650.87,887.54,814.88,829.92,568.23,1095.05,828.6
2005/5/20,651.42,882.76,819.13,826.29,572.56,1089.02,822.55
2005/5/27,630.78,849.51,791,795.34,555.57,1041.96,793.6
2005/6/3,610.05,818.03,765.97,764.69,540.34,1013.57,769.37
2005/6/10,664.98,894.56,831.61,835.59,587.56,1100.48,838.83
2005/6/17,646.51,880.35,800.14,822.4,566.67,1104.51,831.31
2005/6/24,658.51,898.3,813.2,838.4,576.91,1127.57,850
2005/7/1,621.4,859.49,760.35,804.99,541.47,1090.69,824.88
2005/7/8,593.21,829.49,722.85,779.68,515.21,1063.95,805.48
2005/7/15,595.92,841,714.49,792.67,508.52,1078.59,826.45
2005/7/22,605.01,859.69,721.45,809.49,513.36,1104.15,844.03
2005/7/29,626.86,888.16,744.83,834.69,532.32,1135.57,865.21
2005/8/5,659.84,923.8,787.82,867.08,564.14,1168.5,894.56
2005/8/12,678.69,938.32,816.39,879.62,583.34,1187.15,910.47
2005/8/19,676.18,923.04,820.87,863.96,591.18,1157.02,893.02
2005/8/26,687.36,928.26,840.43,869.29,605.51,1164.1,886.74
2005/9/2,705.13,947.87,872.49,885.08,629.03,1181,896.86
2005/9/9,709.27,949.07,879.5,884.34,634.19,1172.29,895.86
2005/9/16,731.09,967.5,917.64,898.89,661.95,1191.03,905.34
2005/9/23,691.45,916.15,868.55,851.42,624.21,1129.1,861.67
2005/9/30,691.4,917.39,869.51,852.02,626.12,1128.25,868.23
2005/10/14,687.25,904.83,876.05,837.67,631.86,1102.79,855.02
2005/10/21,690.84,904.41,895.03,837.32,646.4,1100.46,848.76
2005/10/28,648.24,867.73,825.06,804.85,593.68,1063.23,822.41
2005/11/4,658.24,878.36,835.12,817.11,601.9,1081.03,829.71
2005/11/11,647.84,864.79,823.96,804.89,596.5,1062.46,813.36
2005/11/18,663.9,882.24,843.74,820.69,610.53,1091.26,828.47
2005/11/25,664.31,884.11,841.13,824.54,608.81,1097.8,836.51
2005/12/2,648.02,869.94,817.86,810.22,591.26,1081.85,823.2
2005/12/9,655.57,887.36,819.2,827.17,589.68,1103.66,841.98
2005/12/16,668.11,902.56,834.54,840.18,600.7,1123.48,848.9
2005/12/23,677.49,915.89,845.59,853.34,605.93,1141.05,859.52
2005/12/30,684.06,923.45,860.13,860.39,612.95,1154.74,867.66
2006/1/6,711.69,970.03,891.94,903.68,635.44,1200.24,913.15
2006/1/13,724.43,978.81,932.5,905.4,661.24,1201.28,917.86
2006/1/20,736.03,993.34,952.77,916.61,673.6,1234,929.11
2006/1/25,744.01,1009.6,957.79,929.1,670.72,1241.23,947.52
2006/2/10,763.74,1032.34,980.8,948.28,685.86,1267.13,967.19
2006/2/17,745.51,1020.37,949.99,941.47,666.36,1255.33,966.14
2006/2/24,768.88,1049.44,967.16,968.11,677.74,1306.92,1001.39
2006/3/3,759.28,1041.68,954.46,961.22,668.73,1299.3,987.34
2006/3/10,733.7,1008.9,921.68,932.42,643.88,1263.84,962.86
2006/3/17,748.83,1024.02,943.73,944.64,657.34,1280.78,972.95
2006/3/24,767.83,1042.6,974.27,958.34,679.05,1288.15,983.33
2006/3/31,783.08,1061.09,1000.25,973.79,692.68,1290.65,1005.97
2006/4/7,823.87,1103.15,1068.11,1006.87,738.28,1309.26,1027.07
2006/4/14,834.73,1118.61,1088.18,1023,749.69,1338.57,1048.53
2006/4/21,850.01,1149.16,1102.55,1051.75,759.93,1363.65,1078.65
2006/4/28,869.57,1172.35,1141.69,1073.03,773.97,1349.21,1087.2
2006/5/12,977.04,1296.26,1283.68,1177.89,876.48,1458.44,1171.15
2006/5/19,1032.02,1366.1,1365.65,1246.51,931.44,1532,1211.87
2006/5/26,1008.76,1331.02,1355.5,1215.44,929.71,1503.94,1194.69
2006/6/2,1070.78,1390.12,1457.76,1264.14,1010.7,1564.24,1232.93
2006/6/9,987.31,1294.19,1346.48,1182.26,929.71,1466.3,1155.97
2006/6/16,1011.9,1318.01,1382.41,1207.27,962.06,1478.68,1188.16
2006/6/23,1037.1,1339.45,1430.51,1227.79,997.83,1500.17,1204.4
2006/6/30,1080.62,1393.96,1486,1280.63,1041.3,1566.47,1253.89
2006/7/7,1104.47,1410.43,1541.25,1291.23,1083.29,1566.62,1256.01
2006/7/14,1061.31,1357.13,1470.47,1246.67,1033.21,1519.38,1206.9
2006/7/21,1068.14,1356.03,1493.04,1245.64,1051.62,1507.37,1204.66
2006/7/28,1062,1341.39,1492.11,1232.73,1054.34,1501.3,1187.06
2006/8/4,977.36,1241.91,1354.78,1146.72,952.56,1411.29,1115.89
2006/8/11,1005.53,1275.65,1398.01,1175.66,983.84,1453.22,1150.92
2006/8/18,1000.38,1267.87,1384.9,1170.79,973.75,1441.64,1147.12
2006/8/25,1023.86,1295.44,1421.1,1193.31,998.88,1449.37,1171.05
2006/9/1,1042.84,1318.1,1451.95,1214.81,1020.68,1473.3,1190.38
2006/9/8,1055.34,1332.15,1473.92,1225.96,1036.27,1479.01,1206.19
2006/9/15,1073.12,1362.32,1484.69,1256.67,1042.64,1524.24,1235.65
2006/9/22,1086.42,1374.85,1509.39,1267.34,1062.83,1516.44,1245.4
2006/9/29,1110.81,1403.27,1550.8,1292.6,1089.52,1528.57,1267.07
2006/10/13,1131.61,1430.88,1575.86,1319.35,1113.39,1590.02,1304.11
2006/10/20,1138.73,1440.18,1587.9,1329.69,1123.38,1593.04,1317.72
2006/10/27,1120.62,1439.05,1530.26,1332.42,1080.39,1616.8,1340.96
2006/11/3,1148.2,1488.29,1549.66,1381.39,1092.42,1721.04,1399.14
2006/11/10,1141.14,1504.06,1498.87,1403.45,1050.07,1724.98,1449.57
2006/11/17,1163.31,1562.08,1476.75,1456.51,1033.88,1778.29,1504.98
2006/11/24,1212.9,1636.58,1532.02,1525.73,1064.52,1871.81,1575.73
2006/12/1,1280.9,1729.22,1629.21,1607.71,1118.95,1971.87,1650.77
2006/12/8,1257.45,1711.58,1571.18,1594.46,1082.15,1960.04,1645.62
2006/12/15,1359.71,1867.64,1689.67,1739.32,1155.06,2138.14,1783.02
2006/12/22,1384.38,1895.64,1728.4,1768.92,1190.22,2134.47,1808.85
2006/12/29,1449.51,2041.05,1726.15,1913.74,1180.89,2340.56,1975.8
2007/1/5,1474.43,2072.88,1770.48,1940.04,1208.3,2482.31,1992.43
2007/1/12,1550.61,2173.75,1881.75,2030.39,1287.95,2535.73,2064.24
2007/1/19,1725.19,2396.09,2159.64,2224.8,1475.75,2755.9,2232.47
2007/1/26,1789.06,2512.92,2186.27,2342.38,1496.97,2886.25,2419.4
2007/2/2,1672.53,2298,2127.1,2133.81,1476.14,2646.84,2160.32
2007/2/9,1761.69,2397.25,2287.38,2214.26,1578.67,2724.98,2207.25
2007/2/16,1962.63,2676.74,2541.41,2467.81,1755.69,3120.77,2467.67
2007/3/2,1876.8,2508.73,2503.68,2315.83,1737.72,3052.66,2275.13
2007/3/9,1961.99,2611.39,2638.05,2403.86,1839.04,3116.35,2374.52
2007/3/16,1983.33,2604.23,2710.86,2393.83,1904.4,3095.57,2335.1
2007/3/23,2090.48,2716.27,2898,2506.66,2044.85,3291.81,2438.85
2007/3/30,2124.82,2781.78,2926.06,2571.03,2056.84,3367.22,2511.07
2007/4/6,2280.93,2972.01,3182.8,2736.2,2231.79,3604.55,2631.97
2007/4/13,2423.23,3169.23,3358.63,2906.95,2357.28,3864.96,2822.43
2007/4/20,2554.68,3289.28,3614.39,3011.93,2543.96,4106.45,2877.67
2007/4/27,2699.52,3470.52,3845.81,3179.36,2716.92,4403.42,2991.59
2007/4/30,2744.3,3558.71,3903.69,3242.71,2759.65,4468.7,3022.07
2007/5/11,2869.68,3702.61,4109.4,3386.65,2908.16,4749.75,3212.81
2007/5/18,2940.53,3776.63,4235.19,3450.71,2998.31,4857.14,3277.64
2007/5/25,3147.68,3985.25,4649.86,3639.77,3271.7,5090.66,3411.38
2007/6/1,2880.16,3803.95,3960.44,3499.86,2725.11,4734.04,3425.72
2007/6/8,2897.31,3837.87,4002.87,3540.52,2738.55,4798.24,3434.33
2007/6/15,3101.74,4099.38,4316.53,3777.33,2969.04,5166,3679.14
2007/6/22,3031.86,4051.43,4123.22,3756.7,2849.23,5063.47,3658.1
2007/6/29,2754.38,3764.08,3585.49,3520.03,2470.7,4664.69,3515.76
2007/7/6,2722.43,3710.28,3591.38,3455.92,2464.59,4583.58,3477.85
2007/7/13,2789.41,3820.12,3655.85,3562.8,2514.96,4735.69,3607.62
2007/7/20,2895.56,3971.88,3788.74,3707.25,2594.35,4784.84,3754.27
2007/7/27,3182.2,4307.14,4269.77,4008.53,2947.51,5321.72,4057.76
2007/8/3,3357.92,4598.38,4408.05,4283.2,3053.74,5638.59,4466.85
2007/8/10,3404.5,4726.68,4348.81,4403.67,3002.62,5911.82,4628.36
2007/8/17,3367.77,4626.58,4390.88,4296.26,3038.58,5726.96,4460.07
2007/8/24,3733.09,5217.58,4742.95,4843.28,3265.26,6455.78,5119.38
2007/8/31,3804.94,5296.81,4897.64,4899.51,3381.2,6599.62,5119.3
2007/9/7,3819.87,5294.8,4939.23,4887.22,3411.46,6833.93,5060.25
2007/9/14,3864.27,5397.28,4936.69,4965.11,3399.44,7079.66,5166.68
2007/9/21,3920.77,5468.1,5028.84,5016.34,3450.07,7206.86,5167.47
2007/9/28,3988.6,5580.81,5083.65,5126.31,3506.63,7274.33,5333.74
2007/10/12,4038.01,5737.22,4891.39,5294.46,3386.53,7422.22,5621.82
2007/10/19,3958.96,5614.06,4813.95,5192.77,3336.95,7305.64,5544.54
2007/10/26,3707.11,5394.81,4228.95,5029.68,2911.71,6859.9,5479.21
2007/11/2,3766.81,5472.93,4329.63,5085.79,2999.97,6910.12,5598.38
2007/11/9,3515.46,5040.53,4153.24,4690.15,2887.72,6341,5097.81
2007/11/16,3510.69,5007.66,4217.23,4657.65,2943.05,6280.16,5027.68
2007/11/23,3431.58,4856.16,4193.98,4505.33,2939.23,6259.87,4850.57
2007/11/30,3359.6,4737.41,4122.93,4396.67,2897.81,6094.68,4670.47
2007/12/7,3563.87,5041.35,4362.22,4675.01,3066.95,6552.6,5005.37
2007/12/14,3570.66,4977.65,4499.53,4593.74,3186.31,6455.18,4866.37
2007/12/21,3678.52,5101.85,4691.53,4698.23,3328.74,6714.22,4947.06
2007/12/28,3858.8,5338.28,4947.6,4899.23,3507.84,6999.62,5163.44
2008/1/4,3996.68,5483.65,5243.03,5011.11,3716.23,7151.92,5258.23
2008/1/11,4132.44,5699.15,5376.8,5220.32,3796.19,7507.17,5448.34
2008/1/18,3987.59,5414.47,5317.45,4962.91,3788.15,7150.82,5106.27
2008/1/25,3760.36,5077.43,5096.69,4659.21,3605.42,6708.99,4814.98
2008/2/1,3357.75,4571.94,4456.93,4199.46,3138.47,6000.43,4427.46
2008/2/5,3622.16,4921.83,4839,4519.38,3417.67,6539.99,4725.57
2008/2/15,3577.85,4813.31,4886.02,4422.9,3475.18,6456.05,4632.8
2008/2/22,3548.25,4702.24,5029.2,4290.92,3587.13,6249.06,4519.15
2008/2/29,3548.42,4674.55,5057.62,4273.24,3624.57,6230.43,4455.08
2008/3/7,3532.45,4621.69,5115.92,4217.66,3693.99,6098.97,4400.12
2008/3/14,3190.19,4157.87,4662.32,3782.94,3373.97,5462.74,3951.08
2008/3/21,3068.45,4037.83,4405.86,3693.92,3182.85,5383.77,3896
2008/3/28,2971.61,3918.16,4241.45,3600.32,3066.28,5236.28,3777.09
2008/4/3,2720.62,3650.7,3588.76,3415.18,2580.92,4981.89,3526.15
2008/4/11,2837.76,3783.73,3862.36,3506.37,2770.89,5098.8,3661.38
2008/4/18,2465.61,3272.5,3338.27,3055.21,2397.08,4382.93,3185.2
2008/4/25,2833.72,3803.07,3756.33,3562.17,2683.44,5190.26,3685.24
2008/4/30,2946.69,3959.12,3903.18,3706.82,2790.66,5401.31,3859.06
2008/5/9,2906.21,3878.92,3986.24,3585.26,2863.43,5236.29,3799.08
2008/5/16,2951.61,3936.12,4071.91,3628.44,2953.94,5302.27,3846.49
2008/5/23,2767.64,3675.15,3829.65,3396.22,2784.3,5062.57,3571.8
2008/5/30,2724.31,3611.33,3755.63,3349.75,2731.62,4983.56,3522.61
2008/6/6,2643.92,3489.5,3629.92,3245.57,2641.22,4790.91,3449.61
2008/6/13,2252.73,2979.12,3045.11,2777.44,2218.72,4097.4,2961.14
2008/6/20,2139.81,2849.67,2764.28,2700.97,2012.13,4054.19,2869.75
2008/6/27,2122.64,2816.02,2792.71,2659.24,2018.09,3925.43,2784.12
2008/7/4,2112.76,2741.85,2941.09,2577.57,2125.16,3755.41,2751.1
2008/7/11,2268.88,2953.5,3132.73,2779.78,2261.65,4049.98,2989
2008/7/18,2178.18,2815.46,3015.8,2664.04,2188.99,3862.45,2866.61
2008/7/25,2279.15,2939.2,3172.17,2778.48,2313.47,4068.71,2963.99
2008/8/1,2208.05,2840.79,3063.81,2690.43,2240.96,3949.81,2831.31
2008/8/8,2004.9,2591.46,2711.96,2477.29,1973.57,3668.58,2542.57
2008/8/15,1872.62,2447.62,2473.72,2344.87,1804.48,3475.82,2394.25
2008/8/22,1825.98,2404.93,2382.52,2303.55,1743.63,3414.82,2334.62
2008/8/29,1805.57,2391.64,2307.16,2308.09,1693.46,3426.08,2337.23
2008/9/5,1662.07,2183.43,2148.74,2107.42,1580.52,3167.09,2123.14
