date,wind,hs_300,zz_500,dapan,xiaopan,jiazhi,chengzhang
2008/9/12,1582.63,2077.85,2038.66,2013.38,1495.52,3018.48,2046.13
2008/9/19,1590.33,2073.11,2086.83,1999.29,1531.48,3007.08,2044.2
2008/9/26,1686.1,2243.66,2136,2164.19,1559.69,3307.25,2288.3
2008/10/10,1445.9,1906.96,1837.4,1840.94,1351.91,2825.47,1919.46
2008/10/17,1382.61,1833.26,1726.4,1775.8,1275.06,2731.7,1825.52
2008/10/24,1352.15,1781.6,1741.18,1712.22,1294.08,2613.17,1799.37
2008/10/31,1251.95,1663.66,1562.02,1605.73,1166.65,2450.7,1674.44
2008/11/7,1263.45,1677.83,1561.22,1629.8,1176.46,2517.89,1654.94
2008/11/14,1473.32,1943.65,1867.49,1877.83,1406.99,2867.68,1958.22
2008/11/21,1473.29,1920.74,1921.04,1854.53,1446.16,2803.27,1929.08
2008/11/28,1410.16,1829.92,1841.45,1771.96,1385.49,2675.64,1900.56
2008/12/5,1562.2,2013.18,2098.66,1934.9,1573.49,2909.73,2096.54
2008/12/12,1518.6,1960.38,2031.99,1882.6,1525.07,2813.98,2023.22
2008/12/19,1603.73,2052.11,2194.99,1967.78,1646.16,2908,2124.77
2008/12/26,1460.03,1862.1,1983.76,1787.55,1494.65,2650.81,1895.34
2008/12/31,1430.79,1817.72,1939.43,1752.03,1460.92,2586.13,1832
2009/1/9,1526,1918.37,2107.77,1840.07,1595.68,2712.01,1942.68
2009/1/16,1584.44,1990.21,2195.63,1905.63,1664.76,2844.07,2018.89
2009/1/23,1618.86,2032.68,2238.08,1947.45,1694.42,2943.78,2074.13
2009/2/6,1784.77,2237.28,2493.74,2141.08,1892.01,3198.42,2300.7
2009/2/13,1939.6,2399.07,2805.01,2286.21,2119.73,3332.56,2527.24
2009/2/20,1904.6,2344.32,2776.96,2229.63,2109.37,3273.83,2478.99
2009/2/27,1711.67,2140.49,2416.95,2045.39,1833.43,3029.34,2205.42
2009/3/6,1843.65,2286.58,2653.47,2178.83,2017.03,3237.25,2402.53
2009/3/13,1782.48,2205.42,2569.63,2103.6,1955.2,3088.69,2288.85
2009/3/20,1923.46,2379.84,2784.11,2262.55,2112.03,3298.32,2515.64
2009/3/27,2011.52,2498.93,2877.88,2377.65,2190.48,3488.68,2640.13
2009/4/3,2063.16,2570.5,2934.25,2450.01,2238.52,3569.09,2712.13
2009/4/10,2093.6,2595.53,3009.38,2471.96,2301.82,3531.51,2751.37
2009/4/17,2152.65,2650.69,3119.42,2518.14,2391.63,3618.08,2841.43
2009/4/24,2092.38,2572.89,3036.76,2446.72,2326.46,3522.02,2711.37
2009/4/30,2126.07,2622.93,3086.22,2496.9,2355.17,3584.39,2769.94
2009/5/8,2253.6,2789.22,3257.59,2653.87,2496.55,3828.11,2944.12
2009/5/15,2261.94,2796.12,3270.74,2659.49,2502.48,3846.23,2960.92
2009/5/22,2225.32,2740.68,3254.53,2602.17,2489.62,3750.84,2894.4
2009/5/27,2241.24,2759.71,3276.75,2627.12,2506.29,3786.15,2930.46
2009/6/5,2352.87,2939.31,3355.78,2807.91,2558.86,4063.83,3117.73
2009/6/12,2330.61,2906.29,3309.59,2789.45,2528.18,4026.43,3095.89
2009/6/19,2450.05,3080,3434.06,2965.01,2621.06,4297.35,3269.86
2009/6/26,2480.64,3128.42,3448.46,3017.08,2639.34,4393.76,3303.4
2009/7/3,2611.19,3327.14,3584.86,3213.46,2724.44,4633.18,3567.88
2009/7/10,2680.25,3398.31,3719.97,3273.63,2830.6,4640.19,3691.55
2009/7/17,2764.69,3519.81,3852.86,3383.79,2928.42,4753.32,3778.38
2009/7/24,2852.01,3667.56,3907.97,3524.99,2976.98,4951.05,3905.33
2009/7/31,2907.04,3734.62,3928.58,3592.69,2991.95,5184.44,3980.85
2009/8/7,2802.21,3555.1,3893.13,3406.47,2954.91,4820.94,3781.64
2009/8/14,2625.55,3344.46,3609.7,3207.24,2739.69,4550.35,3603.14
2009/8/21,2523.72,3203.62,3468.04,3077.15,2625.55,4410.87,3395.63
2009/8/28,2460.32,3046.78,3531.41,2918.54,2684.04,4103,3196.42
2009/9/4,2464.25,3077.14,3489.06,2957.42,2654.99,4178.15,3243.17
2009/9/11,2581.64,3238.13,3641.82,3111.5,2766.71,4388.64,3442.59
2009/9/18,2579.66,3199.69,3739.73,3065.5,2854.15,4267.79,3380.74
2009/9/25,2462.7,3058.53,3536.81,2941,2696.89,4123.72,3229.51
2009/9/30,2406.58,3004.81,3400.62,2894.68,2577.91,4079.89,3190.37
2009/10/9,2524.81,3163.71,3576.44,3045.18,2712.69,4268.15,3372.39
2009/10/16,2591.29,3241.71,3716.9,3116.43,2831.81,4346.1,3459.89
2009/10/23,2716.15,3413.25,3908.44,3277.06,2980.52,4551.38,3652.94
2009/10/30,2631.87,3280.37,3827.68,3151.4,2915.2,4397.51,3517.39
2009/11/6,2792.75,3483.02,4145.14,3339.38,3146.42,4610.74,3729.37
2009/11/13,2832.8,3518.72,4267.01,3370.72,3249.09,4623.45,3751.89
2009/11/20,2944.51,3631.01,4508.29,3471.55,3436.39,4782.22,3870.23
2009/11/27,2757.78,3382.51,4215.34,3236.71,3199.21,4482.9,3613.04
2009/12/4,2950.34,3643.49,4506.08,3489.83,3434,4789.96,3925.78
2009/12/11,2912.77,3575.02,4534.76,3416.76,3453.63,4674.24,3846.91
2009/12/18,2774.15,3391.74,4203.48,3256.45,3211.71,4605.22,3620.79
2009/12/25,2828.41,3424.78,4376.19,3279.95,3333.9,4621.62,3663.26
2009/12/31,2939.79,3575.68,4485.26,3431.22,3418.97,4875.08,3810.15
2010/1/8,2872.41,3480.13,4514.45,3329.26,3431.48,4683.24,3692.89
2010/1/15,2909.52,3482.74,4747.65,3319.22,3613.95,4590.77,3648.27
2010/1/22,2810.12,3366.2,4537.88,3219.97,3464.78,4548.8,3517.16
2010/1/29,2687.79,3204.16,4374.65,3061.18,3319.78,4243.66,3335.73
2010/2/5,2648.38,3153.09,4311.29,3016.98,3293.36,4194.11,3285.43
2010/2/12,2719.01,3251.28,4416.22,3106.72,3375.77,4311.46,3393.46
2010/2/26,2771.12,3281.67,4634.67,3125.75,3577.61,4355.87,3415.32
2010/3/5,2753.27,3259.76,4604.59,3105.42,3556.73,4339.78,3399.34
2010/3/12,2729.18,3233.13,4492.86,3087.18,3477.32,4333.27,3382.75
2010/3/19,2790.6,3293.87,4663.9,3143.11,3615.53,4384.4,3443.02
2010/3/26,2792.19,3275,4686.93,3125.2,3628.71,4376.9,3418.97
2010/4/2,2888.14,3407.35,4843.17,3248.59,3758.03,4538.96,3580.37
2010/4/9,2888.32,3379.17,4939.18,3213.17,3828.46,4466.29,3516.29
2010/4/16,2865.43,3356.33,4898.67,3190.74,3811.97,4389.79,3472.87
2010/4/23,2753.28,3190,4864.16,3022.78,3785.89,4026.94,3253.77
2010/4/30,2623.3,3067.37,4438.68,2921.01,3437.81,3998.66,3159.48
2010/5/7,2480.22,2836.79,4350.76,2692.13,3372.52,3680.12,2863
2010/5/14,2474.3,2868.02,4184.84,2734.72,3229.95,3777.68,2921.16
2010/5/21,2379.27,2768.79,3982.39,2646.58,3041.62,3672.6,2835.72
2010/5/28,2466.46,2850.3,4235.32,2715.95,3247.58,3723.82,2912.39
2010/6/4,2379.98,2744.39,4089.04,2621.81,3120.68,3554.53,2803.18
2010/6/11,2403.25,2758.87,4198,2628.95,3212.64,3531.76,2800.34
2010/6/18,2334.84,2696.17,3972.29,2580.75,3056.15,3513.66,2757.44
2010/6/25,2379.62,2736.29,4028.43,2626.23,3099.47,3593.32,2804.12
2010/7/2,2199.18,2534.11,3585.58,2448,2750.14,3405.18,2599.28
2010/7/9,2302.05,2647.1,3807.6,2557.36,2916.51,3561.63,2746.71
2010/7/16,2265.52,2616.13,3757.43,2529.75,2886.99,3515.81,2733.97
2010/7/23,2414.27,2793.08,4015.47,2698.54,3096.91,3731.74,2941.32
2010/7/30,2485.06,2868.85,4191.13,2769.45,3225.33,3806.68,3007.73
2010/8/6,2522.8,2897.66,4356.01,2787.7,3358.08,3789.45,3029.63
2010/8/13,2485.19,2855.55,4323.05,2743.12,3329.37,3682.42,2996.08
2010/8/20,2518.74,2898.33,4366.6,2782.59,3371.48,3756.4,3057.55
2010/8/27,2502.95,2858.57,4431.44,2740.56,3426.89,3667.8,3004.62
2010/9/3,2573.06,2920.21,4662.96,2793.17,3602.67,3684.65,3074.21
2010/9/10,2584.13,2932.55,4705.31,2796.6,3651.51,3644.98,3043.54
2010/9/17,2524.9,2861.37,4603.49,2725.21,3562.33,3509.89,2932.73
2010/9/21,2514.9,2857.48,4546.72,2727.32,3510.67,3519.13,2944.4
2010/9/30,2575.33,2935.57,4660.61,2799.99,3611.05,3554.9,3024.17
2010/10/8,2650.98,3044.23,4767.97,2904.15,3696.54,3679.73,3146.7
2010/10/15,2811.87,3327.68,4691.45,3193.51,3658.62,4150.08,3479.86
2010/10/22,2862.92,3378.66,4877.93,3236.49,3792.85,4148.18,3544.01
2010/10/29,2884.61,3379.98,5055.49,3224.38,3925.36,4099.74,3527.46
2010/11/5,3013.19,3520.8,5311.77,3352.65,4120.74,4257.33,3657.2
2010/11/12,2885.93,3291.83,5111.19,3134.77,3934,3967.46,3375.77
2010/11/19,2807.9,3178.85,5081.03,3024.63,3895.39,3824.17,3248.9
2010/11/26,2811.26,3194.85,5227.65,3034.33,4033.04,3786.79,3291.43
2010/12/3,2777.47,3158.16,5100.37,3005.69,3933.29,3753.95,3249.27
2010/12/10,2770.66,3161.98,5039.17,3012.49,3885.87,3731.88,3221.77
2010/12/17,2834.14,3225.66,5228.34,3058.94,4035.85,3782.69,3289.6
2010/12/24,2762.39,3162.96,4991.54,3007.65,3851.3,3766.73,3252.01
2010/12/31,2737.57,3128.26,4936.72,2973.2,3805.17,3685.95,3197.5
2011/1/7,2761.88,3166.62,4975.14,3006.88,3844.57,3785.66,3259.78
2011/1/14,2701.5,3091.86,4723.43,2944.86,3664.82,3756.24,3187.55
2011/1/21,2616.86,2983.46,4506.32,2844.7,3518.51,3660.84,3064.45
2011/1/28,2649.11,3036.74,4548.21,2893.91,3542.7,3709.31,3123.18
2011/2/1,2690.33,3077.28,4630.58,2929.2,3614.06,3743.13,3159.82
2011/2/11,2731.36,3120.96,4786.81,2966.78,3741.56,3771.39,3215.35
2011/2/18,2805.86,3211.88,4941.43,3049.18,3860.45,3871.57,3283.37
2011/2/25,2795.61,3197.62,5032.8,3032.62,3933.66,3829.03,3248.42
2011/3/4,2852.22,3270.67,5067.62,3114.06,3980.2,3985.09,3339.57
2011/3/11,2851.29,3247.38,5139.75,3087.69,4038.4,3928.26,3320.25
2011/3/18,2829.99,3215.69,5126.93,3057.9,4030,3891.09,3313.96
2011/3/25,2893.76,3294.48,5212.35,3134.31,4113.79,4009.85,3388.55
2011/4/1,2865.12,3272.73,5065.08,3125.09,4017.77,4065.48,3363.65
2011/4/8,2921.05,3353.36,5148.8,3206.41,4085.62,4174.75,3423.82
2011/4/15,2931.28,3358.94,5162.42,3220.42,4087.15,4229.98,3401.77
2011/4/22,2899.54,3299.94,5165.12,3161.94,4082.82,4128.83,3351.61
2011/4/29,2791.13,3192.72,4836.87,3072.1,3811.41,4061.34,3268.41
2011/5/6,2751.14,3121.4,4849.97,3004.74,3836.63,3943.12,3173.27
2011/5/13,2761.17,3128.09,4902.56,3009.34,3887.24,3944.57,3179.04
2011/5/20,2748.69,3121.6,4863.19,3005.54,3862.53,3950.23,3200.91
2011/5/27,2595.03,2963.31,4428.89,2861.94,3507.29,3783.29,3033.24
2011/6/3,2622.98,2986.35,4506.2,2881.42,3571.71,3757.54,3060.32
2011/6/10,2611.33,2961.93,4469.05,2866.25,3556.69,3716.34,3033.7
2011/6/17,2560.24,2892.16,4337.37,2811.75,3450.63,3663.34,2983.69
2011/6/24,2666.01,3027.47,4509.18,2947.57,3586.41,3861.97,3136.8
2011/7/1,2691.03,3049.75,4604.75,2962.65,3683.11,3834.66,3159.74
2011/7/8,2743.72,3109.18,4756.61,3024.04,3800.35,3894.87,3233.88
2011/7/15,2776.17,3128.89,4896.04,3043.56,3916.71,3876.18,3254.98
2011/7/22,2729.43,3067.99,4800.94,2985.84,3851.31,3783.84,3206.69
2011/7/29,2659.65,2972.08,4628.32,2892.5,3702.47,3677.74,3114.25
2011/8/5,2592.84,2897.42,4559.02,2814.69,3655.22,3547.71,3063.21
2011/8/12,2564.35,2875.37,4505.89,2795.74,3602.76,3524.49,3070.34
2011/8/19,2505.74,2807.66,4395.02,2734.23,3512.11,3471.66,3002.33
2011/8/26,2582.35,2901.22,4530.42,2823.25,3629.79,3630.98,3077.47
2011/9/2,2498.58,2803.85,4344.98,2733.65,3488.07,3519.79,2988.3
2011/9/9,2459.56,2751.1,4233.75,2682.14,3412.52,3498.23,2918.69
2011/9/16,2449.52,2733.99,4214.82,2666,3408.52,3488.43,2886.13
2011/9/23,2396.91,2669.48,4117.74,2599.69,3338.15,3409.03,2807.48
2011/9/30,2312.24,2581.35,3856.83,2517.16,3107.04,3329.21,2733.9
2011/10/14,2380.66,2653.78,3985.19,2590.19,3225.14,3451.18,2755.05
2011/10/21,2254.5,2507.88,3671.7,2456.88,2962.67,3343.25,2594.28
2011/10/28,2414.79,2709.02,3978.8,2654.91,3198.1,3580.81,2818.74
2011/11/4,2475.65,2763.75,4131.13,2701.9,3309.9,3623.18,2844.95
