日期,人民币存款基准利率,银行理财产品三个月预期收益率,m2-m1,新开股票账户数量,银证转账资金,大小非减持,银行PB,券商PB,上证50PE,沪深300PE,中证500PE,中小板PE,创业板PE,GDP增速,CPI
2003-09,1.9800 ,,,8.8500 ,,,,,,,,,,10.0000 ,1.1000 
2003-10,1.9800 ,,,7.3700 ,,,,,,,,,,10.0000 ,1.8000 
2003-11,1.9800 ,,,11.6000 ,,,,,,,,,,10.0000 ,3.0000 
2003-12,1.9800 ,,,16.8000 ,,,,,,,,,,10.0000 ,3.2000 
2004-01,1.9800 ,,,4.5100 ,,,,,26.8000 ,,,,,10.0000 ,3.2000 
2004-02,1.9800 ,,,35.6300 ,,,,,27.1600 ,,,,,10.0000 ,2.1000 
2004-03,1.9800 ,,,27.4900 ,,,,,28.1800 ,,,,,10.5000 ,3.0000 
2004-04,1.9800 ,,,21.6600 ,,,,,24.1800 ,,,,,10.5000 ,3.8000 
2004-05,1.9800 ,,,10.6400 ,,,,,23.5300 ,,,,,10.5000 ,4.4000 
2004-06,1.9800 ,,,13.2500 ,,,,,21.5200 ,,,,,11.5000 ,5.0000 
2004-07,1.9800 ,,,9.5000 ,,,,,20.6900 ,,,,,11.5000 ,5.3000 
2004-08,1.9800 ,,,9.3200 ,,,,,18.2800 ,,,,,11.5000 ,5.3000 
2004-09,1.9800 ,,,22.2500 ,,,,,18.7100 ,,,,,9.8000 ,5.2000 
2004-10,2.2500 ,,,52.2000 ,,,,,16.4300 ,,,,,9.8000 ,4.3000 
2004-11,2.2500 ,,,11.4900 ,,,,,16.2300 ,,,,,9.8000 ,2.8000 
2004-12,2.2500 ,,,16.5400 ,,,,,15.7200 ,,,,,8.8000 ,2.4000 
2005-01,2.2500 ,2.0733 ,38380.7500 ,5.3200 ,,,,,14.8200 ,,,,,8.8000 ,1.9000 
2005-02,2.2500 ,2.3333 ,38408.7500 ,6.9700 ,,,,,15.8100 ,,,,,8.8000 ,3.9000 
2005-03,2.2500 ,2.8000 ,38439.7500 ,14.4500 ,,,,,13.5200 ,,,,,11.0000 ,2.7000 
2005-04,2.2500 ,1.8000 ,38469.7500 ,10.3300 ,,,,,14.1100 ,15.1700 ,,,,11.0000 ,1.8000 
2005-05,2.2500 ,1.9500 ,38500.7500 ,7.7000 ,,,,,12.6500 ,13.6900 ,,,,11.0000 ,1.8000 
2005-06,2.2500 ,1.8000 ,38530.7500 ,13.4300 ,,,,,12.9600 ,13.8700 ,,,,11.0000 ,1.6000 
2005-07,2.2500 ,1.9700 ,38561.7500 ,7.4400 ,,,,,13.5400 ,13.8300 ,,,,11.0000 ,1.8000 
2005-08,2.2500 ,2.3100 ,38592.7500 ,14.0000 ,,,,,13.1000 ,14.2500 ,,,,11.0000 ,1.3000 
2005-09,2.2500 ,2.6500 ,38622.7500 ,17.3900 ,,,,,12.5900 ,13.9800 ,,,,10.8000 ,0.9000 
2005-10,2.2500 ,2.6500 ,38653.7500 ,6.9100 ,,,,,11.6900 ,13.5100 ,,,,10.8000 ,1.2000 
2005-11,2.2500 ,1.6000 ,38683.7500 ,8.7700 ,,,,,11.8000 ,13.4500 ,,,,10.8000 ,1.3000 
2005-12,2.2500 ,2.0500 ,38714.7500 ,7.6300 ,,,,,12.6400 ,14.2800 ,,,,12.4000 ,1.6000 
2006-01,2.2500 ,2.5000 ,38745.7500 ,11.4600 ,,,,,13.2900 ,15.1600 ,,,,12.4000 ,1.9000 
2006-02,2.2500 ,2.2000 ,38773.7500 ,13.7500 ,,,,,13.9400 ,15.7700 ,,,,12.4000 ,0.9000 
2006-03,2.2500 ,1.9000 ,38804.7500 ,21.5800 ,,,,,13.4400 ,15.6900 ,,,,12.5000 ,0.8000 
2006-04,2.2500 ,2.4500 ,38834.7500 ,31.7300 ,,,,,14.4100 ,17.7000 ,,,,12.5000 ,1.2000 
2006-05,2.2500 ,1.6500 ,38865.7500 ,61.7000 ,,,,,15.7600 ,20.1200 ,,,,12.5000 ,1.4000 
2006-06,2.2500 ,1.8000 ,38895.7500 ,49.7300 ,,,,,15.7600 ,20.3700 ,,,,13.6000 ,1.5000 
2006-07,2.2500 ,2.3100 ,38926.7500 ,40.6900 ,,,,,18.0100 ,20.3800 ,,,,13.6000 ,1.0000 
2006-08,2.5200 ,2.1150 ,38957.4800 ,20.5000 ,,,,,18.0800 ,20.0200 ,,,,13.6000 ,1.3000 
2006-09,2.5200 ,2.2700 ,38987.4800 ,25.0800 ,,,,,19.3100 ,21.1300 ,,,,12.2000 ,1.5000 
2006-10,2.5200 ,6.2600 ,39018.4800 ,34.7200 ,,,,,18.5300 ,19.6800 ,,,,12.2000 ,1.4000 
2006-11,2.5200 ,2.5050 ,39048.4800 ,44.1500 ,,,,,24.3900 ,24.5800 ,,,,12.2000 ,1.9000 
2006-12,2.5200 ,3.7450 ,39079.4800 ,162.8500 ,,,,,34.0100 ,32.3200 ,,39.8700 ,,12.5000 ,2.8000 
2007-01,2.5200 ,2.5000 ,39110.4800 ,342.2600 ,,,,,37.3900 ,36.2500 ,53.1400 ,48.8200 ,,12.5000 ,2.2000 
2007-02,2.5200 ,2.1800 ,39138.4800 ,126.9300 ,,,,,36.7400 ,36.5400 ,60.0500 ,43.7900 ,,12.5000 ,2.7000 
2007-03,2.7900 ,2.4000 ,39169.2100 ,401.5600 ,,,,,37.7500 ,37.4900 ,62.9600 ,49.2000 ,,13.8000 ,3.3000 
2007-04,2.7900 ,3.4400 ,39199.2100 ,669.7900 ,,,,,33.7200 ,35.6400 ,74.1700 ,55.8200 ,,13.8000 ,3.0000 
2007-05,3.0600 ,2.4480 ,39229.9400 ,790.0400 ,,,,,37.7600 ,40.1200 ,81.4100 ,56.6900 ,,13.8000 ,3.4000 
2007-06,3.0600 ,2.8167 ,39259.9400 ,521.0500 ,,,,,36.1600 ,38.0000 ,69.0500 ,52.7400 ,,14.9000 ,4.4000 
2007-07,3.3300 ,2.8050 ,39290.6700 ,281.3100 ,,,,,41.5800 ,44.0900 ,75.2100 ,56.7300 ,,14.9000 ,5.6000 
2007-08,3.6000 ,2.6450 ,39321.4000 ,891.7900 ,,,,,39.5300 ,42.9400 ,78.2200 ,65.2300 ,,14.9000 ,6.5000 
2007-09,3.8700 ,4.1917 ,39351.1300 ,725.2800 ,,,,,41.8900 ,46.0700 ,81.6600 ,65.5900 ,,14.2000 ,6.2000 
2007-10,3.8700 ,3.9000 ,39382.1300 ,588.8922 ,,,,,46.8400 ,47.7900 ,64.3900 ,55.6700 ,,14.2000 ,6.5000 
2007-11,3.8700 ,4.0875 ,39412.1300 ,394.6873 ,,,,,40.0900 ,40.5300 ,58.5400 ,51.3500 ,,14.2000 ,6.9000 
2007-12,4.1400 ,3.6750 ,39442.8600 ,299.4224 ,,,,,41.7800 ,43.4100 ,70.4000 ,62.8700 ,,13.9000 ,6.5000 
2008-01,4.1400 ,4.0620 ,39473.8600 ,255.9503 ,,,,,33.0800 ,36.1700 ,61.8100 ,58.5500 ,,13.9000 ,7.1000 
2008-02,4.1400 ,7.2500 ,39502.8600 ,47.7683 ,,,,,32.0800 ,35.5100 ,64.7300 ,55.7200 ,,13.9000 ,8.7000 
2008-03,4.1400 ,5.5267 ,39533.8600 ,129.8727 ,,,,,24.9900 ,27.1000 ,49.8400 ,44.6300 ,,11.5000 ,8.3000 
2008-04,4.1400 ,4.1000 ,39563.8600 ,125.3801 ,,,,,26.7400 ,27.5100 ,44.9300 ,40.3700 ,,11.5000 ,8.5000 
2008-05,4.1400 ,4.0000 ,39594.8600 ,112.6422 ,,,,,24.4300 ,25.3900 ,43.3500 ,41.5300 ,,11.5000 ,7.7000 
2008-06,4.1400 ,4.1389 ,39624.8600 ,97.8277 ,,,,,19.7400 ,20.2700 ,32.5900 ,32.1000 ,,10.9000 ,7.1000 
2008-07,4.1400 ,4.5250 ,39655.8600 ,98.8774 ,,39754.7374 ,,,19.7700 ,20.4400 ,32.4000 ,31.7600 ,,10.9000 ,6.3000 
2008-08,4.1400 ,4.4224 ,39686.8600 ,75.9640 ,,39762.8240 ,,,17.0300 ,17.1100 ,24.4200 ,24.0000 ,,10.9000 ,4.9000 
2008-09,4.1400 ,4.2382 ,39716.8600 ,93.4480 ,,39810.3080 ,,,16.1000 ,16.2900 ,22.6100 ,19.9000 ,,9.6000 ,4.6000 
2008-10,3.3400 ,3.8780 ,39740.6600 ,70.0014 ,,39810.6614 ,,,12.3600 ,12.5100 ,17.1400 ,14.8200 ,,9.6000 ,4.0000 
2008-11,2.5200 ,3.7653 ,39779.4800 ,100.5537 ,,39880.0337 ,,,13.2200 ,13.4800 ,20.1800 ,17.0900 ,,9.6000 ,2.4000 
2008-12,2.2500 ,2.7818 ,39810.7500 ,102.7039 ,,39913.4539 ,,,12.4700 ,12.9300 ,21.4300 ,19.2700 ,,7.1000 ,1.2000 
2009-01,2.2500 ,2.4886 ,39841.7500 ,36.7602 ,,39878.5102 ,,,13.5200 ,14.1700 ,24.6600 ,21.2700 ,,7.1000 ,1.0000 
2009-02,2.2500 ,2.1171 ,39869.7500 ,164.4890 ,,40034.2390 ,,,14.0200 ,14.8300 ,27.5400 ,24.6000 ,,7.1000 ,-1.6000 
2009-03,2.2500 ,2.0986 ,39900.7500 ,164.1507 ,,40064.9007 ,,,16.1800 ,17.8900 ,36.5100 ,29.8600 ,,6.2000 ,-1.2000 
2009-04,2.2500 ,2.4981 ,39930.7500 ,150.0171 ,,40080.7671 ,,,19.2100 ,22.9400 ,65.0200 ,33.6900 ,,6.2000 ,-1.5000 
2009-05,2.2500 ,2.0607 ,39961.7500 ,120.7167 ,,40082.4667 ,,,20.3900 ,24.3200 ,68.8700 ,35.3100 ,,6.2000 ,-1.4000 
2009-06,2.2500 ,2.1592 ,39991.7500 ,183.6942 ,,40175.4442 ,,,23.9000 ,28.0200 ,72.8600 ,36.8600 ,,6.2000 ,-1.7000 
2009-07,2.2500 ,2.2564 ,40022.7500 ,264.0921 ,,40286.8421 ,,,27.3700 ,31.4600 ,79.0800 ,41.5100 ,,6.2000 ,-1.8000 
2009-08,2.2500 ,2.3412 ,40053.7500 ,242.0987 ,,40295.8487 ,,,20.5800 ,24.5600 ,75.1400 ,35.6400 ,,6.2000 ,-1.2000 
2009-09,2.2500 ,2.2688 ,40083.7500 ,167.1669 ,,40250.9169 ,,,21.7000 ,25.8400 ,78.1300 ,38.7700 ,,10.4000 ,-0.8000 
2009-10,2.2500 ,2.6087 ,40114.7500 ,98.8903 ,,40213.6403 ,,,22.0600 ,26.3600 ,78.3300 ,39.4300 ,,10.4000 ,-0.5000 
2009-11,2.2500 ,2.7565 ,40144.7500 ,175.8422 ,,40320.5922 ,,,22.6700 ,27.6200 ,88.5100 ,44.0700 ,,10.4000 ,0.6000 
2009-12,2.2500 ,2.6443 ,40175.7500 ,183.7494 ,,40359.4994 ,,,23.6600 ,28.4900 ,91.0600 ,45.8100 ,,11.7000 ,1.9000 
2010-01,2.2500 ,2.8286 ,40206.7500 ,136.5650 ,,40343.3150 ,,,20.8700 ,24.9900 ,79.4100 ,42.7400 ,,11.7000 ,1.5000 
2010-02,2.2500 ,2.4071 ,40234.7500 ,91.8665 ,,40326.6165 ,,,20.9400 ,25.2000 ,80.3100 ,37.4000 ,,11.7000 ,2.7000 
2010-03,2.2500 ,2.5607 ,40265.7500 ,204.1700 ,,40469.9200 ,,,20.6200 ,23.8400 ,64.7200 ,38.1300 ,,12.2000 ,2.4000 
2010-04,2.2500 ,2.5688 ,40295.7500 ,146.2530 ,,40442.0030 ,,,15.6600 ,17.7200 ,45.6400 ,33.1800 ,,12.2000 ,2.8000 
2010-05,2.2500 ,2.6612 ,40326.7500 ,125.5297 ,,40452.2797 ,,,14.2400 ,16.0800 ,42.2500 ,31.2300 ,,12.2000 ,3.1000 
2010-06,2.2500 ,2.5365 ,40356.7500 ,120.2169 ,,40476.9669 ,,,13.3800 ,14.9900 ,37.7900 ,28.7500 ,63.6900 ,10.7000 ,2.9000 
2010-07,2.2500 ,2.8958 ,40387.7500 ,117.2837 ,,40505.0337 ,,,14.2000 ,16.3700 ,40.7600 ,32.7300 ,64.6000 ,10.7000 ,3.3000 
2010-08,2.2500 ,2.7810 ,40418.7500 ,130.5245 ,,40549.2745 ,,,12.7400 ,15.0200 ,42.2300 ,34.5200 ,66.4000 ,10.7000 ,3.5000 
2010-09,2.2500 ,2.5825 ,40448.7500 ,115.6629 ,,40564.4129 ,,,12.6500 ,15.0600 ,43.0200 ,35.2500 ,61.0100 ,9.9000 ,3.6000 
2010-10,2.5000 ,2.6278 ,40479.5000 ,134.6061 ,,40614.1061 ,,,13.5900 ,16.4000 ,45.0100 ,37.0200 ,66.3100 ,9.9000 ,4.4000 
2010-11,2.5000 ,2.9154 ,40509.5000 ,234.6323 ,,40744.1323 ,,,12.4400 ,15.1800 ,45.6700 ,37.4700 ,73.6700 ,9.9000 ,5.1000 
2010-12,2.7500 ,3.1691 ,40540.2500 ,151.2879 ,,40691.5379 ,,,12.6000 ,15.3400 ,44.3000 ,36.6800 ,70.7300 ,10.0000 ,4.6000 
2011-01,2.7500 ,3.4411 ,40571.2500 ,95.8816 ,,40667.1316 ,,,12.6200 ,15.3800 ,39.8900 ,33.8800 ,63.1600 ,10.0000 ,4.9000 
2011-02,3.0000 ,3.3756 ,40599.0000 ,114.7642 ,,40713.7642 ,,,12.7100 ,15.8000 ,43.3500 ,35.1900 ,62.9000 ,10.0000 ,4.9440 
2011-03,3.0000 ,3.9214 ,40630.0000 ,220.1720 ,,40850.1720 ,,,12.4000 ,15.1100 ,39.8400 ,33.5300 ,58.1100 ,10.2000 ,5.3830 
2011-04,3.2500 ,3.9849 ,40659.7500 ,118.1846 ,,40777.9346 ,,,11.8400 ,14.3200 ,37.6100 ,30.1200 ,49.2200 ,10.2000 ,5.3440 
2011-05,3.2500 ,3.9065 ,40690.7500 ,113.6472 ,,40804.3972 ,,,11.2600 ,13.5000 ,34.7200 ,27.7200 ,45.4100 ,10.2000 ,5.5150 
2011-06,3.2500 ,4.1148 ,40720.7500 ,113.8760 ,,40834.6260 ,,,11.1500 ,13.5700 ,35.9100 ,29.1300 ,45.2800 ,9.9000 ,6.3550 
2011-07,3.5000 ,4.7642 ,40751.5000 ,95.8655 ,,40847.3655 ,,,11.3200 ,13.2900 ,34.9500 ,30.3200 ,48.4200 ,9.9000 ,6.4510 
2011-08,3.5000 ,4.7833 ,40782.5000 ,179.9784 ,,40962.4784 ,,,10.2400 ,12.1200 ,32.3000 ,28.3700 ,47.5900 ,9.9000 ,6.1510 
2011-09,3.5000 ,4.8779 ,40812.5000 ,98.0903 ,,40910.5903 ,,,9.6300 ,11.2500 ,28.1500 ,25.0500 ,40.9400 ,9.4000 ,6.0670 
2011-10,3.5000 ,5.0962 ,40843.5000 ,62.3184 ,,40905.8184 ,,,9.8900 ,11.4600 ,28.8200 ,25.7300 ,43.1600 ,9.4000 ,5.4950 
2011-11,3.5000 ,5.0044 ,40873.5000 ,100.9333 ,,40974.4333 ,,,9.3900 ,10.8500 ,27.5400 ,24.5800 ,42.4100 ,9.4000 ,4.2250 
2011-12,3.5000 ,5.1620 ,40904.5000 ,87.2109 ,,40991.7109 ,,,9.3300 ,10.4500 ,23.7700 ,21.7700 ,36.8900 ,8.7000 ,4.0700 
2012-01,3.5000 ,5.3245 ,40935.5000 ,36.0069 ,,40971.5069 ,,,10.1500 ,10.9800 ,22.6800 ,22.8100 ,32.4000 ,8.7000 ,4.5000 
2012-02,3.5000 ,5.0936 ,40964.5000 ,102.3688 ,,41066.8688 ,,,10.4600 ,11.5300 ,25.9700 ,25.3900 ,36.7500 ,8.7000 ,3.2000 
2012-03,3.5000 ,4.9878 ,40995.5000 ,128.7489 ,,41124.2489 ,,,9.9200 ,10.9300 ,25.2300 ,24.2100 ,33.9100 ,8.0000 ,3.6000 
2012-04,3.5000 ,4.9855 ,41025.5000 ,47.6806 ,-946.0000 ,41073.1806 ,,,10.3700 ,11.5400 ,29.9400 ,25.4100 ,34.5700 ,8.0000 ,3.4000 
2012-05,3.5000 ,4.7402 ,41056.5000 ,67.0007 ,418.0000 ,41123.5007 ,,,9.8900 ,11.2000 ,31.2500 ,26.0600 ,37.0500 ,8.0000 ,3.0000 
2012-06,3.2500 ,4.4408 ,41086.7500 ,72.2743 ,-1859.0000 ,41159.0243 ,,,9.4000 ,10.5400 ,29.0900 ,24.9000 ,36.5800 ,7.5000 ,2.2000 
2012-07,3.0000 ,4.4915 ,41118.0000 ,53.8486 ,614.0000 ,41171.8486 ,,,9.0900 ,10.2100 ,25.5300 ,24.0900 ,33.5100 ,7.5000 ,1.8000 
2012-08,3.0000 ,4.3731 ,41149.0000 ,61.2480 ,-207.0000 ,41210.2480 ,,,8.7900 ,9.8100 ,26.8000 ,23.4600 ,35.2700 ,7.5000 ,2.0000 
2012-09,3.0000 ,4.2172 ,41179.0000 ,60.4853 ,-895.0000 ,41239.4853 ,,,8.9900 ,10.0300 ,27.3400 ,24.1100 ,34.2900 ,7.4000 ,1.9000 
2012-10,3.0000 ,4.3000 ,41210.0000 ,46.0897 ,670.0000 ,41256.0897 ,,,8.8900 ,9.9400 ,30.0100 ,23.6300 ,33.2500 ,7.4000 ,1.7000 
2012-11,3.0000 ,4.3226 ,41240.0000 ,65.6611 ,-159.0000 ,41305.6611 ,,,8.7600 ,9.6200 ,26.7300 ,20.9900 ,29.4400 ,7.4000 ,2.0000 
2012-12,3.0000 ,4.4144 ,41271.0000 ,82.5510 ,163.0000 ,41353.5510 ,,,9.9900 ,11.0000 ,31.5000 ,24.2300 ,34.6200 ,8.0000 ,2.5000 
2013-01,3.0000 ,4.4705 ,41302.0000 ,78.8521 ,338.0000 ,41380.8521 ,,,10.4300 ,11.4900 ,30.2100 ,25.2300 ,37.9200 ,8.0000 ,2.0305 
2013-02,3.0000 ,4.4359 ,41330.0000 ,66.7929 ,405.0000 ,41396.7929 ,,,10.1700 ,11.2900 ,31.8700 ,27.0200 ,43.0500 ,8.0000 ,3.2198 
2013-03,3.0000 ,4.4100 ,41361.0000 ,121.1038 ,-131.0000 ,41482.1038 ,,,9.2600 ,10.5100 ,30.2300 ,26.6900 ,43.2700 ,7.8000 ,2.0696 
2013-04,3.0000 ,4.3861 ,41391.0000 ,61.3989 ,517.0000 ,41452.3989 ,,,8.9400 ,10.1700 ,29.4600 ,25.7500 ,42.7600 ,7.8000 ,2.3861 
2013-05,3.0000 ,4.4351 ,41422.0000 ,80.8453 ,172.0000 ,41502.8453 ,,,9.0300 ,10.4900 ,33.8400 ,29.9600 ,51.6300 ,7.8000 ,2.0981 
2013-06,3.0000 ,4.4084 ,41452.0000 ,59.6386 ,476.0000 ,41511.6386 ,,,7.8500 ,9.0500 ,28.6200 ,26.1600 ,48.3900 ,7.5000 ,2.6684 
2013-07,3.0000 ,4.9762 ,41483.0000 ,60.4685 ,776.0000 ,41543.4685 ,1.0400 ,1.8300 ,7.8300 ,9.0600 ,27.9600 ,27.0600 ,53.8100 ,7.5000 ,2.6741 
2013-08,3.0000 ,4.6522 ,41514.0000 ,62.1793 ,-421.0000 ,41576.1793 ,1.0100 ,1.8800 ,7.8000 ,9.1300 ,29.3800 ,27.6600 ,55.2900 ,7.5000 ,2.5666 
2013-09,3.0000 ,4.7890 ,41544.0000 ,66.2488 ,-765.0000 ,41610.2488 ,1.0400 ,1.9300 ,7.9500 ,9.4100 ,31.3600 ,29.8300 ,63.8700 ,7.9000 ,3.0519 
2013-10,3.0000 ,5.0111 ,41575.0000 ,61.7614 ,798.0000 ,41636.7614 ,1.0000 ,1.8200 ,7.6400 ,8.9700 ,28.5500 ,28.2400 ,55.2500 ,7.9000 ,3.2058 
2013-11,3.0000 ,5.0621 ,41605.0000 ,75.8794 ,168.0000 ,41680.8794 ,1.0000 ,1.9200 ,7.8300 ,9.2200 ,30.4500 ,29.4200 ,60.9700 ,7.9000 ,3.0180 
2013-12,3.0000 ,5.3621 ,41636.0000 ,84.7124 ,-285.0000 ,41720.7124 ,0.9400 ,1.9500 ,7.5500 ,8.9200 ,28.6100 ,28.7400 ,58.3700 ,7.6000 ,2.4987 
2014-01,3.0000 ,5.9248 ,41667.0000 ,62.5715 ,549.0000 ,41729.5715 ,0.9000 ,1.8400 ,7.1600 ,8.4800 ,28.9800 ,28.9000 ,67.2600 ,7.6000 ,2.4861 
2014-02,3.0000 ,5.7987 ,41695.0000 ,92.3039 ,835.0000 ,41787.3039 ,0.9000 ,1.7300 ,7.2000 ,8.4600 ,29.3600 ,29.5500 ,59.7600 ,7.6000 ,1.9511 
2014-03,3.0000 ,5.5998 ,41726.0000 ,111.2544 ,-160.0000 ,41837.2544 ,0.8900 ,1.6500 ,7.1200 ,8.2300 ,28.1400 ,27.0600 ,55.3200 ,7.3000 ,2.3848 
2014-04,3.0000 ,5.4013 ,41756.0000 ,66.0549 ,256.0000 ,41822.0549 ,0.8400 ,1.6800 ,7.0100 ,8.1000 ,27.5100 ,27.1800 ,50.9900 ,7.3000 ,1.8014 
2014-05,3.0000 ,5.2352 ,41787.0000 ,60.5688 ,-246.0000 ,41847.5688 ,0.8500 ,1.6500 ,7.0900 ,8.1600 ,28.0200 ,27.6700 ,52.5800 ,7.3000 ,2.4773 
2014-06,3.0000 ,5.2173 ,41817.0000 ,79.6229 ,180.0000 ,41896.6229 ,0.8900 ,1.6400 ,7.0900 ,8.2600 ,26.7000 ,28.4700 ,56.1500 ,7.4000 ,2.3361 
2014-07,3.0000 ,5.1406 ,41848.0000 ,101.3000 ,1894.0000 ,41949.3000 ,0.9700 ,1.8800 ,7.5800 ,8.8500 ,28.6000 ,30.4000 ,52.9600 ,7.4000 ,2.2852 
2014-08,3.0000 ,5.1754 ,41879.0000 ,113.4311 ,993.0000 ,41992.4311 ,0.8700 ,1.8000 ,7.2300 ,8.5900 ,29.9600 ,31.4600 ,55.3100 ,7.4000 ,1.9909 
2014-09,3.0000 ,5.1747 ,41909.0000 ,151.4062 ,-2175.0000 ,42060.4062 ,0.8800 ,1.9400 ,7.3400 ,8.8800 ,33.2000 ,33.7900 ,59.7300 ,7.1000 ,1.6275 
2014-10,3.0000 ,5.1539 ,41940.0000 ,146.2861 ,1738.0000 ,42086.2861 ,0.8600 ,1.9800 ,7.3400 ,8.9200 ,34.2200 ,32.6600 ,58.2700 ,7.1000 ,1.6011 
2014-11,2.7500 ,5.0705 ,41970.2500 ,187.1270 ,2667.0000 ,42157.3770 ,0.9900 ,2.7900 ,8.3000 ,9.9900 ,36.0300 ,32.7000 ,60.1600 ,7.1000 ,1.4393 
2014-12,2.7500 ,5.1962 ,42001.2500 ,452.4198 ,1515.0000 ,42453.6698 ,1.2800 ,4.3900 ,10.8400 ,12.9100 ,37.2000 ,32.6400 ,56.2900 ,7.2000 ,1.5056 
2015-01,2.7500 ,5.2604 ,42032.2500 ,314.7210 ,1656.0000 ,42346.9710 ,1.1800 ,3.7100 ,10.4500 ,12.6300 ,39.4800 ,35.9600 ,63.7100 ,7.2000 ,0.7638 
2015-02,2.7500 ,5.3339 ,42060.2500 ,178.6483 ,2514.0000 ,42238.8983 ,1.1500 ,4.0200 ,10.6900 ,12.9900 ,41.8800 ,38.7500 ,69.5300 ,7.2000 ,1.4311 
2015-03,2.5000 ,5.3519 ,42091.5000 ,723.0552 ,4821.0000 ,42814.5552 ,1.2100 ,4.4500 ,11.8800 ,14.7000 ,50.0700 ,44.8100 ,81.5600 ,7.0000 ,1.3758 
2015-04,2.5000 ,5.3364 ,42121.5000 ,1775.6767 ,8888.0000 ,43897.1767 ,1.2700 ,4.4600 ,13.8800 ,17.0400 ,60.8400 ,47.9600 ,99.4200 ,7.0000 ,1.5091 
2015-05,2.2500 ,5.2131 ,42152.7500 ,1675.6450 ,9235.0000 ,43828.3950 ,1.1800 ,4.0600 ,13.0700 ,16.8300 ,71.7300 ,59.1700 ,123.1400 ,7.0000 ,1.2308 
2015-06,2.0000 ,5.0726 ,42183.0000 ,1820.8753 ,7965.0000 ,44003.8753 ,1.2700 ,3.6100 ,12.3500 ,16.5500 ,61.8400 ,50.6000 ,98.7200 ,7.0000 ,1.3909 
